account,balance_limit,sex,education,marriage,age,total_bill,total_payment,repayment,default
73,200000,2,2,1,32,11562,13679,-1,0
74,290000,2,1,2,37,5514,2359,-1,0
75,340000,1,1,2,32,133601,112831,-1,0
76,20000,1,2,2,24,69493,2740,2,0
77,50000,1,3,2,25,65343,2820,0,0
78,300000,2,1,1,45,1164,1164,-1,0
79,30000,2,2,2,22,91187,5325,0,1
80,240000,2,2,2,44,0,0,-2,1
81,470000,2,3,3,33,291785,7960,0,0
82,360000,2,1,2,26,243696,153159,0,0
83,60000,1,3,2,30,89771,2556,0,1
84,400000,2,2,1,44,430297,12050,2,0
85,50000,2,3,2,49,80727,3074,0,0
86,160000,1,2,2,33,429177,93800,0,0
87,360000,2,1,1,45,1950,1170,2,1
88,160000,2,2,2,32,23046,5069,0,0
89,130000,2,1,1,35,27355,11705,0,0
90,20000,1,3,2,44,44423,4500,0,0
91,200000,1,1,1,53,583213,21000,2,1
92,280000,2,1,2,39,7836,0,-1,0
93,100000,2,1,2,27,0,0,-2,0
94,160000,2,2,1,37,1680,8576,-1,0
95,60000,2,2,2,23,105341,3023,0,0
96,90000,1,2,2,35,184995,4538,0,0
97,360000,1,1,1,43,46171,108880,-1,0
98,150000,1,1,2,27,307294,9804,0,0
99,50000,2,3,1,22,46912,1178,0,0
100,20000,1,2,1,38,55877,2526,0,1
101,140000,1,1,2,32,2795,1945,-2,0
102,380000,2,1,2,30,132986,8618,-1,0
103,480000,1,1,1,63,1907604,59200,0,0
104,50000,2,3,2,22,118414,3741,0,1
105,60000,2,2,2,26,230145,8517,2,0
106,70000,2,2,2,24,26529,28529,-2,0
107,80000,2,2,1,36,8896,6654,-1,0
108,350000,1,1,2,52,8002,12291,-1,0
109,130000,1,2,2,38,331118,276860,0,0
110,360000,1,2,1,35,-412,0,-2,0
111,330000,2,1,1,31,425270,23487,2,0
112,50000,1,3,1,47,65173,4000,2,0
113,280000,1,2,1,41,580803,34104,2,0
114,100000,2,1,2,24,230366,13189,0,0
115,50000,1,2,2,41,80801,2826,0,0
116,30000,1,1,2,24,81843,5000,0,1
117,240000,1,1,2,28,6804,7004,-1,0
118,80000,1,2,2,26,69500,4000,0,1
119,400000,1,2,1,34,42502,36347,-1,0
120,240000,2,2,2,38,108004,6073,0,0
121,50000,1,3,2,37,198265,5200,2,1
122,450000,1,1,1,40,0,0,-2,1
123,110000,2,1,1,48,0,0,-2,0
124,310000,2,2,1,35,1010304,29826,0,1
125,20000,1,1,2,27,74023,1774,0,0
126,20000,1,2,2,23,0,0,-2,0
127,200000,1,3,2,52,408004,14903,0,0
128,180000,1,1,1,36,388724,7426,0,1
129,50000,1,2,1,51,23302,4134,0,1
130,60000,1,3,1,55,142154,5000,2,0
131,30000,2,1,2,23,23131,22733,-2,0
132,240000,1,1,2,41,8562,3021,-1,0
133,420000,1,2,1,34,848714,34012,0,0
134,330000,1,3,1,46,913209,32791,0,0
135,30000,2,2,2,22,68885,2060,0,0
136,240000,1,2,1,34,54999,1327,0,0
137,150000,1,1,2,27,104043,14500,0,0
138,210000,2,2,1,33,28093,4046,0,0
139,50000,2,3,1,51,5880,0,-1,1
140,50000,1,1,2,24,107386,4900,0,0
141,240000,1,1,2,47,0,0,-2,1
142,180000,1,2,2,28,1996,5164,-1,0
143,50000,1,2,2,23,78523,2500,2,0
144,170000,1,2,2,29,45829,45846,-2,0
145,20000,1,1,2,29,9725,7711,-1,0
146,50000,1,1,2,28,37272,4683,0,0
147,170000,2,2,2,27,65430,891,0,1
148,200000,1,1,2,34,420845,74000,0,0
149,80000,2,2,1,23,42260,2471,3,0
150,260000,2,1,1,60,23238,1969,-1,0
151,140000,1,2,1,32,246554,9702,0,0
152,80000,1,1,2,25,158340,30000,0,0
153,350000,1,1,2,41,1630,630,-1,0
154,280000,2,2,1,56,580496,118458,0,0
155,30000,2,3,2,26,50652,5500,0,0
156,140000,1,1,1,34,170987,25389,0,0
157,200000,2,1,2,37,367117,15310,0,0
158,200000,2,3,2,30,625986,23380,0,0
159,210000,1,3,1,45,566762,44312,4,1
160,50000,1,3,1,57,54668,2200,0,0
161,30000,1,1,2,41,110786,4650,2,0
162,50000,1,2,2,27,2616,1470,-1,0
163,290000,1,3,1,47,2007,1584,-1,0
164,250000,2,1,1,34,620861,21856,2,0
165,60000,2,2,1,46,105353,5500,0,0
166,110000,2,1,2,27,332904,11700,0,0
167,370000,1,1,2,50,41847,38357,-2,0
168,100000,1,2,1,27,110893,52740,2,0
169,90000,2,2,1,35,326985,17652,0,0
170,50000,2,2,2,22,114227,3843,0,0
171,270000,1,2,2,37,109117,12000,0,0
172,300000,2,1,2,30,7812,8558,-1,0
173,50000,2,2,2,22,29947,15149,0,0
174,50000,2,1,2,24,-10151,0,-2,1
175,360000,1,1,2,29,77,0,-1,0
176,130000,1,3,1,56,279980,8500,2,1
177,80000,1,1,2,30,9337,5000,0,0
178,50000,1,2,2,30,123822,5000,0,0
179,20000,2,2,2,22,55291,4500,0,0
180,80000,2,2,1,29,163865,2000,2,0
181,240000,1,1,2,37,79471,69191,2,0
182,80000,2,3,2,35,67467,10000,0,0
183,500000,2,1,1,47,412205,122183,0,0
184,60000,2,2,1,24,106528,6737,0,1
185,20000,1,2,2,25,28585,2560,0,0
186,100000,2,2,1,38,63907,4000,0,1
187,360000,2,1,2,32,103853,136906,-1,0
188,200000,2,3,2,47,780199,20770,2,1
189,130000,2,2,1,34,52346,7001,0,0
190,20000,2,2,2,31,83002,760,4,0
191,310000,1,1,2,32,231692,24368,0,0
192,60000,2,1,2,27,90046,3746,0,1
193,180000,2,1,2,29,34269,22682,-1,0
194,180000,2,1,2,24,31482,200,2,0
195,50000,1,2,1,36,18966,23511,0,0
196,50000,2,1,2,24,155405,4832,2,1
197,150000,2,2,1,34,1616,1616,-2,0
198,20000,2,1,2,22,65512,22234,0,0
199,500000,2,1,1,34,5907,19424,-2,0
200,30000,2,3,2,22,59588,1818,2,1
201,180000,2,1,1,38,0,0,-2,0
202,140000,1,1,2,31,76450,13300,2,0
203,140000,2,1,2,26,32812,26838,-1,0
204,120000,1,2,2,26,471002,19152,0,0
205,360000,2,2,1,48,744471,21100,0,0
206,20000,1,3,1,43,78363,7874,0,0
207,100000,1,1,1,47,1170,3160,-1,0
208,210000,2,2,1,41,4983,5059,-1,1
209,80000,2,2,2,24,228228,7638,0,1
210,330000,2,1,1,50,6253,3669,-1,0
211,220000,1,1,2,24,205455,93935,0,0
212,210000,2,1,1,38,2384,11627,-1,1
213,40000,2,3,1,43,138787,5200,0,0
214,30000,1,2,2,39,47148,3148,0,0
215,470000,1,2,2,27,1402925,31689,2,0
216,30000,1,3,1,42,2730,1710,-1,0
217,240000,2,2,1,36,-3784,0,-2,1
218,80000,1,2,2,36,313030,12900,0,0
219,110000,2,3,0,31,279629,17954,0,0
220,310000,2,1,2,38,126,0,-1,0
221,360000,2,1,1,40,464930,20100,2,1
222,330000,2,3,2,45,1335268,48457,0,0
223,300000,2,2,2,35,842428,53557,0,0
224,320000,2,2,2,33,251578,12992,0,0
225,50000,2,3,2,37,139805,34293,2,1
226,170000,2,1,2,28,510533,37159,0,0
227,350000,1,3,1,44,2433,569,-1,0
228,20000,1,2,1,37,75495,2955,0,0
229,50000,1,2,2,23,104287,4419,0,1
230,20000,2,3,2,24,26593,3800,0,0
231,50000,2,1,2,24,62050,2640,0,0
232,20000,1,2,2,23,57289,12000,0,1
233,50000,1,2,1,26,94748,51938,-2,0
234,190000,1,2,2,34,566874,24887,0,1
235,60000,2,2,1,33,81224,3131,0,0
236,80000,1,1,2,35,29887,25457,-1,0
237,150000,2,2,2,27,162328,6380,0,0
238,210000,2,1,2,31,16690,12567,-2,0
239,240000,2,3,1,50,847353,31731,0,1
240,140000,2,2,3,41,74800,8597,0,1
241,60000,2,1,2,28,2285,2285,2,0
242,50000,1,1,2,39,146096,9000,0,0
243,50000,2,2,2,27,114855,4400,0,0
244,180000,2,1,2,32,5642,2997,2,0
245,30000,2,1,2,40,256,120,2,0
246,20000,2,2,2,40,39677,2114,0,0
247,250000,2,2,1,75,8912,8560,-1,0
248,100000,2,2,2,27,124274,4673,0,0
249,330000,1,1,2,25,164084,8719,0,0
250,50000,1,3,1,46,66766,4198,0,0
251,50000,2,2,2,26,138509,8216,2,0
252,30000,1,2,2,28,76411,1806,0,0
253,140000,2,2,2,26,424642,14588,0,1
254,160000,2,1,2,28,219369,123269,0,0
255,400000,2,2,2,29,10779,10229,-1,0
256,50000,1,2,1,25,117340,3884,0,0
257,140000,2,2,1,48,24708,25193,-1,0
258,160000,2,2,1,33,71739,56328,-1,0
259,100000,2,3,1,43,0,0,-2,0
260,220000,1,1,1,48,705538,23000,0,1
261,510000,2,1,2,29,335466,100366,0,0
262,50000,1,2,2,29,117825,13510,0,0
263,160000,2,1,1,38,54140,33509,-1,0
264,230000,2,1,2,37,637,637,-2,0
265,80000,2,1,2,37,24690,22704,-1,0
266,150000,2,2,1,25,948,1264,-2,0
267,10000,1,3,2,23,37324,1500,0,0
268,130000,2,3,2,49,177416,2791,0,1
269,40000,2,1,2,48,138655,6000,0,0
270,50000,1,2,2,27,45143,4931,2,1
271,100000,1,3,2,32,78661,5647,0,0
272,120000,1,1,1,34,2700,450,-1,0
273,260000,2,1,2,58,0,0,-2,1
274,200000,2,2,2,33,56766,8200,0,0
275,360000,2,2,2,28,0,0,-2,1
276,70000,2,2,2,36,127934,11268,0,0
277,460000,1,1,1,40,25153,25199,-1,1
278,50000,2,1,2,26,1264,1264,-1,0
279,50000,1,3,1,33,110470,2798,0,0
280,250000,2,2,1,31,398308,18400,0,0
281,30000,2,1,2,27,2478,1500,-1,0
282,270000,1,2,1,44,249862,128989,0,0
283,180000,2,3,2,30,443124,13379,0,0
284,100000,2,1,2,28,217032,13025,0,0
285,230000,2,3,1,32,383648,19000,0,0
286,210000,2,1,1,46,58707,56610,-1,0
287,210000,1,1,2,38,235664,8502,0,0
288,440000,2,2,1,46,465981,14229,0,0
289,100000,2,2,2,25,261064,7646,0,1
290,240000,2,2,1,46,37446,4000,0,0
291,280000,1,1,2,33,-338055,346516,-1,1
292,50000,2,2,2,22,0,0,-2,1
293,30000,1,2,1,43,8662,900,2,0
294,10000,1,2,2,27,39606,1963,2,1
295,130000,1,1,2,29,0,1500,-2,0
296,200000,1,1,2,31,587261,19960,0,0
297,120000,2,2,1,29,5422,5739,-1,0
298,210000,2,2,1,36,572227,21144,0,0
299,280000,2,1,1,36,153869,5500,0,0
300,300000,1,1,2,34,45400,19798,-1,1
301,100000,1,2,2,37,265420,9481,0,0
302,440000,2,1,2,36,0,162000,-2,0
303,50000,2,3,1,40,53147,4000,0,0
304,20000,2,1,2,25,71915,8700,2,1
305,200000,2,1,2,27,16700,11302,-1,0
306,110000,2,2,2,26,9208,3000,-2,0
307,500000,2,2,1,36,13090,13090,-1,0
308,300000,2,2,1,27,0,0,-1,0
309,30000,1,3,1,55,52530,6500,2,1
310,60000,2,1,2,27,31264,18719,-1,0
311,400000,2,2,1,38,13856,16799,-1,0
312,180000,2,2,1,34,538032,20000,0,0
313,20000,1,1,2,40,54375,4500,0,0
314,200000,2,3,1,49,229568,10286,2,1
315,100000,1,1,2,27,86212,1954,0,0
316,60000,1,2,2,23,88743,4043,0,1
317,110000,2,2,2,36,207051,8800,0,0
318,260000,2,3,1,53,1860,1793,-1,0
319,50000,2,3,1,46,114039,3617,2,0
320,180000,1,2,2,29,-8,0,-2,0
321,110000,1,2,2,29,196386,7854,2,1
322,340000,2,1,2,27,570817,63581,0,0
323,50000,1,2,2,24,27810,8449,0,0
324,230000,2,2,1,28,10140,8940,0,1
325,360000,2,2,2,32,388326,40000,0,0
326,210000,1,2,2,43,160699,14000,-1,0
327,220000,2,2,1,41,2075,1600,2,1
328,60000,2,2,1,34,117208,6311,2,1
329,340000,1,2,1,55,42505,111400,-1,0
330,150000,1,1,1,40,421614,20500,2,0
331,200000,2,2,1,37,47064,50400,2,1
332,130000,2,2,2,40,44561,4200,2,1
333,60000,2,1,2,28,75494,29213,0,0
334,400000,2,2,1,43,79988,79988,-2,0
335,20000,1,1,2,27,77087,2580,0,0
336,190000,2,1,2,28,622468,23633,0,0
337,260000,2,1,2,30,635972,26000,0,0
338,140000,2,2,2,31,0,0,-2,0
339,50000,2,2,1,31,139852,4227,0,1
340,120000,2,1,2,34,9573,8267,0,0
341,240000,2,2,2,30,184,1975,-2,0
342,50000,1,2,2,36,6759,978,0,0
343,200000,2,1,2,29,74093,26183,-1,0
344,180000,1,1,1,39,364358,128903,-1,0
345,180000,2,1,2,26,451212,16219,0,0
346,160000,2,1,2,29,7442,24500,-2,0
347,100000,2,2,2,26,13661,5605,-1,0
348,50000,2,2,2,29,177062,8000,0,1
349,140000,2,2,2,31,563855,21400,0,0
350,30000,2,2,2,26,80985,3131,0,1
351,90000,1,1,2,26,26981,26101,-1,0
352,200000,1,1,1,36,1134,114000,-1,0
353,380000,1,1,2,30,0,0,-2,1
354,80000,2,2,2,43,147993,6268,0,0
355,50000,1,3,1,58,74597,3273,2,0
356,180000,1,2,1,45,121177,5300,0,1
357,240000,2,2,2,26,454685,15215,0,0
358,380000,1,2,2,34,709041,20400,0,0
359,110000,2,4,2,24,326470,13400,0,0
360,260000,1,1,1,34,87739,70317,-1,0
361,500000,2,2,2,23,1909698,65500,2,1
362,320000,2,2,2,30,293862,10512,0,0
363,50000,1,2,2,32,158384,5485,2,0
364,110000,1,1,1,40,4498,498,-1,1
365,230000,2,1,2,35,2253,2374,-2,0
366,330000,2,2,1,56,14129,13025,-1,0
367,50000,2,2,1,61,121740,5014,0,0
368,10000,1,2,2,24,9942,150,2,0
369,300000,1,1,1,40,0,0,-2,0
370,20000,2,2,1,32,52690,2022,0,1
371,180000,1,2,1,36,0,0,-2,1
372,160000,1,1,2,30,58404,101863,-1,0
373,90000,2,1,2,34,184385,10000,0,0
374,30000,1,3,3,54,95855,7500,0,0
375,180000,1,1,1,46,488329,176064,0,0
376,30000,1,3,1,58,86961,4676,0,0
377,30000,1,2,1,43,91839,6146,0,0
378,140000,2,1,2,28,19745,18091,0,0
379,210000,1,1,2,30,185622,19000,0,0
380,50000,1,2,2,31,48296,11327,0,1
381,130000,2,2,2,29,292544,13725,0,0
382,50000,2,2,1,37,11303,1600,2,1
383,140000,1,3,1,36,359427,14700,0,0
384,170000,2,2,2,28,22576,891,0,1
385,80000,1,2,2,25,53203,6884,0,0
386,410000,2,5,1,42,1060444,34800,0,0
387,80000,2,1,2,29,0,0,-1,0
388,80000,1,3,1,73,287409,15600,0,1
389,150000,1,2,1,43,636801,22434,0,0
390,260000,1,1,1,30,1164,130942,-1,1
391,350000,1,1,1,38,0,0,-2,0
392,280000,2,2,1,39,140348,8063,0,1
393,310000,1,2,1,44,307648,11665,0,0
394,140000,2,2,2,29,81157,10500,0,0
395,360000,1,1,1,51,0,0,-1,0
396,140000,2,1,2,27,571812,23600,0,0
397,100000,1,1,2,38,157320,1439,0,0
398,50000,2,2,2,22,1480,1480,-2,0
399,210000,2,2,1,30,356424,14200,0,0
400,120000,2,2,2,25,462678,17672,2,0
401,240000,1,1,2,29,378265,196112,0,0
402,60000,2,3,3,42,114594,7003,0,0
403,150000,1,1,2,41,3550,2816,-1,1
404,30000,1,2,1,48,104794,5458,0,0
405,160000,2,1,2,29,650467,23012,2,1
406,200000,1,1,1,52,85560,86296,-2,0
407,120000,2,2,1,25,0,0,0,0
408,500000,1,1,1,37,1467440,49088,0,0
409,320000,2,1,2,27,246615,47965,0,0
410,280000,1,1,2,31,699704,24823,0,0
411,60000,2,1,2,23,127720,5500,2,1
412,200000,2,1,1,38,67,517,-2,0
413,230000,2,1,1,32,11600,8802,-1,0
414,230000,2,2,2,27,38017,6377,0,1
415,480000,2,3,1,41,250957,52997,-2,0
416,50000,2,3,1,35,0,640,-1,0
417,200000,2,1,2,31,1257,1263,-2,0
418,50000,2,1,2,30,73621,4200,0,0
419,50000,1,2,1,48,93031,8500,0,0
420,260000,2,1,2,36,0,0,-2,1
421,30000,1,1,2,24,115042,5307,0,0
422,440000,2,1,2,29,625396,25064,0,0
423,230000,2,2,2,38,4701,5564,-1,0
424,200000,1,2,1,38,403051,16000,2,1
425,490000,2,2,1,30,794468,26038,0,0
426,80000,2,2,1,32,0,0,-2,0
427,20000,2,3,2,49,57411,5623,2,1
428,170000,2,1,2,31,995,995,-1,1
429,70000,1,1,2,27,154746,31395,0,0
430,210000,2,2,2,33,372086,14000,0,0
431,90000,2,2,2,25,301383,12101,0,0
432,390000,2,1,2,27,1168006,38553,0,1
433,110000,2,1,2,29,206632,8557,0,0
434,580000,2,1,1,36,672211,23797,0,0
435,360000,1,3,1,55,19001,1775,-1,0
436,270000,2,2,1,32,892033,24000,2,1
437,60000,2,1,2,27,600,650,-2,0
438,110000,1,3,1,37,243184,9100,0,0
439,50000,2,1,1,25,133917,3265,0,0
440,80000,2,1,2,23,188793,44456,0,1
441,50000,1,2,2,23,27324,15880,-1,0
442,100000,1,1,2,32,361643,13200,0,0
443,30000,2,1,2,26,4137,3192,-1,0
444,200000,2,1,2,27,483242,22436,0,0
445,240000,1,1,2,44,828467,30400,0,1
446,220000,1,2,2,34,90060,3200,0,0
447,160000,2,1,2,28,347128,10400,0,0
448,180000,2,1,1,53,36365,1653,-1,0
449,200000,1,4,1,42,93537,5558,0,0
450,140000,2,3,1,30,266955,9710,0,0
451,380000,1,1,1,51,0,0,-2,1
452,600000,1,1,1,53,1792530,73000,0,1
453,260000,1,2,2,37,417502,149000,0,0
454,200000,2,1,2,26,5200,5772,-2,0
455,80000,1,2,2,42,225255,7100,0,0
456,40000,1,2,2,39,48377,10815,0,0
457,130000,1,3,2,39,299595,12000,2,0
458,50000,1,1,2,32,51101,1300,0,0
459,230000,2,2,1,41,29750,35556,-1,0
460,70000,1,2,1,48,65777,11490,0,1
461,180000,2,2,1,38,534335,20000,0,0
462,80000,2,2,1,36,17810,14306,-1,0
463,290000,2,2,2,26,127936,32536,0,0
464,230000,2,1,2,28,403501,15905,0,0
465,170000,2,3,3,56,2141,764,-1,0
466,230000,1,1,1,59,795814,28009,0,1
467,220000,1,1,2,38,764343,28738,0,1
468,230000,1,2,2,32,86737,2402,0,0
469,500000,1,2,1,38,191832,82301,0,0
470,90000,2,1,1,41,10037,5209,-1,0
471,390000,2,3,2,35,1145890,37557,0,1
472,400000,2,2,2,41,879248,24323,0,0
473,180000,1,2,1,34,5846,7146,-1,0
474,60000,1,3,1,38,132426,6200,2,0
475,120000,2,2,1,32,12370,17490,-1,0
476,60000,2,2,2,29,112101,3520,0,0
477,50000,1,1,2,44,116498,4569,0,0
478,70000,2,2,1,37,245639,6467,0,0
479,500000,2,1,1,38,1851,1800,-1,0
480,200000,1,1,2,31,0,0,-2,0
481,250000,2,2,1,40,92789,68688,0,0
482,140000,1,2,2,26,554927,22650,2,1
483,70000,2,2,2,28,86661,7494,0,0
484,90000,1,3,1,48,260949,8786,2,0
485,100000,2,2,1,43,5998,7535,-1,0
486,190000,1,2,1,31,536012,15183,0,0
487,230000,2,1,1,42,30657,17492,-1,0
488,320000,1,2,1,39,370932,16236,0,0
489,220000,2,2,1,36,1980,1584,-1,1
490,260000,2,1,1,34,15476,18925,-1,0
491,90000,2,2,2,32,0,0,-2,0
492,30000,2,2,1,43,88882,3308,2,0
493,260000,1,2,2,30,468500,6216,0,0
494,170000,2,2,2,28,308,0,-1,0
495,80000,2,1,1,28,40968,1226,0,1
496,50000,1,1,1,41,1156,2860,-1,0
497,200000,2,3,2,47,790506,29228,0,0
498,20000,1,2,2,23,87035,3062,2,0
499,250000,2,1,1,49,1753,1771,-2,0
500,20000,1,1,1,38,81458,2400,0,0
501,30000,2,2,1,38,96402,4700,0,0
502,90000,2,2,1,35,117134,6500,2,0
503,230000,2,6,2,46,800184,30500,0,0
504,130000,2,1,1,33,67312,0,0,1
505,30000,1,6,1,53,0,0,-2,0
506,160000,1,1,2,35,2408,2013,-1,0
507,500000,2,2,2,43,757614,533955,-1,0
508,180000,2,2,2,28,145063,5628,0,0
509,80000,2,2,1,30,41111,1700,0,0
510,120000,1,1,2,26,10446,10446,-2,0
511,130000,1,2,1,31,3992,3121,-1,0
512,120000,2,2,2,35,960,960,-1,1
513,360000,1,1,2,28,59086,58863,-1,0
514,50000,1,2,2,23,129009,5300,2,1
515,20000,2,2,2,23,64993,2028,2,0
516,100000,1,3,1,56,324413,8667,-1,0
517,70000,1,3,1,32,278748,13610,0,0
518,50000,1,2,1,47,78376,3797,0,0
519,10000,2,2,2,22,40462,2481,0,0
520,290000,2,1,1,34,433378,26000,0,0
521,30000,2,1,1,31,76384,4442,0,0
522,410000,2,2,2,27,204603,47825,0,0
523,360000,1,1,2,28,422769,378720,-1,1
524,140000,2,2,1,42,277849,18124,0,1
525,210000,2,1,2,32,291030,11200,0,0
526,220000,2,2,2,27,5155,158226,-1,0
527,20000,1,2,2,27,79486,2906,0,0
528,620000,2,2,1,45,662274,24500,0,1
529,360000,1,1,2,26,4261,4298,-2,0
530,20000,2,2,2,21,19441,22101,2,0
531,50000,1,2,2,23,76396,24500,0,0
532,50000,1,2,3,30,71609,2893,0,0
533,10000,1,2,2,46,26488,1366,2,1
534,100000,2,3,1,50,247766,7500,0,1
535,50000,1,1,2,26,5753,4011,-2,0
536,60000,1,2,2,25,15233,9838,0,0
537,440000,2,1,2,35,922427,31600,0,0
538,120000,1,2,1,44,241416,6185,0,0
539,50000,2,1,2,52,318,318,0,0
540,110000,2,2,1,40,392990,15200,2,0
541,200000,2,1,2,38,488,805,-2,0
542,150000,2,1,2,28,318,318,-2,0
543,30000,2,2,1,36,112813,3700,2,1
544,100000,2,1,2,24,104058,44692,0,0
545,360000,2,1,1,34,36005,16157,0,0
546,390000,2,1,2,31,190424,15000,0,0
547,220000,2,1,1,41,-395,0,-2,1
548,160000,2,2,2,25,0,0,-2,0
549,230000,2,1,2,28,53696,16000,0,0
550,120000,1,1,2,27,143485,17500,0,0
551,100000,1,3,1,52,26981,5000,2,1
552,190000,2,1,2,41,43908,27354,-1,1
553,50000,1,1,1,56,117403,5617,0,1
554,240000,2,1,1,42,0,0,-1,0
555,40000,2,2,2,24,151519,6559,-2,0
556,630000,2,2,1,47,12493,16267,0,0
557,160000,2,1,1,33,2523,1844,-2,0
558,110000,2,2,2,32,323154,12500,2,0
559,20000,1,2,2,29,0,0,0,0
560,210000,2,3,1,53,246880,9422,0,0
561,270000,1,1,2,34,39737,25713,0,0
562,360000,2,2,2,52,1934,2742,-2,0
563,60000,2,2,1,42,6230,5202,-1,0
564,360000,1,2,2,38,258055,120700,0,0
565,390000,2,1,2,45,8594,8180,2,0
566,250000,2,3,2,35,21917,33686,-2,0
567,90000,2,1,2,24,79825,9784,0,1
568,360000,1,1,2,28,30437,43039,-1,0
569,50000,1,3,2,26,89258,3201,0,0
570,270000,2,1,1,40,0,0,0,0
571,200000,2,1,2,29,29430,24775,-1,0
572,50000,2,2,2,23,94562,4690,0,0
573,350000,1,1,2,33,4466,4554,-1,0
574,160000,2,2,2,60,5764,4186,-1,1
575,80000,2,3,1,49,18114,23814,-1,0
576,290000,1,1,1,53,1061326,35914,0,1
577,270000,2,1,2,28,142670,71000,-1,0
578,80000,1,1,2,31,17013,8167,-1,0
579,50000,1,2,2,36,27713,3000,0,0
580,30000,1,2,1,35,14139,5430,-1,0
581,30000,1,2,2,28,0,0,-1,1
582,90000,1,2,2,33,130798,25847,0,0
583,160000,1,1,2,26,62394,38302,-1,0
584,80000,2,3,2,53,254542,9507,0,0
585,50000,1,2,2,42,143829,3400,0,0
586,20000,2,1,2,25,68791,3000,0,0
587,220000,1,1,1,43,0,0,-2,1
588,210000,1,3,2,25,34958,21149,2,1
589,130000,2,2,2,29,272524,5311,0,0
590,260000,2,2,1,31,165101,86106,0,0
591,230000,2,1,1,30,197992,79840,0,0
592,160000,1,1,2,34,345175,12938,0,0
593,50000,1,1,1,35,36067,5019,0,0
594,80000,1,2,1,32,166778,14028,0,0
595,110000,1,3,2,46,242017,9477,0,0
596,200000,1,1,1,43,540628,19757,0,0
597,360000,1,2,2,29,1011507,28544,0,0
598,210000,2,3,2,31,0,0,-2,0
599,80000,2,2,2,24,234868,12000,0,0
600,300000,2,2,1,36,75050,78921,2,1
601,310000,2,2,1,43,101100,3505,0,0
