tid,account,amount,date,type
281,281,2458,2005-08-14,exp
282,282,109189,2005-08-14,exp
283,283,153152,2005-08-14,exp
284,284,52656,2005-08-14,exp
285,285,88743,2005-08-14,exp
286,286,41986,2005-08-14,exp
287,287,62804,2005-08-14,exp
288,288,181557,2005-08-14,exp
289,289,71678,2005-08-14,exp
290,290,9900,2005-08-14,exp
291,291,898,2005-08-14,exp
292,292,0,2005-08-14,exp
293,293,2610,2005-08-14,exp
294,294,10227,2005-08-14,exp
295,295,0,2005-08-14,exp
296,296,197344,2005-08-14,exp
297,297,657,2005-08-14,exp
298,298,142996,2005-08-14,exp
299,299,60788,2005-08-14,exp
300,300,0,2005-08-14,exp
301,301,98222,2005-08-14,exp
302,302,0,2005-08-14,exp
303,303,51213,2005-08-14,exp
304,304,14564,2005-08-14,exp
305,305,665,2005-08-14,exp
306,306,3220,2005-08-14,exp
307,307,23956,2005-08-14,exp
308,308,5215,2005-08-14,exp
309,309,10613,2005-08-14,exp
310,310,13801,2005-08-14,exp
311,311,3600,2005-08-14,exp
312,312,146333,2005-08-14,exp
313,313,13738,2005-08-14,exp
314,314,51040,2005-08-14,exp
315,315,52557,2005-08-14,exp
316,316,33282,2005-08-14,exp
317,317,48947,2005-08-14,exp
318,318,165,2005-08-14,exp
319,319,50955,2005-08-14,exp
320,320,-2,2005-08-14,exp
321,321,56598,2005-08-14,exp
322,322,180140,2005-08-14,exp
323,323,2441,2005-08-14,exp
324,324,18826,2005-08-14,exp
325,325,94054,2005-08-14,exp
326,326,0,2005-08-14,exp
327,327,650,2005-08-14,exp
328,328,27976,2005-08-14,exp
329,329,44665,2005-08-14,exp
330,330,102586,2005-08-14,exp
331,331,505,2005-08-14,exp
332,332,12394,2005-08-14,exp
333,333,10232,2005-08-14,exp
334,334,0,2005-08-14,exp
335,335,19089,2005-08-14,exp
336,336,146943,2005-08-14,exp
337,337,160246,2005-08-14,exp
338,338,0,2005-08-14,exp
339,339,47716,2005-08-14,exp
340,340,6531,2005-08-14,exp
341,341,92,2005-08-14,exp
342,342,6172,2005-08-14,exp
343,343,183,2005-08-14,exp
344,344,281713,2005-08-14,exp
345,345,138232,2005-08-14,exp
346,346,-707,2005-08-14,exp
347,347,4192,2005-08-14,exp
348,348,49316,2005-08-14,exp
349,349,137950,2005-08-14,exp
350,350,19012,2005-08-14,exp
351,351,20473,2005-08-14,exp
352,352,-13543,2005-08-14,exp
353,353,0,2005-08-14,exp
354,354,78102,2005-08-14,exp
355,355,18720,2005-08-14,exp
356,356,28422,2005-08-14,exp
357,357,128940,2005-08-14,exp
358,358,179206,2005-08-14,exp
359,359,77431,2005-08-14,exp
360,360,291,2005-08-14,exp
361,361,509229,2005-08-14,exp
362,362,71151,2005-08-14,exp
363,363,44741,2005-08-14,exp
364,364,0,2005-08-14,exp
365,365,300,2005-08-14,exp
366,366,1520,2005-08-14,exp
367,367,49396,2005-08-14,exp
368,368,1923,2005-08-14,exp
369,369,0,2005-08-14,exp
370,370,20010,2005-08-14,exp
371,371,0,2005-08-14,exp
372,372,2977,2005-08-14,exp
373,373,35089,2005-08-14,exp
374,374,22298,2005-08-14,exp
375,375,174590,2005-08-14,exp
376,376,20168,2005-08-14,exp
377,377,19901,2005-08-14,exp
378,378,14446,2005-08-14,exp
379,379,71906,2005-08-14,exp
380,380,15129,2005-08-14,exp
381,381,90780,2005-08-14,exp
382,382,3200,2005-08-14,exp
383,383,78372,2005-08-14,exp
384,384,3848,2005-08-14,exp
385,385,31429,2005-08-14,exp
386,386,342904,2005-08-14,exp
387,387,80000,2005-08-14,exp
388,388,65631,2005-08-14,exp
389,389,154049,2005-08-14,exp
390,390,291,2005-08-14,exp
391,391,0,2005-08-14,exp
392,392,35918,2005-08-14,exp
393,393,91989,2005-08-14,exp
394,394,17102,2005-08-14,exp
395,395,25000,2005-08-14,exp
396,396,144105,2005-08-14,exp
397,397,42653,2005-08-14,exp
398,398,0,2005-08-14,exp
399,399,106134,2005-08-14,exp
400,400,120822,2005-08-14,exp
401,401,132280,2005-08-14,exp
402,402,29091,2005-08-14,exp
403,403,2084,2005-08-14,exp
404,404,28870,2005-08-14,exp
405,405,163916,2005-08-14,exp
406,406,2690,2005-08-14,exp
407,407,21393,2005-08-14,exp
408,408,491956,2005-08-14,exp
409,409,62893,2005-08-14,exp
410,410,175646,2005-08-14,exp
411,411,28577,2005-08-14,exp
412,412,0,2005-08-14,exp
413,413,0,2005-08-14,exp
414,414,12647,2005-08-14,exp
415,415,26665,2005-08-14,exp
416,416,5000,2005-08-14,exp
417,417,14845,2005-08-14,exp
418,418,16262,2005-08-14,exp
419,419,43048,2005-08-14,exp
420,420,0,2005-08-14,exp
421,421,26354,2005-08-14,exp
422,422,167199,2005-08-14,exp
423,423,2795,2005-08-14,exp
424,424,105924,2005-08-14,exp
425,425,197967,2005-08-14,exp
426,426,0,2005-08-14,exp
427,427,12081,2005-08-14,exp
428,428,199,2005-08-14,exp
429,429,68536,2005-08-14,exp
430,430,177946,2005-08-14,exp
431,431,71732,2005-08-14,exp
432,432,299998,2005-08-14,exp
433,433,49537,2005-08-14,exp
434,434,162189,2005-08-14,exp
435,435,8485,2005-08-14,exp
436,436,233036,2005-08-14,exp
437,437,0,2005-08-14,exp
438,438,62499,2005-08-14,exp
439,439,50231,2005-08-14,exp
440,440,73281,2005-08-14,exp
441,441,350,2005-08-14,exp
442,442,85586,2005-08-14,exp
443,443,0,2005-08-14,exp
444,444,124653,2005-08-14,exp
445,445,231443,2005-08-14,exp
446,446,33304,2005-08-14,exp
447,447,107604,2005-08-14,exp
448,448,1260,2005-08-14,exp
449,449,38246,2005-08-14,exp
450,450,98007,2005-08-14,exp
451,451,0,2005-08-14,exp
452,452,458862,2005-08-14,exp
453,453,262736,2005-08-14,exp
454,454,179,2005-08-14,exp
455,455,28202,2005-08-14,exp
456,456,36549,2005-08-14,exp
457,457,69329,2005-08-14,exp
458,458,24131,2005-08-14,exp
459,459,18163,2005-08-14,exp
460,460,39883,2005-08-14,exp
461,461,151651,2005-08-14,exp
462,462,8638,2005-08-14,exp
463,463,99860,2005-08-14,exp
464,464,131255,2005-08-14,exp
465,465,0,2005-08-14,exp
466,466,206331,2005-08-14,exp
467,467,211043,2005-08-14,exp
468,468,28006,2005-08-14,exp
469,469,49677,2005-08-14,exp
470,470,3274,2005-08-14,exp
471,471,363325,2005-08-14,exp
472,472,372700,2005-08-14,exp
473,473,2790,2005-08-14,exp
474,474,30321,2005-08-14,exp
475,475,2682,2005-08-14,exp
476,476,28358,2005-08-14,exp
477,477,28527,2005-08-14,exp
478,478,68200,2005-08-14,exp
479,479,300,2005-08-14,exp
480,480,0,2005-08-14,exp
481,481,137101,2005-08-14,exp
482,482,146193,2005-08-14,exp
483,483,41799,2005-08-14,exp
484,484,73317,2005-08-14,exp
485,485,1709,2005-08-14,exp
486,486,180633,2005-08-14,exp
487,487,15111,2005-08-14,exp
488,488,91523,2005-08-14,exp
489,489,1648,2005-08-14,exp
490,490,6088,2005-08-14,exp
491,491,0,2005-08-14,exp
492,492,26622,2005-08-14,exp
493,493,100980,2005-08-14,exp
494,494,17616,2005-08-14,exp
495,495,9434,2005-08-14,exp
496,496,672,2005-08-14,exp
497,497,202961,2005-08-14,exp
498,498,20417,2005-08-14,exp
499,499,0,2005-08-14,exp
500,500,17272,2005-08-14,exp
501,501,21705,2005-08-14,exp
502,502,22474,2005-08-14,exp
503,503,227397,2005-08-14,exp
504,504,20544,2005-08-14,exp
505,505,0,2005-08-14,exp
506,506,396,2005-08-14,exp
507,507,0,2005-08-14,exp
508,508,38741,2005-08-14,exp
509,509,13207,2005-08-14,exp
510,510,0,2005-08-14,exp
511,511,1261,2005-08-14,exp
512,512,240,2005-08-14,exp
513,513,52962,2005-08-14,exp
514,514,30741,2005-08-14,exp
515,515,20259,2005-08-14,exp
516,516,53376,2005-08-14,exp
517,517,67629,2005-08-14,exp
518,518,16695,2005-08-14,exp
519,519,8558,2005-08-14,exp
520,520,97708,2005-08-14,exp
521,521,17522,2005-08-14,exp
522,522,32991,2005-08-14,exp
523,523,820,2005-08-14,exp
524,524,112133,2005-08-14,exp
525,525,69489,2005-08-14,exp
526,526,13250,2005-08-14,exp
527,527,18066,2005-08-14,exp
528,528,156839,2005-08-14,exp
529,529,-8,2005-08-14,exp
530,530,14410,2005-08-14,exp
531,531,18552,2005-08-14,exp
532,532,49187,2005-08-14,exp
533,533,6394,2005-08-14,exp
534,534,55030,2005-08-14,exp
535,535,3059,2005-08-14,exp
536,536,1675,2005-08-14,exp
537,537,337794,2005-08-14,exp
538,538,87939,2005-08-14,exp
539,539,4166,2005-08-14,exp
540,540,90905,2005-08-14,exp
541,541,0,2005-08-14,exp
542,542,0,2005-08-14,exp
543,543,28039,2005-08-14,exp
544,544,30486,2005-08-14,exp
545,545,10138,2005-08-14,exp
546,546,43220,2005-08-14,exp
547,547,-65,2005-08-14,exp
548,548,0,2005-08-14,exp
549,549,7357,2005-08-14,exp
550,550,50473,2005-08-14,exp
551,551,6068,2005-08-14,exp
552,552,0,2005-08-14,exp
553,553,51073,2005-08-14,exp
554,554,6370,2005-08-14,exp
555,555,36714,2005-08-14,exp
556,556,68187,2005-08-14,exp
557,557,5393,2005-08-14,exp
558,558,74565,2005-08-14,exp
559,559,18419,2005-08-14,exp
560,560,58472,2005-08-14,exp
561,561,12006,2005-08-14,exp
562,562,2113,2005-08-14,exp
563,563,2790,2005-08-14,exp
564,564,111201,2005-08-14,exp
565,565,155,2005-08-14,exp
566,566,8472,2005-08-14,exp
567,567,14526,2005-08-14,exp
568,568,401,2005-08-14,exp
569,569,30626,2005-08-14,exp
570,570,5706,2005-08-14,exp
571,571,8360,2005-08-14,exp
572,572,50364,2005-08-14,exp
573,573,10478,2005-08-14,exp
574,574,5156,2005-08-14,exp
575,575,4641,2005-08-14,exp
576,576,282024,2005-08-14,exp
577,577,475,2005-08-14,exp
578,578,32223,2005-08-14,exp
579,579,6015,2005-08-14,exp
580,580,2687,2005-08-14,exp
581,581,780,2005-08-14,exp
582,582,29155,2005-08-14,exp
583,583,3746,2005-08-14,exp
584,584,77954,2005-08-14,exp
585,585,50898,2005-08-14,exp
586,586,15661,2005-08-14,exp
587,587,0,2005-08-14,exp
588,588,23634,2005-08-14,exp
589,589,130931,2005-08-14,exp
590,590,23194,2005-08-14,exp
591,591,25981,2005-08-14,exp
592,592,83912,2005-08-14,exp
593,593,6018,2005-08-14,exp
594,594,45955,2005-08-14,exp
595,595,57875,2005-08-14,exp
596,596,140804,2005-08-14,exp
597,597,263368,2005-08-14,exp
598,598,0,2005-08-14,exp
599,599,75254,2005-08-14,exp
600,600,5191,2005-08-14,exp
601,601,24182,2005-08-14,exp
602,602,390,2005-08-14,exp
603,603,17927,2005-08-14,exp
604,604,28823,2005-08-14,exp
605,605,0,2005-08-14,exp
606,606,22099,2005-08-14,exp
607,607,10359,2005-08-14,exp
608,608,35428,2005-08-14,exp
609,609,9120,2005-08-14,exp
610,610,390,2005-08-14,exp
611,611,25736,2005-08-14,exp
612,612,0,2005-08-14,exp
613,613,48727,2005-08-14,exp
614,614,29541,2005-08-14,exp
615,615,117856,2005-08-14,exp
616,616,23168,2005-08-14,exp
617,617,0,2005-08-14,exp
618,618,123769,2005-08-14,exp
619,619,53235,2005-08-14,exp
620,620,79100,2005-08-14,exp
621,621,36184,2005-08-14,exp
622,622,-120,2005-08-14,exp
623,623,0,2005-08-14,exp
624,624,0,2005-08-14,exp
625,625,0,2005-08-14,exp
626,626,13888,2005-08-14,exp
627,627,55274,2005-08-14,exp
628,628,660,2005-08-14,exp
629,629,28960,2005-08-14,exp
630,630,7182,2005-08-14,exp
631,631,0,2005-08-14,exp
632,632,28056,2005-08-14,exp
633,633,16442,2005-08-14,exp
634,634,0,2005-08-14,exp
635,635,35758,2005-08-14,exp
636,636,228,2005-08-14,exp
637,637,6629,2005-08-14,exp
638,638,21520,2005-08-14,exp
639,639,1981,2005-08-14,exp
640,640,58132,2005-08-14,exp
641,641,148432,2005-08-14,exp
642,642,50456,2005-08-14,exp
643,643,50486,2005-08-14,exp
644,644,239025,2005-08-14,exp
645,645,19433,2005-08-14,exp
646,646,147280,2005-08-14,exp
647,647,35320,2005-08-14,exp
648,648,77303,2005-08-14,exp
649,649,181779,2005-08-14,exp
650,650,20795,2005-08-14,exp
651,651,0,2005-08-14,exp
652,652,7500,2005-08-14,exp
653,653,20179,2005-08-14,exp
654,654,-200,2005-08-14,exp
655,655,9131,2005-08-14,exp
656,656,3557,2005-08-14,exp
657,657,15614,2005-08-14,exp
658,658,48666,2005-08-14,exp
659,659,38091,2005-08-14,exp
660,660,298,2005-08-14,exp
661,661,8106,2005-08-14,exp
662,662,44925,2005-08-14,exp
663,663,40000,2005-08-14,exp
664,664,5960,2005-08-14,exp
665,665,25417,2005-08-14,exp
666,666,129385,2005-08-14,exp
667,667,62711,2005-08-14,exp
668,668,25538,2005-08-14,exp
669,669,102698,2005-08-14,exp
670,670,7511,2005-08-14,exp
671,671,32326,2005-08-14,exp
672,672,14183,2005-08-14,exp
673,673,82342,2005-08-14,exp
674,674,2400,2005-08-14,exp
675,675,99672,2005-08-14,exp
676,676,63164,2005-08-14,exp
677,677,156765,2005-08-14,exp
678,678,122129,2005-08-14,exp
679,679,1083,2005-08-14,exp
680,680,17013,2005-08-14,exp
681,681,20787,2005-08-14,exp
682,682,0,2005-08-14,exp
683,683,5432,2005-08-14,exp
684,684,108955,2005-08-14,exp
685,685,241167,2005-08-14,exp
686,686,-32,2005-08-14,exp
687,687,0,2005-08-14,exp
688,688,166202,2005-08-14,exp
689,689,125616,2005-08-14,exp
690,690,51872,2005-08-14,exp
691,691,72227,2005-08-14,exp
692,692,780,2005-08-14,exp
693,693,156955,2005-08-14,exp
694,694,59529,2005-08-14,exp
695,695,498,2005-08-14,exp
696,696,0,2005-08-14,exp
697,697,28539,2005-08-14,exp
698,698,7500,2005-08-14,exp
699,699,41302,2005-08-14,exp
700,700,43280,2005-08-14,exp
701,701,8235,2005-08-14,exp
702,702,105,2005-08-14,exp
703,703,9778,2005-08-14,exp
704,704,51424,2005-08-14,exp
705,705,26518,2005-08-14,exp
706,706,16392,2005-08-14,exp
707,707,59011,2005-08-14,exp
708,708,11806,2005-08-14,exp
709,709,7279,2005-08-14,exp
710,710,17497,2005-08-14,exp
711,711,18249,2005-08-14,exp
712,712,25023,2005-08-14,exp
713,713,14249,2005-08-14,exp
714,714,1690,2005-08-14,exp
715,715,767,2005-08-14,exp
716,716,32275,2005-08-14,exp
717,717,80337,2005-08-14,exp
718,718,68943,2005-08-14,exp
719,719,0,2005-08-14,exp
720,720,41885,2005-08-14,exp
721,721,28459,2005-08-14,exp
722,722,9649,2005-08-14,exp
723,723,3338,2005-08-14,exp
724,724,13920,2005-08-14,exp
725,725,27210,2005-08-14,exp
726,726,8416,2005-08-14,exp
727,727,4462,2005-08-14,exp
728,728,2568,2005-08-14,exp
729,729,133957,2005-08-14,exp
730,730,255,2005-08-14,exp
731,731,11029,2005-08-14,exp
732,732,156104,2005-08-14,exp
733,733,639,2005-08-14,exp
734,734,316,2005-08-14,exp
735,735,41050,2005-08-14,exp
736,736,-1041,2005-08-14,exp
737,737,101886,2005-08-14,exp
738,738,126606,2005-08-14,exp
739,739,94766,2005-08-14,exp
740,740,19258,2005-08-14,exp
741,741,79574,2005-08-14,exp
742,742,2001,2005-08-14,exp
743,743,57950,2005-08-14,exp
744,744,43257,2005-08-14,exp
745,745,28592,2005-08-14,exp
746,746,22957,2005-08-14,exp
747,747,11877,2005-08-14,exp
748,748,275303,2005-08-14,exp
749,749,390,2005-08-14,exp
750,750,37102,2005-08-14,exp
751,751,0,2005-08-14,exp
752,752,87334,2005-08-14,exp
753,753,46787,2005-08-14,exp
754,754,43976,2005-08-14,exp
755,755,1593,2005-08-14,exp
756,756,112499,2005-08-14,exp
757,757,6030,2005-08-14,exp
758,758,10152,2005-08-14,exp
759,759,21330,2005-08-14,exp
760,760,31181,2005-08-14,exp
761,761,43360,2005-08-14,exp
762,762,0,2005-08-14,exp
763,763,67650,2005-08-14,exp
764,764,3123,2005-08-14,exp
765,765,233838,2005-08-14,exp
766,766,2116,2005-08-14,exp
767,767,46070,2005-08-14,exp
768,768,3738,2005-08-14,exp
769,769,0,2005-08-14,exp
770,770,4261,2005-08-14,exp
771,771,15206,2005-08-14,exp
772,772,316,2005-08-14,exp
773,773,9535,2005-08-14,exp
774,774,116110,2005-08-14,exp
775,775,5180,2005-08-14,exp
776,776,21657,2005-08-14,exp
777,777,16164,2005-08-14,exp
778,778,1261,2005-08-14,exp
779,779,49223,2005-08-14,exp
780,780,0,2005-08-14,exp
781,781,44563,2005-08-14,exp
782,782,3003,2005-08-14,exp
783,783,81493,2005-08-14,exp
784,784,0,2005-08-14,exp
785,785,73526,2005-08-14,exp
786,786,22150,2005-08-14,exp
787,787,328,2005-08-14,exp
788,788,191,2005-08-14,exp
789,789,12287,2005-08-14,exp
790,790,57833,2005-08-14,exp
791,791,26480,2005-08-14,exp
792,792,273,2005-08-14,exp
793,793,5369,2005-08-14,exp
794,794,-288,2005-08-14,exp
795,795,48317,2005-08-14,exp
796,796,74352,2005-08-14,exp
797,797,0,2005-08-14,exp
798,798,9549,2005-08-14,exp
799,799,17949,2005-08-14,exp
800,800,35754,2005-08-14,exp
801,801,12695,2005-08-14,exp
802,802,20005,2005-08-14,exp
803,803,780,2005-08-14,exp
804,804,6666,2005-08-14,exp
805,805,6244,2005-08-14,exp
806,806,25001,2005-08-14,exp
807,807,6858,2005-08-14,exp
808,808,18873,2005-08-14,exp
809,809,32129,2005-08-14,exp
810,810,38433,2005-08-14,exp
811,811,76446,2005-08-14,exp
812,812,102345,2005-08-14,exp
813,813,0,2005-08-14,exp
814,814,21333,2005-08-14,exp
815,815,67405,2005-08-14,exp
816,816,228963,2005-08-14,exp
817,817,51384,2005-08-14,exp
818,818,507,2005-08-14,exp
819,819,2605,2005-08-14,exp
820,820,4116,2005-08-14,exp
821,821,0,2005-08-14,exp
822,822,48082,2005-08-14,exp
823,823,58255,2005-08-14,exp
824,824,20400,2005-08-14,exp
825,825,11471,2005-08-14,exp
826,826,7042,2005-08-14,exp
827,827,26372,2005-08-14,exp
828,828,8158,2005-08-14,exp
829,829,199602,2005-08-14,exp
830,830,4696,2005-08-14,exp
