tid,account,amount,date,type
477,477,50893,2005-09-14,exp
478,478,66759,2005-09-14,exp
479,479,600,2005-09-14,exp
480,480,0,2005-09-14,exp
481,481,44930,2005-09-14,exp
482,482,131367,2005-09-14,exp
483,483,41264,2005-09-14,exp
484,484,77604,2005-09-14,exp
485,485,2491,2005-09-14,exp
486,486,177554,2005-09-14,exp
487,487,6865,2005-09-14,exp
488,488,93768,2005-09-14,exp
489,489,396,2005-09-14,exp
490,490,16426,2005-09-14,exp
491,491,573,2005-09-14,exp
492,492,28703,2005-09-14,exp
493,493,98560,2005-09-14,exp
494,494,28304,2005-09-14,exp
495,495,8574,2005-09-14,exp
496,496,508,2005-09-14,exp
497,497,203183,2005-09-14,exp
498,498,16440,2005-09-14,exp
499,499,66,2005-09-14,exp
500,500,15912,2005-09-14,exp
501,501,20344,2005-09-14,exp
502,502,23132,2005-09-14,exp
503,503,221590,2005-09-14,exp
504,504,19161,2005-09-14,exp
505,505,0,2005-09-14,exp
506,506,396,2005-09-14,exp
507,507,3959,2005-09-14,exp
508,508,42238,2005-09-14,exp
509,509,21507,2005-09-14,exp
510,510,884,2005-09-14,exp
511,511,1261,2005-09-14,exp
512,512,240,2005-09-14,exp
513,513,20223,2005-09-14,exp
514,514,29509,2005-09-14,exp
515,515,18355,2005-09-14,exp
516,516,94265,2005-09-14,exp
517,517,68739,2005-09-14,exp
518,518,13917,2005-09-14,exp
519,519,10250,2005-09-14,exp
520,520,93844,2005-09-14,exp
521,521,16496,2005-09-14,exp
522,522,-58,2005-09-14,exp
523,523,1210,2005-09-14,exp
524,524,111496,2005-09-14,exp
525,525,67374,2005-09-14,exp
526,526,1692,2005-09-14,exp
527,527,18649,2005-09-14,exp
528,528,160837,2005-09-14,exp
529,529,-8,2005-09-14,exp
530,530,18763,2005-09-14,exp
531,531,34549,2005-09-14,exp
532,532,97538,2005-09-14,exp
533,533,4073,2005-09-14,exp
534,534,53849,2005-09-14,exp
535,535,2411,2005-09-14,exp
536,536,480,2005-09-14,exp
537,537,330759,2005-09-14,exp
538,538,92007,2005-09-14,exp
539,539,3257,2005-09-14,exp
540,540,92638,2005-09-14,exp
541,541,399,2005-09-14,exp
542,542,0,2005-09-14,exp
543,543,28778,2005-09-14,exp
544,544,30092,2005-09-14,exp
545,545,12339,2005-09-14,exp
546,546,50620,2005-09-14,exp
547,547,-65,2005-09-14,exp
548,548,0,2005-09-14,exp
549,549,2403,2005-09-14,exp
550,550,52437,2005-09-14,exp
551,551,4657,2005-09-14,exp
552,552,28204,2005-09-14,exp
553,553,50715,2005-09-14,exp
554,554,0,2005-09-14,exp
555,555,35285,2005-09-14,exp
556,556,37850,2005-09-14,exp
557,557,5233,2005-09-14,exp
558,558,65299,2005-09-14,exp
559,559,17208,2005-09-14,exp
560,560,57192,2005-09-14,exp
561,561,5780,2005-09-14,exp
562,562,640,2005-09-14,exp
563,563,631,2005-09-14,exp
564,564,108351,2005-09-14,exp
565,565,834,2005-09-14,exp
566,566,7244,2005-09-14,exp
567,567,13141,2005-09-14,exp
568,568,7071,2005-09-14,exp
569,569,35429,2005-09-14,exp
570,570,18751,2005-09-14,exp
571,571,55788,2005-09-14,exp
572,572,49809,2005-09-14,exp
573,573,10900,2005-09-14,exp
574,574,3128,2005-09-14,exp
575,575,3367,2005-09-14,exp
576,576,279610,2005-09-14,exp
577,577,475,2005-09-14,exp
578,578,5994,2005-09-14,exp
579,579,5197,2005-09-14,exp
580,580,7797,2005-09-14,exp
581,581,0,2005-09-14,exp
582,582,35785,2005-09-14,exp
583,583,1433,2005-09-14,exp
584,584,77766,2005-09-14,exp
585,585,50300,2005-09-14,exp
586,586,14603,2005-09-14,exp
587,587,0,2005-09-14,exp
588,588,8817,2005-09-14,exp
589,589,131575,2005-09-14,exp
590,590,5841,2005-09-14,exp
591,591,30341,2005-09-14,exp
592,592,83255,2005-09-14,exp
593,593,34976,2005-09-14,exp
594,594,48747,2005-09-14,exp
595,595,56700,2005-09-14,exp
596,596,144678,2005-09-14,exp
597,597,268112,2005-09-14,exp
598,598,0,2005-09-14,exp
599,599,79243,2005-09-14,exp
600,600,-475,2005-09-14,exp
601,601,23396,2005-09-14,exp
602,602,390,2005-09-14,exp
603,603,17862,2005-09-14,exp
604,604,26450,2005-09-14,exp
605,605,0,2005-09-14,exp
606,606,22746,2005-09-14,exp
607,607,9214,2005-09-14,exp
608,608,40882,2005-09-14,exp
609,609,3996,2005-09-14,exp
610,610,390,2005-09-14,exp
611,611,44177,2005-09-14,exp
612,612,3280,2005-09-14,exp
613,613,48226,2005-09-14,exp
614,614,36650,2005-09-14,exp
615,615,115049,2005-09-14,exp
616,616,21724,2005-09-14,exp
617,617,0,2005-09-14,exp
618,618,137807,2005-09-14,exp
619,619,58839,2005-09-14,exp
620,620,80833,2005-09-14,exp
621,621,36146,2005-09-14,exp
622,622,340,2005-09-14,exp
623,623,7624,2005-09-14,exp
624,624,0,2005-09-14,exp
625,625,491,2005-09-14,exp
626,626,13168,2005-09-14,exp
627,627,60040,2005-09-14,exp
628,628,660,2005-09-14,exp
629,629,29434,2005-09-14,exp
630,630,4430,2005-09-14,exp
631,631,1440,2005-09-14,exp
632,632,26795,2005-09-14,exp
633,633,16591,2005-09-14,exp
634,634,0,2005-09-14,exp
635,635,46486,2005-09-14,exp
636,636,550,2005-09-14,exp
637,637,5630,2005-09-14,exp
638,638,21986,2005-09-14,exp
639,639,60125,2005-09-14,exp
640,640,56364,2005-09-14,exp
641,641,148363,2005-09-14,exp
642,642,100143,2005-09-14,exp
643,643,46255,2005-09-14,exp
644,644,276436,2005-09-14,exp
645,645,29493,2005-09-14,exp
646,646,214450,2005-09-14,exp
647,647,35369,2005-09-14,exp
648,648,77615,2005-09-14,exp
649,649,186149,2005-09-14,exp
650,650,21075,2005-09-14,exp
651,651,0,2005-09-14,exp
652,652,14348,2005-09-14,exp
653,653,20137,2005-09-14,exp
654,654,-200,2005-09-14,exp
655,655,8177,2005-09-14,exp
656,656,2082,2005-09-14,exp
657,657,13820,2005-09-14,exp
658,658,46923,2005-09-14,exp
659,659,53261,2005-09-14,exp
660,660,427,2005-09-14,exp
661,661,14150,2005-09-14,exp
662,662,42856,2005-09-14,exp
663,663,1034,2005-09-14,exp
664,664,5137,2005-09-14,exp
665,665,24114,2005-09-14,exp
666,666,130067,2005-09-14,exp
667,667,61611,2005-09-14,exp
668,668,25078,2005-09-14,exp
669,669,97002,2005-09-14,exp
670,670,5766,2005-09-14,exp
671,671,99568,2005-09-14,exp
672,672,12857,2005-09-14,exp
673,673,96193,2005-09-14,exp
674,674,2400,2005-09-14,exp
675,675,97797,2005-09-14,exp
676,676,64762,2005-09-14,exp
677,677,145613,2005-09-14,exp
678,678,71989,2005-09-14,exp
679,679,3345,2005-09-14,exp
680,680,29033,2005-09-14,exp
681,681,26650,2005-09-14,exp
682,682,0,2005-09-14,exp
683,683,4259,2005-09-14,exp
684,684,106468,2005-09-14,exp
685,685,247276,2005-09-14,exp
686,686,1548,2005-09-14,exp
687,687,780,2005-09-14,exp
688,688,162671,2005-09-14,exp
689,689,123049,2005-09-14,exp
690,690,51372,2005-09-14,exp
691,691,60015,2005-09-14,exp
692,692,1170,2005-09-14,exp
693,693,159398,2005-09-14,exp
694,694,55664,2005-09-14,exp
695,695,43528,2005-09-14,exp
696,696,0,2005-09-14,exp
697,697,27966,2005-09-14,exp
698,698,8792,2005-09-14,exp
699,699,28026,2005-09-14,exp
700,700,43610,2005-09-14,exp
701,701,0,2005-09-14,exp
702,702,5780,2005-09-14,exp
703,703,8109,2005-09-14,exp
704,704,52515,2005-09-14,exp
705,705,22582,2005-09-14,exp
706,706,15448,2005-09-14,exp
707,707,58102,2005-09-14,exp
708,708,12289,2005-09-14,exp
709,709,10476,2005-09-14,exp
710,710,16326,2005-09-14,exp
711,711,17681,2005-09-14,exp
712,712,47912,2005-09-14,exp
713,713,18886,2005-09-14,exp
714,714,0,2005-09-14,exp
715,715,203,2005-09-14,exp
716,716,34962,2005-09-14,exp
717,717,80964,2005-09-14,exp
718,718,69418,2005-09-14,exp
719,719,0,2005-09-14,exp
720,720,45174,2005-09-14,exp
721,721,23892,2005-09-14,exp
722,722,7960,2005-09-14,exp
723,723,0,2005-09-14,exp
724,724,9192,2005-09-14,exp
725,725,25935,2005-09-14,exp
726,726,7139,2005-09-14,exp
727,727,12865,2005-09-14,exp
728,728,-14,2005-09-14,exp
729,729,49549,2005-09-14,exp
730,730,546,2005-09-14,exp
731,731,9935,2005-09-14,exp
732,732,152856,2005-09-14,exp
733,733,1278,2005-09-14,exp
734,734,316,2005-09-14,exp
735,735,46132,2005-09-14,exp
736,736,27345,2005-09-14,exp
737,737,101593,2005-09-14,exp
738,738,142764,2005-09-14,exp
739,739,92849,2005-09-14,exp
740,740,17330,2005-09-14,exp
741,741,109863,2005-09-14,exp
742,742,1064,2005-09-14,exp
743,743,56764,2005-09-14,exp
744,744,43048,2005-09-14,exp
745,745,29484,2005-09-14,exp
746,746,21310,2005-09-14,exp
747,747,10821,2005-09-14,exp
748,748,280823,2005-09-14,exp
749,749,390,2005-09-14,exp
750,750,37647,2005-09-14,exp
751,751,0,2005-09-14,exp
752,752,84710,2005-09-14,exp
753,753,48036,2005-09-14,exp
754,754,43346,2005-09-14,exp
755,755,873,2005-09-14,exp
756,756,110163,2005-09-14,exp
757,757,4113,2005-09-14,exp
758,758,9636,2005-09-14,exp
759,759,25103,2005-09-14,exp
760,760,31319,2005-09-14,exp
761,761,43343,2005-09-14,exp
762,762,197,2005-09-14,exp
763,763,7967,2005-09-14,exp
764,764,19450,2005-09-14,exp
765,765,240878,2005-09-14,exp
766,766,2115,2005-09-14,exp
767,767,81665,2005-09-14,exp
768,768,11442,2005-09-14,exp
769,769,158,2005-09-14,exp
770,770,2257,2005-09-14,exp
771,771,10733,2005-09-14,exp
772,772,316,2005-09-14,exp
773,773,11026,2005-09-14,exp
774,774,113869,2005-09-14,exp
775,775,7363,2005-09-14,exp
776,776,29649,2005-09-14,exp
777,777,12716,2005-09-14,exp
778,778,1438,2005-09-14,exp
779,779,47858,2005-09-14,exp
780,780,0,2005-09-14,exp
781,781,40732,2005-09-14,exp
782,782,819,2005-09-14,exp
783,783,79580,2005-09-14,exp
784,784,0,2005-09-14,exp
785,785,87764,2005-09-14,exp
786,786,31421,2005-09-14,exp
787,787,929,2005-09-14,exp
788,788,2648,2005-09-14,exp
789,789,11894,2005-09-14,exp
790,790,55064,2005-09-14,exp
791,791,25382,2005-09-14,exp
792,792,-54,2005-09-14,exp
793,793,5335,2005-09-14,exp
794,794,-288,2005-09-14,exp
795,795,46750,2005-09-14,exp
796,796,97062,2005-09-14,exp
797,797,0,2005-09-14,exp
798,798,13801,2005-09-14,exp
799,799,15355,2005-09-14,exp
800,800,37148,2005-09-14,exp
801,801,385,2005-09-14,exp
802,802,20610,2005-09-14,exp
803,803,2000,2005-09-14,exp
804,804,6666,2005-09-14,exp
805,805,31037,2005-09-14,exp
806,806,25239,2005-09-14,exp
807,807,998,2005-09-14,exp
808,808,16754,2005-09-14,exp
809,809,31061,2005-09-14,exp
810,810,2694,2005-09-14,exp
811,811,70096,2005-09-14,exp
812,812,99259,2005-09-14,exp
813,813,0,2005-09-14,exp
814,814,24921,2005-09-14,exp
815,815,66055,2005-09-14,exp
816,816,213738,2005-09-14,exp
817,817,54968,2005-09-14,exp
818,818,4101,2005-09-14,exp
819,819,2605,2005-09-14,exp
820,820,15380,2005-09-14,exp
821,821,780,2005-09-14,exp
822,822,48861,2005-09-14,exp
823,823,55336,2005-09-14,exp
824,824,20243,2005-09-14,exp
825,825,11058,2005-09-14,exp
826,826,0,2005-09-14,exp
827,827,27087,2005-09-14,exp
828,828,8755,2005-09-14,exp
829,829,3035,2005-09-14,exp
