account,balance_limit,sex,education,marriage,age,total_bill,total_payment,repayment,default
83,60000,1,3,2,30,117242,3769,0,1
84,400000,2,2,1,44,569357,12053,0,0
85,50000,2,3,2,49,128590,4376,0,0
86,160000,1,2,2,33,536985,97347,0,0
87,360000,2,1,1,45,3120,1170,-1,1
88,160000,2,2,2,32,27797,7069,0,0
89,130000,2,1,1,35,145221,16705,0,0
90,20000,1,3,2,44,52726,6151,2,0
91,200000,1,1,1,53,723987,26500,2,1
92,280000,2,1,2,39,7836,3968,-1,0
93,100000,2,1,2,27,5555,0,-2,0
94,160000,2,2,1,37,3282,9416,-1,0
95,60000,2,2,2,23,152191,4324,0,0
96,90000,1,2,2,35,270991,8135,0,0
97,360000,1,1,1,43,54493,112274,-1,0
98,150000,1,1,2,27,393402,19810,0,0
99,50000,2,3,1,22,65072,2372,0,0
100,20000,1,2,1,38,75244,3986,0,1
101,140000,1,1,2,32,13007,2795,-2,0
102,380000,2,1,2,30,132683,41796,-2,0
103,480000,1,1,1,63,2338946,114893,0,0
104,50000,2,3,2,22,160668,5103,0,1
105,60000,2,2,2,26,285353,13517,2,0
106,70000,2,2,2,24,26529,28529,-1,0
107,80000,2,2,1,36,11757,9933,-1,0
108,350000,1,1,2,52,10274,13013,-1,0
109,130000,1,2,2,38,509500,276860,0,0
110,360000,1,2,1,35,-515,0,-2,0
111,330000,2,1,1,31,533701,23487,0,0
112,50000,1,3,1,47,79895,5000,0,0
113,280000,1,2,1,41,719335,34104,2,0
114,100000,2,1,2,24,283058,15866,0,0
115,50000,1,2,2,41,100095,4131,0,0
116,30000,1,1,2,24,99461,6312,2,1
117,240000,1,1,2,28,7130,7330,-1,0
118,80000,1,2,2,26,84993,5700,0,1
119,400000,1,2,1,34,52168,48214,-1,0
120,240000,2,2,2,38,159449,9073,0,0
121,50000,1,3,2,37,244241,9235,2,1
122,450000,1,1,1,40,0,0,-2,1
123,110000,2,1,1,48,0,0,-2,0
124,310000,2,2,1,35,1321547,40954,0,1
125,20000,1,1,2,27,92985,2904,0,0
126,20000,1,2,2,23,0,0,-2,0
127,200000,1,3,2,52,507534,18488,0,0
128,180000,1,1,1,36,505146,10116,0,1
129,50000,1,2,1,51,27201,5200,0,1
130,60000,1,3,1,55,203604,5007,2,0
131,30000,2,1,2,23,28776,26241,-2,0
132,240000,1,1,2,41,11184,6322,-1,0
133,420000,1,2,1,34,1096457,43565,0,0
134,330000,1,3,1,46,1141928,40886,0,0
135,30000,2,2,2,22,95030,3460,0,0
136,240000,1,2,1,34,67034,3127,0,0
137,150000,1,1,2,27,123385,17500,0,0
138,210000,2,2,1,33,36090,5546,0,0
139,50000,2,3,1,51,6180,5880,-1,1
140,50000,1,1,2,24,157529,6600,0,0
141,240000,1,1,2,47,0,0,-2,1
142,180000,1,2,2,28,1996,5580,-1,0
143,50000,1,2,2,23,89356,12500,2,0
144,170000,1,2,2,29,55829,55846,-2,0
145,20000,1,1,2,29,25311,8055,-1,0
146,50000,1,1,2,28,43185,6183,0,0
147,170000,2,2,2,27,85743,2091,0,1
148,200000,1,1,2,34,597037,79000,2,0
149,80000,2,2,1,23,52782,2471,2,0
150,260000,2,1,1,60,22138,24469,-2,0
151,140000,1,2,1,32,324696,12812,0,0
152,80000,1,1,2,25,214084,33000,0,0
153,350000,1,1,2,41,4536,1630,-1,0
154,280000,2,2,1,56,762846,125158,0,0
155,30000,2,3,2,26,61058,7000,0,0
156,140000,1,1,1,34,199036,30389,0,0
157,200000,2,1,2,37,469987,18560,0,0
158,200000,2,3,2,30,822129,30488,0,0
159,210000,1,3,1,45,689666,54790,3,1
160,50000,1,3,1,57,67030,3800,2,0
161,30000,1,1,2,41,138239,4650,2,0
162,50000,1,2,2,27,3006,2250,-1,0
163,290000,1,3,1,47,2403,1980,-1,0
164,250000,2,1,1,34,777719,21856,0,0
165,60000,2,2,1,46,129156,7000,0,0
166,110000,2,1,2,27,437699,15600,0,0
167,370000,1,1,2,50,56977,46561,-2,0
168,100000,1,2,1,27,207740,52740,2,0
169,90000,2,2,1,35,400839,21152,0,0
170,50000,2,2,2,22,143319,5285,0,0
171,270000,1,2,2,37,142514,14000,0,0
172,300000,2,1,2,30,11092,8558,-1,0
173,50000,2,2,2,22,45220,16149,0,0
174,50000,2,1,2,24,-10860,0,-2,1
175,360000,1,1,2,29,77,77,-2,0
176,130000,1,3,1,56,345958,11500,2,1
177,80000,1,1,2,30,9437,5500,-1,0
178,50000,1,2,2,30,171623,6500,2,0
179,20000,2,2,2,22,67913,5701,0,0
180,80000,2,2,1,29,245676,3000,0,0
181,240000,1,1,2,37,106049,69191,-1,0
182,80000,2,3,2,35,79879,16500,-1,0
183,500000,2,1,1,47,522821,152540,0,0
184,60000,2,2,1,24,164419,8337,0,1
185,20000,1,2,2,25,40262,4153,0,0
186,100000,2,2,1,38,77868,5600,2,1
187,360000,2,1,2,32,160930,142201,-1,0
188,200000,2,3,2,47,983146,27770,2,1
189,130000,2,2,1,34,57742,12001,-1,0
190,20000,2,2,2,31,104089,1760,5,0
191,310000,1,1,2,32,293839,30399,0,0
192,60000,2,1,2,27,110393,5410,0,1
193,180000,2,1,2,29,34468,22682,-1,0
194,180000,2,1,2,24,53569,200,-1,0
195,50000,1,2,1,36,37080,24511,0,0
196,50000,2,1,2,24,192593,6232,2,1
197,150000,2,2,1,34,1616,1616,-2,0
198,20000,2,1,2,22,84958,23266,0,0
199,500000,2,1,1,34,6045,21723,-2,0
200,30000,2,3,2,22,88844,1903,2,1
201,180000,2,1,1,38,0,0,-2,0
202,140000,1,1,2,31,103749,13300,0,0
203,140000,2,1,2,26,50812,39839,0,0
204,120000,1,2,2,26,581580,24152,0,0
205,360000,2,2,1,48,976349,28400,0,0
206,20000,1,3,1,43,98714,9179,-1,0
207,100000,1,1,1,47,2643,3550,-1,0
208,210000,2,2,1,41,6569,5402,-1,1
209,80000,2,2,2,24,309782,10638,0,1
210,330000,2,1,1,50,10590,6523,-1,0
211,220000,1,1,2,24,314372,98985,0,0
212,210000,2,1,1,38,2384,11877,-2,1
213,40000,2,3,1,43,177688,6704,0,0
214,30000,1,2,2,39,75256,5457,0,0
215,470000,1,2,2,27,1706245,42690,2,0
216,30000,1,3,1,42,3120,2100,-1,0
217,240000,2,2,1,36,-4730,0,-2,1
218,80000,1,2,2,36,391531,16400,0,0
219,110000,2,3,0,31,363858,22954,0,0
220,310000,2,1,2,38,4668,126,-1,0
221,360000,2,1,1,40,580398,20100,2,1
222,330000,2,3,2,45,1670222,60835,0,0
223,300000,2,2,2,35,1139696,62563,0,0
224,320000,2,2,2,33,345615,31824,0,0
225,50000,2,3,2,37,191342,34317,3,1
226,170000,2,1,2,28,641732,42019,0,0
227,350000,1,3,1,44,5119,2433,-1,0
228,20000,1,2,1,37,92006,5955,0,0
229,50000,1,2,2,23,152743,6673,0,1
230,20000,2,3,2,24,44758,5133,2,0
231,50000,2,1,2,24,97846,4642,0,0
232,20000,1,2,2,23,74421,13200,2,1
233,50000,1,2,1,26,94748,51938,0,0
234,190000,1,2,2,34,698257,29887,0,1
235,60000,2,2,1,33,117591,4429,0,0
236,80000,1,1,2,35,33864,32310,-1,0
237,150000,2,2,2,27,272378,8125,0,0
238,210000,2,1,2,31,16690,19989,-2,0
239,240000,2,3,1,50,1079022,40881,0,1
240,140000,2,2,3,41,96508,10597,0,1
241,60000,2,1,2,28,22935,2285,2,0
242,50000,1,1,2,39,194070,11000,0,0
243,50000,2,2,2,27,142579,6150,0,0
244,180000,2,1,2,32,11495,2997,-1,0
245,30000,2,1,2,40,471,240,-1,0
246,20000,2,2,2,40,60073,4317,0,0
247,250000,2,2,1,75,10543,10096,-1,0
248,100000,2,2,2,27,158731,6472,0,0
249,330000,1,1,2,25,209865,12726,0,0
250,50000,1,3,1,46,82158,5466,0,0
251,50000,2,2,2,26,189995,8352,2,0
252,30000,1,2,2,28,105918,3050,0,0
253,140000,2,2,2,26,529888,19675,0,1
254,160000,2,1,2,28,267148,125269,0,0
255,400000,2,2,2,29,14498,11698,0,0
256,50000,1,2,1,25,145853,5277,0,0
257,140000,2,2,1,48,25941,26268,-1,0
258,160000,2,2,1,33,74192,66208,-1,0
259,100000,2,3,1,43,0,0,0,0
260,220000,1,1,1,48,919060,32020,0,1
261,510000,2,1,2,29,434880,120460,0,0
262,50000,1,2,2,29,152925,14910,0,0
263,160000,2,1,1,38,58804,39478,-1,0
264,230000,2,1,2,37,51452,637,-2,0
265,80000,2,1,2,37,24939,28699,-1,0
266,150000,2,2,1,25,948,1264,-1,0
267,10000,1,3,2,23,45162,2798,0,0
268,130000,2,3,2,49,268778,5886,0,1
269,40000,2,1,2,48,173104,7600,0,0
270,50000,1,2,2,27,60023,4931,2,1
271,100000,1,3,2,32,110206,7651,0,0
272,120000,1,1,1,34,3332,1800,2,0
273,260000,2,1,2,58,0,0,-2,1
274,200000,2,2,2,33,69618,9522,0,0
275,360000,2,2,2,28,0,0,-2,1
276,70000,2,2,2,36,197054,23764,0,0
277,460000,1,1,1,40,27868,25199,-1,1
278,50000,2,1,2,26,1580,1580,-1,0
279,50000,1,3,1,33,160932,4997,0,0
280,250000,2,2,1,31,500902,22900,0,0
281,30000,2,1,2,27,4936,2164,0,0
282,270000,1,2,1,44,359051,134151,0,0
283,180000,2,3,2,30,596276,19470,0,0
284,100000,2,1,2,28,269688,16025,0,0
285,230000,2,3,1,32,472391,24000,0,0
286,210000,2,1,1,46,100693,78484,-1,0
287,210000,1,1,2,38,298468,10528,0,0
288,440000,2,2,1,46,647538,21136,0,0
289,100000,2,2,2,25,332742,9738,0,1
290,240000,2,2,1,46,47346,5000,0,0
291,280000,1,1,2,33,-337157,346841,-1,1
292,50000,2,2,2,22,0,0,-2,1
293,30000,1,2,1,43,11272,900,2,0
294,10000,1,2,2,27,49833,1963,0,1
295,130000,1,1,2,29,0,1500,-2,0
296,200000,1,1,2,31,784605,27425,0,0
297,120000,2,2,1,29,6079,8058,-1,0
298,210000,2,2,1,36,715223,26226,0,0
299,280000,2,1,1,36,214657,8963,0,0
300,300000,1,1,2,34,45400,32799,-2,1
301,100000,1,2,2,37,363642,11813,0,0
302,440000,2,1,2,36,0,162000,-2,0
303,50000,2,3,1,40,104360,5206,0,0
304,20000,2,1,2,25,86479,8700,0,1
305,200000,2,1,2,27,17365,12262,-1,0
306,110000,2,2,2,26,12428,8904,-2,0
307,500000,2,2,1,36,37046,13090,-1,0
308,300000,2,2,1,27,5215,0,-1,0
309,30000,1,3,1,55,63143,7700,2,1
310,60000,2,1,2,27,45065,33302,-1,0
311,400000,2,2,1,38,17456,18153,0,0
312,180000,2,2,1,34,684365,25000,0,0
313,20000,1,1,2,40,68113,7600,0,0
314,200000,2,3,1,49,280608,16286,2,1
315,100000,1,1,2,27,138769,3240,0,0
316,60000,1,2,2,23,122025,6043,0,1
317,110000,2,2,2,36,255998,11300,0,0
318,260000,2,3,1,53,2025,2319,-1,0
319,50000,2,3,1,46,164994,3618,2,0
320,180000,1,2,2,29,-10,0,-2,0
321,110000,1,2,2,29,252984,7854,2,1
322,340000,2,1,2,27,750957,69042,0,0
323,50000,1,2,2,24,30251,9949,0,0
324,230000,2,2,1,28,28966,10040,0,1
325,360000,2,2,2,32,482380,47000,0,0
326,210000,1,2,2,43,160699,52013,-2,0
327,220000,2,2,1,41,2725,1600,2,1
328,60000,2,2,1,34,145184,6311,2,1
329,340000,1,2,1,55,87170,119721,-1,0
330,150000,1,1,1,40,524200,20500,2,0
331,200000,2,2,1,37,47569,50400,-1,1
332,130000,2,2,2,40,56955,4200,0,1
333,60000,2,1,2,28,85726,30696,2,0
334,400000,2,2,1,43,79988,79988,-2,0
335,20000,1,1,2,27,96176,4180,0,0
336,190000,2,1,2,28,769411,31041,0,0
337,260000,2,1,2,30,796218,34000,0,0
338,140000,2,2,2,31,0,0,-2,0
339,50000,2,2,1,31,187568,8633,0,1
340,120000,2,1,2,34,16104,13304,-1,0
341,240000,2,2,2,30,276,2067,-2,0
342,50000,1,2,2,36,12931,2178,0,0
343,200000,2,1,2,29,74276,31055,2,0
344,180000,1,1,1,39,646071,273903,0,0
345,180000,2,1,2,26,589444,21270,0,0
346,160000,2,1,2,29,6735,24500,-1,0
347,100000,2,2,2,26,17853,9764,-1,0
348,50000,2,2,2,29,226378,10000,0,1
349,140000,2,2,2,31,701805,27900,0,0
350,30000,2,2,2,26,99997,4653,0,1
351,90000,1,1,2,26,47454,30301,0,0
352,200000,1,1,1,36,-12409,161015,-2,0
353,380000,1,1,2,30,0,0,-2,1
354,80000,2,2,2,43,226095,8868,0,0
355,50000,1,3,1,58,93317,3273,2,0
356,180000,1,2,1,45,149599,7300,0,1
357,240000,2,2,2,26,583625,21049,0,0
358,380000,1,2,2,34,888247,55400,0,0
359,110000,2,4,2,24,403901,16300,0,0
360,260000,1,1,1,34,88030,121375,-1,0
361,500000,2,2,2,23,2418927,65500,3,1
362,320000,2,2,2,30,365013,13080,0,0
363,50000,1,2,2,32,203125,5485,3,0
364,110000,1,1,1,40,4498,2564,-2,1
365,230000,2,1,2,35,2553,2773,-2,0
366,330000,2,2,1,56,15649,14532,-1,0
367,50000,2,2,1,61,171136,7251,0,0
368,10000,1,2,2,24,11865,1650,2,0
369,300000,1,1,1,40,0,0,-2,0
370,20000,2,2,1,32,72700,3190,2,1
371,180000,1,2,1,36,0,0,2,1
372,160000,1,1,2,30,61381,116949,-1,0
373,90000,2,1,2,34,219474,19000,0,0
374,30000,1,3,3,54,118153,9500,0,0
375,180000,1,1,1,46,662919,181363,0,0
376,30000,1,3,1,58,107129,6376,0,0
377,30000,1,2,1,43,111740,7488,2,0
378,140000,2,1,2,28,34191,21946,0,0
379,210000,1,1,2,30,257528,22000,0,0
380,50000,1,2,2,31,63425,14327,0,1
381,130000,2,2,2,29,383324,16300,0,0
382,50000,2,2,1,37,14503,2000,2,1
383,140000,1,3,1,36,437799,44700,0,0
384,170000,2,2,2,28,26424,2794,0,1
385,80000,1,2,2,25,84632,8093,0,0
386,410000,2,5,1,42,1403348,48800,0,0
387,80000,2,1,2,29,80000,0,-1,0
388,80000,1,3,1,73,353040,19930,0,1
389,150000,1,2,1,43,790850,28934,0,0
390,260000,1,1,1,30,1455,131524,-1,1
391,350000,1,1,1,38,0,0,-2,0
392,280000,2,2,1,39,176266,10063,-1,1
393,310000,1,2,1,44,399637,15678,0,0
394,140000,2,2,2,29,98259,13500,0,0
395,360000,1,1,1,51,25000,0,-1,0
396,140000,2,1,2,27,715917,33600,0,0
397,100000,1,1,2,38,199973,2639,0,0
398,50000,2,2,2,22,1480,1480,-2,0
399,210000,2,2,1,30,462558,19200,0,0
400,120000,2,2,2,25,583500,17672,2,0
401,240000,1,1,2,29,510545,199401,0,0
402,60000,2,3,3,42,143685,8397,0,0
403,150000,1,1,2,41,5634,3200,-1,1
404,30000,1,2,1,48,133664,7168,0,0
405,160000,2,1,2,29,814383,23012,2,1
406,200000,1,1,1,52,88250,89783,-2,0
407,120000,2,2,1,25,21393,0,0,0
408,500000,1,1,1,37,1959396,64384,2,0
409,320000,2,1,2,27,309508,56197,0,0
410,280000,1,1,2,31,875350,32823,0,0
411,60000,2,1,2,23,156297,8209,2,1
412,200000,2,1,1,38,67,517,-1,0
413,230000,2,1,1,32,11600,11611,-2,0
414,230000,2,2,2,27,50664,7441,2,1
415,480000,2,3,1,41,277622,252979,-2,0
416,50000,2,3,1,35,5000,640,-1,0
417,200000,2,1,2,31,16102,2365,-2,0
418,50000,2,1,2,30,89883,5800,0,0
419,50000,1,2,1,48,136079,11832,0,0
420,260000,2,1,2,36,0,0,-2,1
421,30000,1,1,2,24,141396,7107,0,0
422,440000,2,1,2,29,792595,34085,0,0
423,230000,2,2,2,38,7496,6914,-1,0
424,200000,1,2,1,38,508975,16000,2,1
425,490000,2,2,1,30,992435,33181,0,0
426,80000,2,2,1,32,0,0,-1,0
427,20000,2,3,2,49,69492,7123,2,1
428,170000,2,1,2,31,1194,1194,-1,1
429,70000,1,1,2,27,223282,33041,0,0
430,210000,2,2,2,33,550032,18500,0,0
431,90000,2,2,2,25,373115,15401,0,0
432,390000,2,1,2,27,1468004,49165,0,1
433,110000,2,1,2,29,256169,11057,0,0
434,580000,2,1,1,36,834400,30362,0,0
435,360000,1,3,1,55,27486,19229,0,0
436,270000,2,2,1,32,1125069,32000,2,1
437,60000,2,1,2,27,600,650,-1,0
438,110000,1,3,1,37,305683,11300,0,0
439,50000,2,1,1,25,184148,6273,0,0
440,80000,2,1,2,23,262074,46056,0,1
441,50000,1,2,2,23,27674,16280,-1,0
442,100000,1,1,2,32,447229,17237,0,0
443,30000,2,1,2,26,4137,4137,-2,0
444,200000,2,1,2,27,607895,28366,0,0
445,240000,1,1,2,44,1059910,39410,0,1
446,220000,1,2,2,34,123364,4700,0,0
447,160000,2,1,2,28,454732,14800,0,0
448,180000,2,1,1,53,37625,31019,-1,0
449,200000,1,4,1,42,131783,7043,0,0
450,140000,2,3,1,30,364962,22616,0,0
451,380000,1,1,1,51,0,0,-2,1
452,600000,1,1,1,53,2251392,91000,2,1
453,260000,1,2,2,37,680238,154022,0,0
454,200000,2,1,2,26,5379,7215,0,0
455,80000,1,2,2,42,253457,58532,0,0
456,40000,1,2,2,39,84926,12022,0,0
457,130000,1,3,2,39,368924,18000,2,0
458,50000,1,1,2,32,75232,3200,0,0
459,230000,2,2,1,41,47913,41210,-1,0
460,70000,1,2,1,48,105660,12707,0,1
461,180000,2,2,1,38,685986,30372,0,0
462,80000,2,2,1,36,26448,20029,-1,0
463,290000,2,2,2,26,227796,35536,0,0
464,230000,2,1,2,28,534756,23939,0,0
465,170000,2,3,3,56,2141,2755,-2,0
466,230000,1,1,1,59,1002145,35286,0,1
467,220000,1,1,2,38,975386,36238,0,1
468,230000,1,2,2,32,114743,3626,0,0
469,500000,1,2,1,38,241509,89542,0,0
470,90000,2,1,1,41,13311,11455,-1,0
471,390000,2,3,2,35,1509215,54082,0,1
472,400000,2,2,2,41,1251948,37918,0,0
473,180000,1,2,1,34,8636,8286,-1,0
474,60000,1,3,1,38,162747,7700,2,0
475,120000,2,2,1,32,15052,17490,-1,0
476,60000,2,2,2,29,140459,4920,0,0
477,50000,1,1,2,44,145025,6069,0,0
478,70000,2,2,1,37,313839,12417,0,0
479,500000,2,1,1,38,2151,2301,2,0
480,200000,1,1,2,31,0,0,-2,0
481,250000,2,2,1,40,229890,73123,0,0
482,140000,1,2,2,26,701120,22650,0,1
483,70000,2,2,2,28,128460,8694,0,0
484,90000,1,3,1,48,334266,12786,2,0
485,100000,2,2,1,43,7707,8109,-1,0
486,190000,1,2,1,31,716645,21486,0,0
487,230000,2,1,1,42,45768,30657,-1,0
488,320000,1,2,1,39,462455,19742,0,0
489,220000,2,2,1,36,3628,2376,-1,1
490,260000,2,1,1,34,21564,23588,-1,0
491,90000,2,2,2,32,0,0,-2,0
492,30000,2,2,1,43,115504,3310,2,0
493,260000,1,2,2,30,569480,18116,0,0
494,170000,2,2,2,28,17924,308,0,0
495,80000,2,1,1,28,50402,2273,0,1
496,50000,1,1,1,41,1828,3250,-1,0
497,200000,2,3,2,47,993467,36228,0,0
498,20000,1,2,2,23,107452,3062,0,0
499,250000,2,1,1,49,1753,1771,-1,0
500,20000,1,1,1,38,98730,6316,0,0
501,30000,2,2,1,38,118107,6200,0,0
502,90000,2,2,1,35,139608,12500,2,0
503,230000,2,6,2,46,1027581,39500,0,0
504,130000,2,1,1,33,87856,3000,0,1
505,30000,1,6,1,53,0,0,-2,0
506,160000,1,1,2,35,2804,2409,-1,0
507,500000,2,2,2,43,757614,819093,-1,0
508,180000,2,2,2,28,183804,7628,0,0
509,80000,2,2,1,30,54318,3100,0,0
510,120000,1,1,2,26,10446,10446,-1,0
511,130000,1,2,1,31,5253,4382,-1,0
512,120000,2,2,2,35,1200,1200,-1,1
513,360000,1,1,2,28,112048,62860,-1,0
514,50000,1,2,2,23,159750,6800,2,1
515,20000,2,2,2,23,85252,2038,0,0
516,100000,1,3,1,56,377789,97345,0,0
517,70000,1,3,1,32,346377,16910,0,0
518,50000,1,2,1,47,95071,8797,0,0
519,10000,2,2,2,22,49020,4607,2,0
520,290000,2,1,1,34,531086,33000,0,0
521,30000,2,1,1,31,93906,6048,0,0
522,410000,2,2,2,27,237594,63825,-1,0
523,360000,1,1,2,28,423589,454440,-1,1
524,140000,2,2,1,42,389982,21145,0,1
525,210000,2,1,2,32,360519,14400,0,0
526,220000,2,2,2,27,18405,158659,-1,0
527,20000,1,2,2,27,97552,4500,2,0
528,620000,2,2,1,45,819113,30700,2,1
529,360000,1,1,2,26,4253,4298,-2,0
530,20000,2,2,2,21,33851,22101,-1,0
531,50000,1,2,2,23,94948,25700,0,0
532,50000,1,2,3,30,120796,4481,0,0
533,10000,1,2,2,46,32882,1366,0,1
534,100000,2,3,1,50,302796,15000,0,1
535,50000,1,1,2,26,8812,6451,-2,0
536,60000,1,2,2,25,16908,12338,-1,0
537,440000,2,1,2,35,1260221,42600,0,0
538,120000,1,2,1,44,329355,9032,0,0
539,50000,2,1,2,52,4484,318,0,0
540,110000,2,2,1,40,483895,22500,2,0
541,200000,2,1,2,38,488,805,-1,0
542,150000,2,1,2,28,318,318,-2,0
543,30000,2,2,1,36,140852,4700,3,1
544,100000,2,1,2,24,134544,49692,0,0
545,360000,2,1,1,34,46143,30069,0,0
546,390000,2,1,2,31,233644,18000,0,0
547,220000,2,1,1,41,-460,0,-2,1
548,160000,2,2,2,25,0,0,-2,0
549,230000,2,1,2,28,61053,18566,-1,0
550,120000,1,1,2,27,193958,22500,0,0
551,100000,1,3,1,52,33049,6000,0,1
552,190000,2,1,2,41,43908,43854,-1,1
553,50000,1,1,1,56,168476,7117,0,1
554,240000,2,1,1,42,6370,0,-1,0
555,40000,2,2,2,24,188233,8159,-2,0
556,630000,2,2,1,47,80680,17474,0,0
557,160000,2,1,1,33,7916,3673,-2,0
558,110000,2,2,2,32,397719,18300,0,0
559,20000,1,2,2,29,18419,0,0,0
560,210000,2,3,1,53,305352,12175,0,0
561,270000,1,1,2,34,51743,31449,-1,0
562,360000,2,2,2,52,4047,2742,-2,0
563,60000,2,2,1,42,9020,6960,-1,0
564,360000,1,2,2,38,369256,128704,0,0
565,390000,2,1,2,45,8749,9873,2,0
566,250000,2,3,2,35,30389,35437,-2,0
567,90000,2,1,2,24,94351,11284,0,1
568,360000,1,1,2,28,30838,46614,-1,0
569,50000,1,3,2,26,119884,5148,0,0
570,270000,2,1,1,40,5706,0,0,0
571,200000,2,1,2,29,37790,29702,-1,0
572,50000,2,2,2,23,144926,7456,0,0
573,350000,1,1,2,33,14944,4554,-1,0
574,160000,2,2,2,60,10920,5275,-1,1
575,80000,2,3,1,49,22755,26104,-1,0
576,290000,1,1,1,53,1343350,46114,0,1
577,270000,2,1,2,28,143145,76691,-1,0
578,80000,1,1,2,31,49236,16481,-1,0
579,50000,1,2,2,36,33728,4100,0,0
580,30000,1,2,1,35,16826,14195,-1,0
581,30000,1,2,2,28,780,0,-1,1
582,90000,1,2,2,33,159953,31332,0,0
583,160000,1,1,2,26,66140,68650,-1,0
584,80000,2,3,2,53,332496,11881,0,0
585,50000,1,2,2,42,194727,5000,0,0
586,20000,2,1,2,25,84452,4300,0,0
587,220000,1,1,1,43,0,0,-2,1
588,210000,1,3,2,25,58592,21149,-1,1
589,130000,2,2,2,29,403455,11311,0,0
590,260000,2,2,1,31,188295,136106,-1,0
591,230000,2,1,1,30,223973,84840,0,0
592,160000,1,1,2,34,429087,16862,0,0
593,50000,1,1,1,35,42085,6093,0,0
594,80000,1,2,1,32,212733,15872,0,0
595,110000,1,3,2,46,299892,12201,0,0
596,200000,1,1,1,43,681432,24771,0,0
597,360000,1,2,2,29,1274875,37282,0,0
598,210000,2,3,2,31,0,0,-2,0
599,80000,2,2,2,24,310122,15000,0,0
