account,balance_limit,sex,education,marriage,age,total_bill,total_payment,repayment,default
56,500000,2,1,1,45,2530,0,-2,0
57,180000,2,3,1,34,8321,2000,-1,0
58,180000,2,2,1,34,129918,3800,0,0
59,200000,2,1,2,34,1414,0,2,0
60,400000,2,2,1,29,364089,23000,0,0
61,500000,2,3,1,28,15571,2000,0,1
62,70000,1,2,1,39,830,0,-1,0
63,50000,1,1,2,29,28264,0,2,1
64,50000,2,2,1,46,0,0,-2,1
65,130000,2,2,1,51,0,0,-1,0
66,200000,1,1,1,57,7918,1000,2,1
67,10000,1,2,1,56,4326,160,0,1
68,210000,2,1,2,30,4250,909,-1,0
69,130000,2,3,2,29,7319,13899,-1,0
70,20000,1,5,2,22,5982,0,0,0
71,80000,1,1,2,31,390,390,-1,0
72,320000,1,2,2,29,63526,1600,2,1
73,200000,2,2,1,32,3151,1395,-1,0
74,290000,2,1,2,37,0,0,-1,0
75,340000,1,1,2,32,25820,2016,-1,0
76,20000,1,2,2,24,18543,0,0,0
77,50000,1,3,2,25,10030,1000,0,0
78,300000,2,1,1,45,291,291,-1,0
79,30000,2,2,2,22,6411,0,0,1
80,240000,2,2,2,44,0,0,-2,1
81,470000,2,3,3,33,29889,3000,0,0
82,360000,2,1,2,26,196,2963,-1,0
83,60000,1,3,2,30,19771,0,0,1
84,400000,2,2,1,44,94058,2800,0,0
85,50000,2,3,2,49,19482,826,0,0
86,160000,1,2,2,33,120418,4500,0,0
87,360000,2,1,1,45,390,390,-1,1
88,160000,2,2,2,32,766,2303,-1,0
89,130000,2,1,1,35,1190,2090,-1,0
90,20000,1,3,2,44,11970,1500,2,0
91,200000,1,1,1,53,149531,5000,2,1
92,280000,2,1,2,39,0,0,-2,0
93,100000,2,1,2,27,0,0,-2,0
94,160000,2,2,1,37,0,7736,-2,0
95,60000,2,2,2,23,19323,835,0,0
96,90000,1,2,2,35,30835,1143,0,0
97,360000,1,1,1,43,9956,68978,0,0
98,150000,1,1,2,27,40788,800,0,0
99,50000,2,3,1,22,7899,197,0,0
100,20000,1,2,1,38,150,0,-1,1
101,140000,1,1,2,32,1430,0,-2,0
102,380000,2,1,2,30,34056,5000,0,0
103,480000,1,1,1,63,469961,24200,0,0
104,50000,2,3,2,22,24094,904,0,1
105,60000,2,2,2,26,55305,3000,0,0
106,70000,2,2,2,24,26529,2000,-1,0
107,80000,2,2,1,36,1150,1035,-1,0
108,350000,1,1,2,52,5263,5011,-1,0
109,130000,1,2,2,38,126568,4796,-1,0
110,360000,1,2,1,35,-103,0,-2,0
111,330000,2,1,1,31,107289,0,0,0
112,50000,1,3,1,47,17393,1000,0,0
113,280000,1,2,1,41,149415,5000,3,0
114,100000,2,1,2,24,59713,2033,0,0
115,50000,1,2,2,41,19957,684,0,0
116,30000,1,1,2,24,21201,1000,2,1
117,240000,1,1,2,28,326,526,-1,0
118,80000,1,2,2,26,18186,1000,0,1
119,400000,1,2,1,34,7959,5712,-1,0
120,240000,2,2,2,38,1203,563,-1,0
121,50000,1,3,2,37,51143,0,2,1
122,450000,1,1,1,40,0,0,-2,1
123,110000,2,1,1,48,0,0,-2,0
124,310000,2,2,1,35,198889,5987,0,1
125,20000,1,1,2,27,15630,0,0,0
126,20000,1,2,2,23,0,0,-2,0
127,200000,1,3,2,52,104993,3784,0,0
128,180000,1,1,1,36,95927,1000,0,1
129,50000,1,2,1,51,7077,134,0,1
130,60000,1,3,1,55,26547,1500,0,0
131,30000,2,1,2,23,5906,3024,-1,0
132,240000,1,1,2,41,1737,924,-1,0
133,420000,1,2,1,34,188108,11326,0,0
134,330000,1,3,1,46,228203,8200,0,0
135,30000,2,2,2,22,-780,1560,0,0
136,240000,1,2,1,34,13891,327,2,0
137,150000,1,1,2,27,30229,5000,0,0
138,210000,2,2,1,33,5708,546,0,0
139,50000,2,3,1,51,0,0,-2,1
140,50000,1,1,2,24,18995,2130,0,0
141,240000,1,1,2,47,0,0,-2,1
142,180000,1,2,2,28,416,832,-1,0
143,50000,1,2,2,23,18065,600,0,0
144,170000,1,2,2,29,15846,10000,-2,0
145,20000,1,1,2,29,339,330,-1,0
146,50000,1,1,2,28,10138,0,3,0
147,170000,2,2,2,27,9100,0,0,1
148,200000,1,1,2,34,59875,8500,0,0
149,80000,2,2,1,23,12034,1,0,0
150,260000,2,1,1,60,869,0,-1,0
151,140000,1,2,1,32,55251,2602,0,0
152,80000,1,1,2,25,31826,14000,0,0
153,350000,1,1,2,41,0,0,-2,0
154,280000,2,2,1,56,169311,6321,0,0
155,30000,2,3,2,26,14206,1500,0,0
156,140000,1,1,1,34,48699,5504,0,0
157,200000,2,1,2,37,94031,5000,0,0
158,200000,2,3,2,30,122324,4500,0,0
159,210000,1,3,1,45,154105,10478,6,1
160,50000,1,3,1,57,14083,600,0,0
161,30000,1,1,2,41,28321,1250,0,0
162,50000,1,2,2,27,540,390,2,0
163,290000,1,3,1,47,423,369,-1,0
164,250000,2,1,1,34,160220,3920,0,0
165,60000,2,2,1,46,27756,1500,0,0
166,110000,2,1,2,27,77254,2800,0,0
167,370000,1,1,2,50,13453,4699,-2,0
168,100000,1,2,1,27,-246,50000,0,0
169,90000,2,2,1,35,88290,0,2,0
170,50000,2,2,2,22,28806,567,0,0
171,270000,1,2,2,37,24641,2000,0,0
172,300000,2,1,2,30,800,746,-1,0
173,50000,2,2,2,22,7725,10000,0,0
174,50000,2,1,2,24,-3272,0,-2,1
175,360000,1,1,2,29,0,0,-2,0
176,130000,1,3,1,56,71345,0,3,1
177,80000,1,1,2,30,5380,0,0,0
178,50000,1,2,2,30,22361,2000,2,0
179,20000,2,2,2,22,14906,1000,0,0
180,80000,2,2,1,29,11486,0,0,0
181,240000,1,1,2,37,1256,65935,-1,0
182,80000,2,3,2,35,17460,2000,0,0
183,500000,2,1,1,47,70064,20000,0,0
184,60000,2,2,1,24,19395,2000,0,1
185,20000,1,2,2,25,1620,0,-1,0
186,100000,2,2,1,38,16448,1500,0,1
187,360000,2,1,2,32,16240,38313,-1,0
188,200000,2,3,2,47,189915,6836,2,1
189,130000,2,2,1,34,14636,2000,0,0
190,20000,2,2,2,31,20487,0,2,0
191,310000,1,1,2,32,43328,4223,0,0
192,60000,2,1,2,27,22873,846,0,1
193,180000,2,1,2,29,17042,5114,0,0
194,180000,2,1,2,24,0,0,-2,0
195,50000,1,2,1,36,658,20011,-1,0
196,50000,2,1,2,24,40035,0,2,1
197,150000,2,2,1,34,1500,0,-2,0
198,20000,2,1,2,22,19247,1000,0,0
199,500000,2,1,1,34,1151,15816,-1,0
200,30000,2,3,2,22,0,0,0,1
201,180000,2,1,1,38,0,0,-2,0
202,140000,1,1,2,31,10833,2500,2,0
203,140000,2,1,2,26,487,7004,-1,0
204,120000,1,2,2,26,122135,5000,0,0
205,360000,2,2,1,48,146511,4100,0,0
206,20000,1,3,1,43,19337,1700,0,0
207,100000,1,1,1,47,0,2380,-1,0
208,210000,2,2,1,41,0,419,-1,1
209,80000,2,2,2,24,49568,1800,0,1
210,330000,2,1,1,50,1709,258,-2,0
211,220000,1,1,2,24,85632,0,-1,0
212,210000,2,1,1,38,1222,9616,-1,1
213,40000,2,3,1,43,31339,1000,0,0
214,30000,1,2,2,39,8032,148,0,0
215,470000,1,2,2,27,309959,10367,0,0
216,30000,1,3,1,42,780,0,2,0
217,240000,2,2,1,36,-946,0,-2,1
218,80000,1,2,2,36,78245,3000,0,0
219,110000,2,3,0,31,63208,8954,0,0
220,310000,2,1,2,38,0,0,-2,0
221,360000,2,1,1,40,120238,4700,0,1
222,330000,2,3,2,45,330121,11678,0,0
223,300000,2,2,2,35,212508,15000,0,0
224,320000,2,2,2,33,33263,3754,0,0
225,50000,2,3,2,37,29957,30592,0,1
226,170000,2,1,2,28,128839,4962,0,0
227,350000,1,3,1,44,0,0,-2,0
228,20000,1,2,1,37,19175,782,0,0
229,50000,1,2,2,23,18858,1004,0,1
230,20000,2,3,2,24,0,3200,0,0
231,50000,2,1,2,24,1308,389,0,0
232,20000,1,2,2,23,10104,10000,0,1
233,50000,1,2,1,26,46557,2000,0,0
234,190000,1,2,2,34,150052,2769,2,1
235,60000,2,2,1,33,19421,599,0,0
236,80000,1,1,2,35,19942,2418,-1,0
237,150000,2,2,2,27,29497,2529,0,0
238,210000,2,1,2,31,2293,3299,-1,0
239,240000,2,3,1,50,214694,7714,0,1
240,140000,2,2,3,41,16383,2399,0,1
241,60000,2,1,2,28,2285,0,-1,0
242,50000,1,1,2,39,15874,2000,0,0
243,50000,2,2,2,27,29399,1100,0,0
244,180000,2,1,2,32,0,176,-1,0
245,30000,2,1,2,40,79,60,2,0
246,20000,2,2,2,40,0,0,-2,0
247,250000,2,2,1,75,794,1184,-1,0
248,100000,2,2,2,27,32904,0,0,0
249,330000,1,1,2,25,25358,2566,0,0
250,50000,1,3,1,46,17484,2000,0,0
251,50000,2,2,2,26,29998,3003,0,0
252,30000,1,2,2,28,0,0,0,0
253,140000,2,2,2,26,106828,3304,0,1
254,160000,2,1,2,28,84426,10000,0,0
255,400000,2,2,2,29,2486,862,-1,0
256,50000,1,2,1,25,28538,886,0,0
257,140000,2,2,1,48,21361,1347,-1,0
258,160000,2,2,1,33,2210,0,-1,0
259,100000,2,3,1,43,0,0,-2,0
260,220000,1,1,1,48,162402,5500,0,1
261,510000,2,1,2,29,36739,65000,0,0
262,50000,1,2,2,29,28309,6318,0,0
263,160000,2,1,1,38,12652,1916,-1,0
264,230000,2,1,2,37,338,0,-2,0
265,80000,2,1,2,37,16872,4000,-1,0
266,150000,2,2,1,25,316,316,-1,0
267,10000,1,3,2,23,9411,175,2,0
268,130000,2,3,2,49,27500,0,0,1
269,40000,2,1,2,48,35673,1500,0,0
270,50000,1,2,2,27,2614,1390,-1,1
271,100000,1,3,2,32,18126,2015,0,0
272,120000,1,1,1,34,0,450,0,0
273,260000,2,1,2,58,0,0,-2,1
274,200000,2,2,2,33,11905,3000,0,0
275,360000,2,2,2,28,0,0,-2,1
276,70000,2,2,2,36,15085,2000,0,0
277,460000,1,1,1,40,22535,0,-1,1
278,50000,2,1,2,26,316,316,-1,0
279,50000,1,3,1,33,19703,697,0,0
280,250000,2,2,1,31,101299,4400,0,0
281,30000,2,1,2,27,0,0,-2,0
282,270000,1,2,1,44,43414,31031,-1,0
283,180000,2,3,2,30,70204,3211,0,0
284,100000,2,1,2,28,56265,3000,0,0
285,230000,2,3,1,32,98457,5000,0,0
286,210000,2,1,1,46,586,19777,-1,0
287,210000,1,1,2,38,46549,2502,0,0
288,440000,2,2,1,46,97622,2701,0,0
289,100000,2,2,2,25,51365,1559,0,1
290,240000,2,2,1,46,4311,1000,0,0
291,280000,1,1,2,33,-339603,345293,-1,1
292,50000,2,2,2,22,0,0,-2,1
293,30000,1,2,1,43,2566,0,2,0
294,10000,1,2,2,27,10182,700,0,1
295,130000,1,1,2,29,0,1500,-2,0
296,200000,1,1,2,31,133990,5300,0,0
297,120000,2,2,1,29,1820,2496,-1,0
298,210000,2,2,1,36,131629,4700,0,0
299,280000,2,1,1,36,30771,2000,0,0
300,300000,1,1,2,34,203,0,-1,1
301,100000,1,2,2,37,64513,2305,0,0
302,440000,2,1,2,36,0,0,-2,0
303,50000,2,3,1,40,14458,1000,0,0
304,20000,2,1,2,25,12510,2000,0,1
305,200000,2,1,2,27,7414,2880,0,0
306,110000,2,2,2,26,400,0,-2,0
307,500000,2,2,1,36,0,0,-1,0
308,300000,2,2,1,27,0,0,-2,0
309,30000,1,3,1,55,14514,1500,4,1
310,60000,2,1,2,27,11736,0,-1,0
311,400000,2,2,1,38,2077,9085,-1,0
312,180000,2,2,1,34,132845,5100,0,0
313,20000,1,1,2,40,14340,0,0,0
314,200000,2,3,1,49,59983,3000,0,1
315,100000,1,1,2,27,6441,200,0,0
316,60000,1,2,2,23,19346,616,0,1
317,110000,2,2,2,36,53652,2200,0,0
318,260000,2,3,1,53,485,459,-1,0
319,50000,2,3,1,46,24883,654,0,0
320,180000,1,2,2,29,-2,0,-2,0
321,110000,1,2,2,29,47969,2000,0,1
322,340000,2,1,2,27,103263,50000,0,0
323,50000,1,2,2,24,8085,1000,0,0
324,230000,2,2,1,28,6173,1000,-1,1
325,360000,2,2,2,32,100738,10000,0,0
326,210000,1,2,2,43,37056,3000,0,0
327,220000,2,2,1,41,325,325,-1,1
328,60000,2,2,1,34,30225,1291,0,1
329,340000,1,2,1,55,7416,77195,-2,0
330,150000,1,1,1,40,109428,4200,2,0
331,200000,2,2,1,37,16893,2500,-1,1
332,130000,2,2,2,40,12685,500,0,1
333,60000,2,1,2,28,31857,7000,0,0
334,400000,2,2,1,43,78388,0,-1,0
335,20000,1,1,2,27,18868,376,0,0
336,190000,2,1,2,28,160361,5865,0,0
337,260000,2,1,2,30,159108,6000,0,0
338,140000,2,2,2,31,0,0,-2,0
339,50000,2,2,1,31,29170,1047,0,1
340,120000,2,1,2,34,830,2037,-1,0
341,240000,2,2,2,30,0,1883,-2,0
342,50000,1,2,2,36,978,0,0,0
343,200000,2,1,2,29,24248,1000,2,0
344,180000,1,1,1,39,1005,1898,-1,0
345,180000,2,1,2,26,106517,4028,0,0
346,160000,2,1,2,29,1654,13000,0,0
347,100000,2,2,2,26,3980,1525,0,0
348,50000,2,2,2,29,41145,2000,0,1
349,140000,2,2,2,31,142174,5000,0,0
350,30000,2,2,2,26,19844,1000,0,1
351,90000,1,1,2,26,23101,3000,-1,0
352,200000,1,1,1,36,1386,10000,-1,0
353,380000,1,1,2,30,0,0,-2,1
354,80000,2,2,2,43,19414,882,0,0
355,50000,1,3,1,58,18856,638,2,0
356,180000,1,2,1,45,31127,1500,0,1
357,240000,2,2,2,26,103360,3520,0,0
358,380000,1,2,2,34,169121,4400,0,0
359,110000,2,4,2,24,84462,4000,0,0
360,260000,1,1,1,34,291,291,-1,0
361,500000,2,2,2,23,419643,19000,0,1
362,320000,2,2,2,30,74610,2500,0,0
363,50000,1,2,2,32,25775,1590,0,0
364,110000,1,1,1,40,216,66,-1,1
365,230000,2,1,2,35,613,520,-2,0
366,330000,2,2,1,56,8676,384,-1,0
367,50000,2,2,1,61,24774,1039,0,0
368,10000,1,2,2,24,2132,0,0,0
369,300000,1,1,1,40,0,0,-2,0
370,20000,2,2,1,32,10985,616,0,1
371,180000,1,2,1,36,0,0,-2,1
372,160000,1,1,2,30,21712,50000,-1,0
373,90000,2,1,2,34,48767,2000,2,0
374,30000,1,3,3,54,25943,0,0,0
375,180000,1,1,1,46,178719,7000,0,0
376,30000,1,3,1,58,22437,1961,0,0
377,30000,1,2,1,43,24242,1000,2,0
378,140000,2,1,2,28,3745,4000,-1,0
379,210000,1,1,2,30,49888,10000,0,0
380,50000,1,2,2,31,12487,5000,0,1
381,130000,2,2,2,29,75355,5750,0,0
382,50000,2,2,1,37,2415,400,0,1
383,140000,1,3,1,36,88450,3300,0,0
384,170000,2,2,2,28,5889,95,0,1
385,80000,1,2,2,25,0,6305,-2,0
386,410000,2,5,1,42,240176,8300,0,0
387,80000,2,1,2,29,0,0,-2,0
388,80000,1,3,1,73,75018,5100,2,1
389,150000,1,2,1,43,157759,5334,0,0
390,260000,1,1,1,30,291,651,-1,1
391,350000,1,1,1,38,0,0,-2,0
392,280000,2,2,1,39,33316,5000,0,1
393,310000,1,2,1,44,71620,2653,0,0
394,140000,2,2,2,29,21085,2000,0,0
395,360000,1,1,1,51,0,0,-2,0
396,140000,2,1,2,27,142620,5600,0,0
397,100000,1,1,2,38,28947,0,0,0
398,50000,2,2,2,22,632,0,-2,0
399,210000,2,2,1,30,74125,5000,0,0
400,120000,2,2,2,25,117167,4400,2,0
401,240000,1,1,2,29,184922,6100,-1,0
402,60000,2,3,3,42,29064,2000,0,0
403,150000,1,1,2,41,822,472,2,1
404,30000,1,2,1,48,26179,2244,0,0
405,160000,2,1,2,29,153800,5654,2,1
406,200000,1,1,1,52,82150,396,-2,0
407,120000,2,2,1,25,0,0,-2,0
408,500000,1,1,1,37,303510,10526,0,0
409,320000,2,1,2,27,66541,11341,0,0
410,280000,1,1,2,31,167983,6288,0,0
411,60000,2,1,2,23,32965,1200,2,1
412,200000,2,1,1,38,-150,0,-2,0
413,230000,2,1,1,32,3404,0,-1,0
414,230000,2,2,2,27,5068,4641,0,1
415,480000,2,3,1,41,22593,2000,-2,0
416,50000,2,3,1,35,0,640,-2,0
417,200000,2,1,2,31,160,1103,-2,0
418,50000,2,1,2,30,18990,1000,2,0
419,50000,1,2,1,48,19548,2500,0,0
420,260000,2,1,2,36,0,0,-2,1
421,30000,1,1,2,24,29371,1800,2,0
422,440000,2,1,2,29,151936,6010,0,0
423,230000,2,2,2,38,0,2213,-1,0
424,200000,1,2,1,38,105253,0,0,1
425,490000,2,2,1,30,190306,6000,0,0
426,80000,2,2,1,32,0,0,-2,0
427,20000,2,3,2,49,16414,1000,0,1
428,170000,2,1,2,31,199,398,-1,1
429,70000,1,1,2,27,29795,1000,0,0
430,210000,2,2,2,33,66167,3000,0,0
431,90000,2,2,2,25,77648,3100,0,0
432,390000,2,1,2,27,281826,7000,0,1
433,110000,2,1,2,29,53206,2500,0,0
434,580000,2,1,1,36,167964,5946,0,0
435,360000,1,3,1,55,0,0,-2,0
436,270000,2,2,1,32,221413,0,2,1
437,60000,2,1,2,27,150,200,-1,0
438,110000,1,3,1,37,60145,2300,0,0
439,50000,2,1,1,25,20859,704,0,0
440,80000,2,1,2,23,47110,1700,0,1
441,50000,1,2,2,23,12584,2400,0,0
442,100000,1,1,2,32,89522,3200,2,0
443,30000,2,1,2,26,2995,0,-1,0
444,200000,2,1,2,27,124793,4400,0,0
445,240000,1,1,2,44,198857,7000,0,1
446,220000,1,2,2,34,15602,500,0,0
447,160000,2,1,2,28,83988,2500,0,0
448,180000,2,1,1,53,1599,0,-1,0
449,200000,1,4,1,42,0,2102,0,0
450,140000,2,3,1,30,58880,5200,0,0
451,380000,1,1,1,51,0,0,-2,1
452,600000,1,1,1,53,434715,20000,0,1
453,260000,1,2,2,37,131074,6000,0,0
454,200000,2,1,2,26,871,2015,-2,0
455,80000,1,2,2,42,48443,1700,0,0
456,40000,1,2,2,39,5315,4987,-1,0
457,130000,1,3,2,39,75820,6000,2,0
458,50000,1,1,2,32,0,0,-2,0
459,230000,2,2,1,41,9130,6554,-1,0
460,70000,1,2,1,48,6400,4590,-1,1
461,180000,2,2,1,38,126219,5000,0,0
462,80000,2,2,1,36,7868,2198,-1,0
463,290000,2,2,2,26,1448,4900,0,0
464,230000,2,1,2,28,96116,3000,0,0
465,170000,2,3,3,56,150,614,-1,0
466,230000,1,1,1,59,191671,6945,0,1
467,220000,1,1,2,38,165300,7009,0,1
468,230000,1,2,2,32,19831,500,0,0
469,500000,1,2,1,38,51481,2132,0,0
470,90000,2,1,1,41,670,1362,-1,0
471,390000,2,3,2,35,263018,9435,0,1
472,400000,2,2,2,41,155182,6012,0,0
473,180000,1,2,1,34,1382,2440,-1,0
474,60000,1,3,1,38,35002,0,2,0
475,120000,2,2,1,32,5930,5120,-1,0
476,60000,2,2,2,29,23159,420,0,0
477,50000,1,1,2,44,29638,1000,0,0
478,70000,2,2,1,37,50809,2700,0,0
479,500000,2,1,1,38,450,600,0,0
480,200000,1,1,2,31,0,0,-2,0
481,250000,2,2,1,40,919,67619,2,0
482,140000,1,2,2,26,130271,5400,2,1
483,70000,2,2,2,28,4162,0,2,0
484,90000,1,3,1,48,59378,4086,2,0
485,100000,2,2,1,43,2562,2111,-1,0
486,190000,1,2,1,31,117465,3517,0,0
487,230000,2,1,1,42,6992,0,-1,0
488,320000,1,2,1,39,95323,938,0,0
489,220000,2,2,1,36,396,792,-1,1
490,260000,2,1,1,34,2514,7725,-1,0
491,90000,2,2,2,32,0,0,-2,0
492,30000,2,2,1,43,19633,800,0,0
493,260000,1,2,2,30,69174,2003,0,0
494,170000,2,2,2,28,0,0,-2,0
495,80000,2,1,1,28,10490,276,0,1
496,50000,1,1,1,41,320,1000,-1,0
497,200000,2,3,2,47,198717,7100,0,0
498,20000,1,2,2,23,19664,104,0,0
499,250000,2,1,1,49,1639,0,-1,0
500,20000,1,1,1,38,19933,850,0,0
501,30000,2,2,1,38,24576,1200,2,0
502,90000,2,2,1,35,30548,2000,2,0
503,230000,2,6,2,46,193351,7000,0,0
504,130000,2,1,1,33,0,0,0,1
505,30000,1,6,1,53,0,0,-2,0
506,160000,1,1,2,35,1220,0,-1,0
507,500000,2,2,2,43,200,528666,-1,0
508,180000,2,2,2,28,34661,2000,2,0
509,80000,2,2,1,30,5515,500,2,0
510,120000,1,1,2,26,0,0,-2,0
511,130000,1,2,1,31,390,780,2,0
512,120000,2,2,2,35,240,240,-1,1
513,360000,1,1,2,28,50537,3219,-1,0
514,50000,1,2,2,23,33081,1500,2,1
515,20000,2,2,2,23,13246,4,0,0
516,100000,1,3,1,56,80335,732,0,0
517,70000,1,3,1,32,71284,5500,0,0
518,50000,1,2,1,47,19439,500,0,0
519,10000,2,2,2,22,9984,1287,0,0
520,290000,2,1,1,34,115297,7000,0,0
521,30000,2,1,1,31,19818,1623,0,0
522,410000,2,2,2,27,61420,5350,0,0
523,360000,1,1,2,28,125557,167000,-1,1
524,140000,2,2,1,42,66735,5000,0,1
525,210000,2,1,2,32,74827,3000,0,0
526,220000,2,2,2,27,2891,153504,-1,0
527,20000,1,2,2,27,20241,300,2,0
528,620000,2,2,1,45,170894,6000,0,1
529,360000,1,1,2,26,2600,0,-1,0
530,20000,2,2,2,21,0,0,-1,0
531,50000,1,2,2,23,19575,1000,0,0
532,50000,1,2,3,30,18302,637,0,0
533,10000,1,2,2,46,6785,251,0,1
534,100000,2,3,1,50,62524,2500,2,1
535,50000,1,1,2,26,0,0,-2,0
536,60000,1,2,2,25,6200,2435,0,0
537,440000,2,1,2,35,179221,5500,0,0
538,120000,1,2,1,44,46775,0,0,0
539,50000,2,1,2,52,0,0,-1,0
540,110000,2,2,1,40,101213,3800,2,0
541,200000,2,1,2,38,270,317,-1,0
542,150000,2,1,2,28,318,0,-1,0
543,30000,2,2,1,36,28805,1500,0,1
544,100000,2,1,2,24,29427,330,-1,0
545,360000,2,1,1,34,2142,4230,-1,0
546,390000,2,1,2,31,51941,5000,0,0
547,220000,2,1,1,41,-200,0,-2,1
548,160000,2,2,2,25,0,0,-2,0
549,230000,2,1,2,28,20539,2000,0,0
550,120000,1,1,2,27,31214,3500,0,0
551,100000,1,3,1,52,7638,2000,0,1
552,190000,2,1,2,41,554,0,-1,1
553,50000,1,1,1,56,29977,1017,0,1
554,240000,2,1,1,42,0,0,-2,0
555,40000,2,2,2,24,37255,1751,-2,0
556,630000,2,2,1,47,0,4981,-2,0
557,160000,2,1,1,33,199,1145,-2,0
558,110000,2,2,2,32,83206,3000,2,0
559,20000,1,2,2,29,0,0,-2,0
560,210000,2,3,1,53,65163,0,0,0
561,270000,1,1,2,34,14923,1712,-1,0
562,360000,2,2,2,52,-3,789,-2,0
563,60000,2,2,1,42,3640,730,-1,0
564,360000,1,2,2,38,66078,105700,0,0
565,390000,2,1,2,45,2698,3,2,0
566,250000,2,3,2,35,11082,13407,-2,0
567,90000,2,1,2,24,23387,764,0,1
568,360000,1,1,2,28,6220,16071,-1,0
569,50000,1,3,2,26,19567,683,0,0
570,270000,2,1,1,40,0,0,-2,0
571,200000,2,1,2,29,0,125,-1,0
572,50000,2,2,2,23,19013,1000,0,0
573,350000,1,1,2,33,4532,0,-1,0
574,160000,2,2,2,60,1009,0,-1,1
575,80000,2,3,1,49,7601,7990,-1,0
576,290000,1,1,1,53,238266,8546,0,1
577,270000,2,1,2,28,48888,15000,0,0
578,80000,1,1,2,31,4085,0,-1,0
579,50000,1,2,2,36,6980,1000,0,0
580,30000,1,2,1,35,0,0,-2,0
581,30000,1,2,2,28,0,0,-2,1
582,90000,1,2,2,33,38449,6537,0,0
583,160000,1,1,2,26,9528,6066,-1,0
584,80000,2,3,2,53,54022,2000,0,0
585,50000,1,2,2,42,0,0,0,0
586,20000,2,1,2,25,17618,800,2,0
587,220000,1,1,1,43,0,0,-2,1
588,210000,1,3,2,25,1990,7967,-1,1
589,130000,2,2,2,29,47455,1365,0,0
590,260000,2,2,1,31,18659,38923,-1,0
591,230000,2,1,1,30,51522,10000,0,0
592,160000,1,1,2,34,87526,3013,0,0
593,50000,1,1,1,35,9011,172,0,0
594,80000,1,2,1,32,38052,5002,0,0
595,110000,1,3,2,46,62213,2454,0,0
596,200000,1,1,1,43,134309,4902,0,0
597,360000,1,2,2,29,250244,7300,0,0
598,210000,2,3,2,31,0,0,-2,0
599,80000,2,2,2,24,57264,2200,0,0
600,300000,2,2,1,36,65373,10780,-1,1
601,310000,2,2,1,43,25514,807,0,0
602,30000,1,3,1,59,1320,0,-1,1
603,170000,1,1,1,53,12930,361,0,0
604,140000,2,2,2,28,29930,3000,2,0
605,180000,2,2,2,31,0,1576,-2,0
606,50000,1,1,2,34,24549,1030,2,0
607,50000,2,2,1,36,0,0,-2,0
608,110000,2,1,2,24,33189,3000,0,0
609,450000,2,3,1,36,3000,3238,-2,0
610,200000,2,2,1,34,390,390,-1,0
611,220000,1,1,2,43,33150,0,-1,0
612,360000,2,1,2,29,2650,0,-1,1
