tid,account,amount,date,type
139,139,0,2015-05-14,exp
140,140,19375,2015-05-14,exp
141,141,0,2015-05-14,exp
142,142,416,2015-05-14,exp
143,143,19879,2015-05-14,exp
144,144,9983,2015-05-14,exp
145,145,6702,2015-05-14,exp
146,146,10624,2015-05-14,exp
147,147,17918,2015-05-14,exp
148,148,132233,2015-05-14,exp
149,149,10123,2015-05-14,exp
150,150,969,2015-05-14,exp
151,151,58319,2015-05-14,exp
152,152,41951,2015-05-14,exp
153,153,0,2015-05-14,exp
154,154,177145,2015-05-14,exp
155,155,13084,2015-05-14,exp
156,156,47086,2015-05-14,exp
157,157,92505,2015-05-14,exp
158,158,146975,2015-05-14,exp
159,159,145533,2015-05-14,exp
160,160,13711,2015-05-14,exp
161,161,27579,2015-05-14,exp
162,162,1080,2015-05-14,exp
163,163,396,2015-05-14,exp
164,164,155997,2015-05-14,exp
165,165,26655,2015-05-14,exp
166,166,76058,2015-05-14,exp
167,167,4792,2015-05-14,exp
168,168,22979,2015-05-14,exp
169,169,85852,2015-05-14,exp
170,170,28318,2015-05-14,exp
171,171,26344,2015-05-14,exp
172,172,2672,2015-05-14,exp
173,173,3115,2015-05-14,exp
174,174,-3272,2015-05-14,exp
175,175,0,2015-05-14,exp
176,176,72796,2015-05-14,exp
177,177,1919,2015-05-14,exp
178,178,22877,2015-05-14,exp
179,179,14034,2015-05-14,exp
180,180,10662,2015-05-14,exp
181,181,26279,2015-05-14,exp
182,182,17770,2015-05-14,exp
183,183,108834,2015-05-14,exp
184,184,19323,2015-05-14,exp
185,185,1615,2015-05-14,exp
186,186,15868,2015-05-14,exp
187,187,13881,2015-05-14,exp
188,188,200162,2015-05-14,exp
189,189,13864,2015-05-14,exp
190,190,20219,2015-05-14,exp
191,191,60387,2015-05-14,exp
192,192,22499,2015-05-14,exp
193,193,17227,2015-05-14,exp
194,194,0,2015-05-14,exp
195,195,72,2015-05-14,exp
196,196,39228,2015-05-14,exp
197,197,0,2015-05-14,exp
198,198,18868,2015-05-14,exp
199,199,1206,2015-05-14,exp
200,200,1630,2015-05-14,exp
201,201,0,2015-05-14,exp
202,202,27407,2015-05-14,exp
203,203,13506,2015-05-14,exp
204,204,119131,2015-05-14,exp
205,205,173557,2015-05-14,exp
206,206,19450,2015-05-14,exp
207,207,390,2015-05-14,exp
208,208,877,2015-05-14,exp
209,209,49509,2015-05-14,exp
210,210,0,2015-05-14,exp
211,211,0,2015-05-14,exp
212,212,789,2015-05-14,exp
213,213,33138,2015-05-14,exp
214,214,7736,2015-05-14,exp
215,215,305145,2015-05-14,exp
216,216,1320,2015-05-14,exp
217,217,-946,2015-05-14,exp
218,218,76235,2015-05-14,exp
219,219,63818,2015-05-14,exp
220,220,0,2015-05-14,exp
221,221,117845,2015-05-14,exp
222,222,335760,2015-05-14,exp
223,223,208464,2015-05-14,exp
224,224,43805,2015-05-14,exp
225,225,30249,2015-05-14,exp
226,226,127280,2015-05-14,exp
227,227,0,2015-05-14,exp
228,228,18650,2015-05-14,exp
229,229,20066,2015-05-14,exp
230,230,1730,2015-05-14,exp
231,231,10385,2015-05-14,exp
232,232,13454,2015-05-14,exp
233,233,45567,2015-05-14,exp
234,234,140120,2015-05-14,exp
235,235,20175,2015-05-14,exp
236,236,1378,2015-05-14,exp
237,237,36900,2015-05-14,exp
238,238,6082,2015-05-14,exp
239,239,210375,2015-05-14,exp
240,240,16409,2015-05-14,exp
241,241,0,2015-05-14,exp
242,242,30789,2015-05-14,exp
243,243,28790,2015-05-14,exp
244,244,2821,2015-05-14,exp
245,245,19,2015-05-14,exp
246,246,0,2015-05-14,exp
247,247,5572,2015-05-14,exp
248,248,30997,2015-05-14,exp
249,249,39450,2015-05-14,exp
250,250,16765,2015-05-14,exp
251,251,29527,2015-05-14,exp
252,252,22001,2015-05-14,exp
253,253,107699,2015-05-14,exp
254,254,99669,2015-05-14,exp
255,255,1896,2015-05-14,exp
256,256,29533,2015-05-14,exp
257,257,1130,2015-05-14,exp
258,258,7333,2015-05-14,exp
259,259,0,2015-05-14,exp
260,260,172169,2015-05-14,exp
261,261,87265,2015-05-14,exp
262,262,29130,2015-05-14,exp
263,263,16578,2015-05-14,exp
264,264,299,2015-05-14,exp
265,265,1644,2015-05-14,exp
266,266,316,2015-05-14,exp
267,267,9729,2015-05-14,exp
268,268,28065,2015-05-14,exp
269,269,34762,2015-05-14,exp
270,270,14319,2015-05-14,exp
271,271,19848,2015-05-14,exp
272,272,450,2015-05-14,exp
273,273,0,2015-05-14,exp
274,274,16325,2015-05-14,exp
275,275,0,2015-05-14,exp
276,276,14310,2015-05-14,exp
277,277,-10,2015-05-14,exp
278,278,316,2015-05-14,exp
279,279,20067,2015-05-14,exp
280,280,100871,2015-05-14,exp
281,281,0,2015-05-14,exp
282,282,44149,2015-05-14,exp
283,283,103692,2015-05-14,exp
284,284,55831,2015-05-14,exp
285,285,98182,2015-05-14,exp
286,286,16171,2015-05-14,exp
287,287,63663,2015-05-14,exp
288,288,105280,2015-05-14,exp
289,289,69718,2015-05-14,exp
290,290,11765,2015-05-14,exp
291,291,325,2015-05-14,exp
292,292,0,2015-05-14,exp
293,293,2000,2015-05-14,exp
294,294,9963,2015-05-14,exp
295,295,0,2015-05-14,exp
296,296,133634,2015-05-14,exp
297,297,0,2015-05-14,exp
298,298,147993,2015-05-14,exp
299,299,30172,2015-05-14,exp
300,300,19595,2015-05-14,exp
301,301,66796,2015-05-14,exp
302,302,0,2015-05-14,exp
303,303,13687,2015-05-14,exp
304,304,15761,2015-05-14,exp
305,305,4084,2015-05-14,exp
306,306,1848,2015-05-14,exp
307,307,4590,2015-05-14,exp
308,308,0,2015-05-14,exp
309,309,13836,2015-05-14,exp
310,310,273,2015-05-14,exp
311,311,5103,2015-05-14,exp
312,312,130331,2015-05-14,exp
313,313,13057,2015-05-14,exp
314,314,58657,2015-05-14,exp
315,315,17580,2015-05-14,exp
316,316,17808,2015-05-14,exp
317,317,52175,2015-05-14,exp
318,318,397,2015-05-14,exp
319,319,29898,2015-05-14,exp
320,320,-2,2015-05-14,exp
321,321,47862,2015-05-14,exp
322,322,145645,2015-05-14,exp
323,323,8384,2015-05-14,exp
324,324,767,2015-05-14,exp
325,325,100123,2015-05-14,exp
326,326,45075,2015-05-14,exp
327,327,475,2015-05-14,exp
328,328,29566,2015-05-14,exp
329,329,24599,2015-05-14,exp
330,330,107147,2015-05-14,exp
331,331,23209,2015-05-14,exp
332,332,10167,2015-05-14,exp
333,333,20973,2015-05-14,exp
334,334,1600,2015-05-14,exp
335,335,19108,2015-05-14,exp
336,336,156664,2015-05-14,exp
337,337,158762,2015-05-14,exp
338,338,0,2015-05-14,exp
339,339,30078,2015-05-14,exp
340,340,1330,2015-05-14,exp
341,341,92,2015-05-14,exp
342,342,978,2015-05-14,exp
343,343,24815,2015-05-14,exp
344,344,-1005,2015-05-14,exp
345,345,108248,2015-05-14,exp
346,346,6182,2015-05-14,exp
347,347,1980,2015-05-14,exp
348,348,39963,2015-05-14,exp
349,349,141748,2015-05-14,exp
350,350,20796,2015-05-14,exp
351,351,0,2015-05-14,exp
352,352,0,2015-05-14,exp
353,353,0,2015-05-14,exp
354,354,19036,2015-05-14,exp
355,355,19089,2015-05-14,exp
356,356,30419,2015-05-14,exp
357,357,113966,2015-05-14,exp
358,358,171253,2015-05-14,exp
359,359,82333,2015-05-14,exp
360,360,34039,2015-05-14,exp
361,361,484612,2015-05-14,exp
362,362,74374,2015-05-14,exp
363,363,45008,2015-05-14,exp
364,364,216,2015-05-14,exp
365,365,576,2015-05-14,exp
366,366,3965,2015-05-14,exp
367,367,23171,2015-05-14,exp
368,368,2008,2015-05-14,exp
369,369,0,2015-05-14,exp
370,370,10918,2015-05-14,exp
371,371,0,2015-05-14,exp
372,372,13028,2015-05-14,exp
373,373,49718,2015-05-14,exp
374,374,24339,2015-05-14,exp
375,375,28089,2015-05-14,exp
376,376,21800,2015-05-14,exp
377,377,25183,2015-05-14,exp
378,378,3400,2015-05-14,exp
379,379,47842,2015-05-14,exp
380,380,11139,2015-05-14,exp
381,381,73875,2015-05-14,exp
382,382,1948,2015-05-14,exp
383,383,88616,2015-05-14,exp
384,384,5577,2015-05-14,exp
385,385,0,2015-05-14,exp
386,386,234939,2015-05-14,exp
387,387,0,2015-05-14,exp
388,388,72870,2015-05-14,exp
389,389,162866,2015-05-14,exp
390,390,0,2015-05-14,exp
391,391,0,2015-05-14,exp
392,392,32581,2015-05-14,exp
393,393,72090,2015-05-14,exp
394,394,21214,2015-05-14,exp
395,395,0,2015-05-14,exp
396,396,142650,2015-05-14,exp
397,397,43011,2015-05-14,exp
398,398,0,2015-05-14,exp
399,399,82733,2015-05-14,exp
400,400,119311,2015-05-14,exp
401,401,28797,2015-05-14,exp
402,402,28768,2015-05-14,exp
403,403,2344,2015-05-14,exp
404,404,25667,2015-05-14,exp
405,405,170098,2015-05-14,exp
406,406,0,2015-05-14,exp
407,407,0,2015-05-14,exp
408,408,356636,2015-05-14,exp
409,409,59508,2015-05-14,exp
410,410,168399,2015-05-14,exp
411,411,32349,2015-05-14,exp
412,412,-150,2015-05-14,exp
413,413,792,2015-05-14,exp
414,414,9218,2015-05-14,exp
415,415,19371,2015-05-14,exp
416,416,0,2015-05-14,exp
417,417,0,2015-05-14,exp
418,418,19450,2015-05-14,exp
419,419,19091,2015-05-14,exp
420,420,0,2015-05-14,exp
421,421,30002,2015-05-14,exp
422,422,157963,2015-05-14,exp
423,423,2980,2015-05-14,exp
424,424,98045,2015-05-14,exp
425,425,196698,2015-05-14,exp
426,426,0,2015-05-14,exp
427,427,15327,2015-05-14,exp
428,428,199,2015-05-14,exp
429,429,28949,2015-05-14,exp
430,430,68791,2015-05-14,exp
431,431,76070,2015-05-14,exp
432,432,292885,2015-05-14,exp
433,433,52014,2015-05-14,exp
434,434,168755,2015-05-14,exp
435,435,0,2015-05-14,exp
436,436,223690,2015-05-14,exp
437,437,150,2015-05-14,exp
438,438,60272,2015-05-14,exp
439,439,21399,2015-05-14,exp
440,440,46235,2015-05-14,exp
441,441,12645,2015-05-14,exp
442,442,93381,2015-05-14,exp
443,443,197,2015-05-14,exp
444,444,117213,2015-05-14,exp
445,445,194410,2015-05-14,exp
446,446,20329,2015-05-14,exp
447,447,82255,2015-05-14,exp
448,448,0,2015-05-14,exp
449,449,30900,2015-05-14,exp
450,450,60848,2015-05-14,exp
451,451,0,2015-05-14,exp
452,452,440982,2015-05-14,exp
453,453,127402,2015-05-14,exp
454,454,1443,2015-05-14,exp
455,455,48919,2015-05-14,exp
456,456,10600,2015-05-14,exp
457,457,77217,2015-05-14,exp
458,458,0,2015-05-14,exp
459,459,6985,2015-05-14,exp
460,460,9730,2015-05-14,exp
461,461,126075,2015-05-14,exp
462,462,1260,2015-05-14,exp
463,463,23473,2015-05-14,exp
464,464,97599,2015-05-14,exp
465,465,0,2015-05-14,exp
466,466,198999,2015-05-14,exp
467,467,167743,2015-05-14,exp
468,468,19860,2015-05-14,exp
469,469,48268,2015-05-14,exp
470,470,2870,2015-05-14,exp
471,471,257496,2015-05-14,exp
472,472,152127,2015-05-14,exp
473,473,1180,2015-05-14,exp
474,474,34213,2015-05-14,exp
475,475,0,2015-05-14,exp
476,476,30391,2015-05-14,exp
477,477,29106,2015-05-14,exp
478,478,50610,2015-05-14,exp
479,479,600,2015-05-14,exp
480,480,0,2015-05-14,exp
481,481,1069,2015-05-14,exp
482,482,140419,2015-05-14,exp
483,483,6736,2015-05-14,exp
484,484,63228,2015-05-14,exp
485,485,2306,2015-05-14,exp
486,486,115494,2015-05-14,exp
487,487,10500,2015-05-14,exp
488,488,92837,2015-05-14,exp
489,489,396,2015-05-14,exp
490,490,4414,2015-05-14,exp
491,491,0,2015-05-14,exp
492,492,20859,2015-05-14,exp
493,493,68500,2015-05-14,exp
494,494,0,2015-05-14,exp
495,495,10400,2015-05-14,exp
496,496,220,2015-05-14,exp
497,497,200526,2015-05-14,exp
498,498,30190,2015-05-14,exp
499,499,-6,2015-05-14,exp
500,500,20255,2015-05-14,exp
501,501,25128,2015-05-14,exp
502,502,31199,2015-05-14,exp
503,503,189896,2015-05-14,exp
504,504,22304,2015-05-14,exp
505,505,0,2015-05-14,exp
506,506,792,2015-05-14,exp
507,507,222831,2015-05-14,exp
508,508,37893,2015-05-14,exp
509,509,10685,2015-05-14,exp
510,510,0,2015-05-14,exp
511,511,930,2015-05-14,exp
512,512,240,2015-05-14,exp
513,513,2828,2015-05-14,exp
514,514,32566,2015-05-14,exp
515,515,15746,2015-05-14,exp
516,516,79529,2015-05-14,exp
517,517,69884,2015-05-14,exp
518,518,19003,2015-05-14,exp
519,519,9903,2015-05-14,exp
520,520,110151,2015-05-14,exp
521,521,19291,2015-05-14,exp
522,522,62408,2015-05-14,exp
523,523,106584,2015-05-14,exp
524,524,70781,2015-05-14,exp
525,525,73505,2015-05-14,exp
526,526,0,2015-05-14,exp
527,527,20759,2015-05-14,exp
528,528,167159,2015-05-14,exp
529,529,1677,2015-05-14,exp
530,530,5308,2015-05-14,exp
531,531,19322,2015-05-14,exp
532,532,18079,2015-05-14,exp
533,533,6652,2015-05-14,exp
534,534,61198,2015-05-14,exp
535,535,1620,2015-05-14,exp
536,536,4825,2015-05-14,exp
537,537,216547,2015-05-14,exp
538,538,53442,2015-05-14,exp
539,539,318,2015-05-14,exp
540,540,99005,2015-05-14,exp
541,541,218,2015-05-14,exp
542,542,0,2015-05-14,exp
543,543,28189,2015-05-14,exp
544,544,14718,2015-05-14,exp
545,545,166,2015-05-14,exp
546,546,47751,2015-05-14,exp
547,547,-65,2015-05-14,exp
548,548,0,2015-05-14,exp
549,549,10797,2015-05-14,exp
550,550,31760,2015-05-14,exp
551,551,6144,2015-05-14,exp
552,552,26854,2015-05-14,exp
553,553,30399,2015-05-14,exp
554,554,0,2015-05-14,exp
555,555,38724,2015-05-14,exp
556,556,8654,2015-05-14,exp
557,557,150,2015-05-14,exp
558,558,81603,2015-05-14,exp
559,559,0,2015-05-14,exp
560,560,61593,2015-05-14,exp
561,561,2457,2015-05-14,exp
562,562,944,2015-05-14,exp
563,563,416,2015-05-14,exp
564,564,65108,2015-05-14,exp
565,565,3346,2015-05-14,exp
566,566,2391,2015-05-14,exp
567,567,22737,2015-05-14,exp
568,568,10132,2015-05-14,exp
569,569,19166,2015-05-14,exp
570,570,0,2015-05-14,exp
571,571,19468,2015-05-14,exp
572,572,18305,2015-05-14,exp
573,573,-22,2015-05-14,exp
574,574,3177,2015-05-14,exp
575,575,6764,2015-05-14,exp
576,576,255892,2015-05-14,exp
577,577,50565,2015-05-14,exp
578,578,538,2015-05-14,exp
579,579,6987,2015-05-14,exp
580,580,2000,2015-05-14,exp
581,581,0,2015-05-14,exp
582,582,35598,2015-05-14,exp
583,583,21572,2015-05-14,exp
584,584,61556,2015-05-14,exp
585,585,45775,2015-05-14,exp
586,586,18056,2015-05-14,exp
587,587,0,2015-05-14,exp
588,588,1561,2015-05-14,exp
589,589,46516,2015-05-14,exp
590,590,17024,2015-05-14,exp
591,591,56538,2015-05-14,exp
592,592,86773,2015-05-14,exp
593,593,6020,2015-05-14,exp
594,594,42379,2015-05-14,exp
595,595,61004,2015-05-14,exp
596,596,134629,2015-05-14,exp
597,597,245462,2015-05-14,exp
598,598,0,2015-05-14,exp
599,599,60035,2015-05-14,exp
600,600,2768,2015-05-14,exp
601,601,25356,2015-05-14,exp
602,602,390,2015-05-14,exp
603,603,18015,2015-05-14,exp
604,604,30454,2015-05-14,exp
605,605,0,2015-05-14,exp
606,606,25101,2015-05-14,exp
607,607,0,2015-05-14,exp
608,608,42543,2015-05-14,exp
609,609,6368,2015-05-14,exp
610,610,390,2015-05-14,exp
611,611,13580,2015-05-14,exp
612,612,0,2015-05-14,exp
613,613,43686,2015-05-14,exp
614,614,27274,2015-05-14,exp
615,615,123528,2015-05-14,exp
616,616,24149,2015-05-14,exp
617,617,595,2015-05-14,exp
618,618,109294,2015-05-14,exp
619,619,39619,2015-05-14,exp
620,620,70805,2015-05-14,exp
621,621,30223,2015-05-14,exp
622,622,460,2015-05-14,exp
623,623,0,2015-05-14,exp
624,624,166,2015-05-14,exp
625,625,0,2015-05-14,exp
626,626,15519,2015-05-14,exp
627,627,50013,2015-05-14,exp
628,628,660,2015-05-14,exp
629,629,29553,2015-05-14,exp
630,630,6788,2015-05-14,exp
631,631,0,2015-05-14,exp
632,632,33831,2015-05-14,exp
633,633,1304,2015-05-14,exp
634,634,0,2015-05-14,exp
635,635,22628,2015-05-14,exp
636,636,0,2015-05-14,exp
637,637,6941,2015-05-14,exp
638,638,18811,2015-05-14,exp
639,639,76933,2015-05-14,exp
640,640,53672,2015-05-14,exp
641,641,144990,2015-05-14,exp
642,642,0,2015-05-14,exp
643,643,61630,2015-05-14,exp
644,644,53025,2015-05-14,exp
645,645,19637,2015-05-14,exp
646,646,-5000,2015-05-14,exp
647,647,0,2015-05-14,exp
648,648,56873,2015-05-14,exp
649,649,199250,2015-05-14,exp
650,650,18737,2015-05-14,exp
651,651,-200,2015-05-14,exp
652,652,7500,2015-05-14,exp
653,653,19115,2015-05-14,exp
654,654,0,2015-05-14,exp
655,655,8049,2015-05-14,exp
656,656,3866,2015-05-14,exp
657,657,2000,2015-05-14,exp
658,658,43883,2015-05-14,exp
659,659,0,2015-05-14,exp
660,660,2875,2015-05-14,exp
661,661,13391,2015-05-14,exp
662,662,1457,2015-05-14,exp
663,663,0,2015-05-14,exp
664,664,5810,2015-05-14,exp
665,665,29693,2015-05-14,exp
666,666,97743,2015-05-14,exp
667,667,67361,2015-05-14,exp
668,668,26157,2015-05-14,exp
669,669,97266,2015-05-14,exp
670,670,7458,2015-05-14,exp
671,671,37662,2015-05-14,exp
672,672,16387,2015-05-14,exp
673,673,78840,2015-05-14,exp
674,674,2400,2015-05-14,exp
675,675,104090,2015-05-14,exp
676,676,29240,2015-05-14,exp
677,677,165725,2015-05-14,exp
678,678,152574,2015-05-14,exp
679,679,4059,2015-05-14,exp
680,680,7024,2015-05-14,exp
681,681,22141,2015-05-14,exp
682,682,0,2015-05-14,exp
683,683,0,2015-05-14,exp
684,684,58189,2015-05-14,exp
685,685,229683,2015-05-14,exp
686,686,4852,2015-05-14,exp
687,687,1252,2015-05-14,exp
688,688,161327,2015-05-14,exp
689,689,133467,2015-05-14,exp
690,690,42256,2015-05-14,exp
691,691,0,2015-05-14,exp
692,692,0,2015-05-14,exp
693,693,122211,2015-05-14,exp
694,694,60872,2015-05-14,exp
695,695,5417,2015-05-14,exp
696,696,0,2015-05-14,exp
697,697,7349,2015-05-14,exp
698,698,0,2015-05-14,exp
699,699,3955,2015-05-14,exp
700,700,30155,2015-05-14,exp
701,701,1524,2015-05-14,exp
702,702,7384,2015-05-14,exp
703,703,0,2015-05-14,exp
704,704,20076,2015-05-14,exp
705,705,24569,2015-05-14,exp
706,706,18619,2015-05-14,exp
707,707,51507,2015-05-14,exp
708,708,13549,2015-05-14,exp
709,709,688,2015-05-14,exp
710,710,18800,2015-05-14,exp
711,711,19152,2015-05-14,exp
712,712,27960,2015-05-14,exp
713,713,319,2015-05-14,exp
714,714,0,2015-05-14,exp
715,715,-10,2015-05-14,exp
716,716,33573,2015-05-14,exp
717,717,85145,2015-05-14,exp
718,718,1261,2015-05-14,exp
719,719,0,2015-05-14,exp
720,720,11723,2015-05-14,exp
721,721,28708,2015-05-14,exp
722,722,9293,2015-05-14,exp
723,723,3333,2015-05-14,exp
724,724,8420,2015-05-14,exp
725,725,29385,2015-05-14,exp
726,726,9754,2015-05-14,exp
727,727,5329,2015-05-14,exp
728,728,-387,2015-05-14,exp
729,729,8875,2015-05-14,exp
730,730,732,2015-05-14,exp
731,731,10884,2015-05-14,exp
732,732,165447,2015-05-14,exp
733,733,-18,2015-05-14,exp
734,734,632,2015-05-14,exp
735,735,38529,2015-05-14,exp
736,736,18296,2015-05-14,exp
737,737,101913,2015-05-14,exp
738,738,105301,2015-05-14,exp
739,739,86443,2015-05-14,exp
740,740,23243,2015-05-14,exp
741,741,81862,2015-05-14,exp
742,742,0,2015-05-14,exp
743,743,55883,2015-05-14,exp
744,744,39922,2015-05-14,exp
745,745,10420,2015-05-14,exp
746,746,29949,2015-05-14,exp
747,747,16567,2015-05-14,exp
748,748,187562,2015-05-14,exp
749,749,5202,2015-05-14,exp
750,750,35229,2015-05-14,exp
751,751,4049,2015-05-14,exp
752,752,-783,2015-05-14,exp
753,753,2845,2015-05-14,exp
754,754,22725,2015-05-14,exp
755,755,688,2015-05-14,exp
756,756,45643,2015-05-14,exp
757,757,19458,2015-05-14,exp
758,758,6153,2015-05-14,exp
759,759,2131,2015-05-14,exp
760,760,30531,2015-05-14,exp
761,761,21179,2015-05-14,exp
762,762,0,2015-05-14,exp
763,763,88348,2015-05-14,exp
764,764,0,2015-05-14,exp
765,765,238245,2015-05-14,exp
766,766,3488,2015-05-14,exp
767,767,38080,2015-05-14,exp
768,768,11737,2015-05-14,exp
769,769,0,2015-05-14,exp
770,770,0,2015-05-14,exp
771,771,11114,2015-05-14,exp
772,772,316,2015-05-14,exp
773,773,10140,2015-05-14,exp
774,774,114969,2015-05-14,exp
775,775,0,2015-05-14,exp
776,776,46404,2015-05-14,exp
777,777,1483,2015-05-14,exp
778,778,-420,2015-05-14,exp
779,779,4639,2015-05-14,exp
780,780,36059,2015-05-14,exp
781,781,41278,2015-05-14,exp
782,782,1313,2015-05-14,exp
783,783,85325,2015-05-14,exp
784,784,0,2015-05-14,exp
785,785,75211,2015-05-14,exp
786,786,0,2015-05-14,exp
787,787,1815,2015-05-14,exp
788,788,16160,2015-05-14,exp
789,789,14657,2015-05-14,exp
790,790,0,2015-05-14,exp
791,791,26507,2015-05-14,exp
792,792,-527,2015-05-14,exp
793,793,-281,2015-05-14,exp
794,794,-288,2015-05-14,exp
795,795,19323,2015-05-14,exp
796,796,78168,2015-05-14,exp
797,797,0,2015-05-14,exp
798,798,0,2015-05-14,exp
799,799,17932,2015-05-14,exp
800,800,30337,2015-05-14,exp
801,801,0,2015-05-14,exp
802,802,17363,2015-05-14,exp
803,803,10174,2015-05-14,exp
804,804,0,2015-05-14,exp
805,805,0,2015-05-14,exp
806,806,0,2015-05-14,exp
807,807,7328,2015-05-14,exp
808,808,20532,2015-05-14,exp
809,809,35758,2015-05-14,exp
810,810,27268,2015-05-14,exp
811,811,12329,2015-05-14,exp
812,812,2016,2015-05-14,exp
813,813,1086,2015-05-14,exp
814,814,11396,2015-05-14,exp
815,815,70727,2015-05-14,exp
816,816,162244,2015-05-14,exp
817,817,49185,2015-05-14,exp
818,818,8402,2015-05-14,exp
819,819,2605,2015-05-14,exp
820,820,18480,2015-05-14,exp
821,821,390,2015-05-14,exp
822,822,26036,2015-05-14,exp
823,823,34631,2015-05-14,exp
824,824,20196,2015-05-14,exp
825,825,12660,2015-05-14,exp
826,826,0,2015-05-14,exp
827,827,29237,2015-05-14,exp
828,828,6963,2015-05-14,exp
829,829,0,2015-05-14,exp
830,830,9343,2015-05-14,exp
831,831,3633,2015-05-14,exp
832,832,21796,2015-05-14,exp
