tid,account,amount,date,type
147,147,17560,2005-06-14,exp
148,148,135668,2005-06-14,exp
149,149,9898,2005-06-14,exp
150,150,0,2005-06-14,exp
151,151,64648,2005-06-14,exp
152,152,41087,2005-06-14,exp
153,153,630,2005-06-14,exp
154,154,101783,2005-06-14,exp
155,155,11935,2005-06-14,exp
156,156,43129,2005-06-14,exp
157,157,90938,2005-06-14,exp
158,158,167163,2005-06-14,exp
159,159,137277,2005-06-14,exp
160,160,13427,2005-06-14,exp
161,161,28168,2005-06-14,exp
162,162,216,2005-06-14,exp
163,163,792,2005-06-14,exp
164,164,152803,2005-06-14,exp
165,165,26034,2005-06-14,exp
166,166,74737,2005-06-14,exp
167,167,15398,2005-06-14,exp
168,168,29336,2005-06-14,exp
169,169,77317,2005-06-14,exp
170,170,27737,2005-06-14,exp
171,171,27598,2005-06-14,exp
172,172,4340,2005-06-14,exp
173,173,7457,2005-06-14,exp
174,174,-2898,2005-06-14,exp
175,175,0,2005-06-14,exp
176,176,68557,2005-06-14,exp
177,177,1438,2005-06-14,exp
178,178,30221,2005-06-14,exp
179,179,13130,2005-06-14,exp
180,180,61467,2005-06-14,exp
181,181,26605,2005-06-14,exp
182,182,17364,2005-06-14,exp
183,183,122967,2005-06-14,exp
184,184,18971,2005-06-14,exp
185,185,12280,2005-06-14,exp
186,186,16268,2005-06-14,exp
187,187,68445,2005-06-14,exp
188,188,196186,2005-06-14,exp
189,189,13576,2005-06-14,exp
190,190,20835,2005-06-14,exp
191,191,65875,2005-06-14,exp
192,192,23005,2005-06-14,exp
193,193,0,2005-06-14,exp
194,194,10200,2005-06-14,exp
195,195,-14,2005-06-14,exp
196,196,38462,2005-06-14,exp
197,197,116,2005-06-14,exp
198,198,8332,2005-06-14,exp
199,199,1251,2005-06-14,exp
200,200,29836,2005-06-14,exp
201,201,0,2005-06-14,exp
202,202,20225,2005-06-14,exp
203,203,5818,2005-06-14,exp
204,204,116000,2005-06-14,exp
205,205,190211,2005-06-14,exp
206,206,19339,2005-06-14,exp
207,207,390,2005-06-14,exp
208,208,3763,2005-06-14,exp
209,209,49552,2005-06-14,exp
210,210,1690,2005-06-14,exp
211,211,8303,2005-06-14,exp
212,212,123,2005-06-14,exp
213,213,36207,2005-06-14,exp
214,214,12992,2005-06-14,exp
215,215,479978,2005-06-14,exp
216,216,240,2005-06-14,exp
217,217,-946,2005-06-14,exp
218,218,80016,2005-06-14,exp
219,219,73315,2005-06-14,exp
220,220,0,2005-06-14,exp
221,221,114690,2005-06-14,exp
222,222,333860,2005-06-14,exp
223,223,215827,2005-06-14,exp
224,224,65913,2005-06-14,exp
225,225,30394,2005-06-14,exp
226,226,125514,2005-06-14,exp
227,227,569,2005-06-14,exp
228,228,18768,2005-06-14,exp
229,229,21247,2005-06-14,exp
230,230,7630,2005-06-14,exp
231,231,19420,2005-06-14,exp
232,232,16875,2005-06-14,exp
233,233,2624,2005-06-14,exp
234,234,142323,2005-06-14,exp
235,235,20694,2005-06-14,exp
236,236,1719,2005-06-14,exp
237,237,44384,2005-06-14,exp
238,238,893,2005-06-14,exp
239,239,207642,2005-06-14,exp
240,240,19068,2005-06-14,exp
241,241,0,2005-06-14,exp
242,242,50803,2005-06-14,exp
243,243,27990,2005-06-14,exp
244,244,0,2005-06-14,exp
245,245,19,2005-06-14,exp
246,246,19575,2005-06-14,exp
247,247,1010,2005-06-14,exp
248,248,30337,2005-06-14,exp
249,249,51137,2005-06-14,exp
250,250,16418,2005-06-14,exp
251,251,30115,2005-06-14,exp
252,252,25255,2005-06-14,exp
253,253,105334,2005-06-14,exp
254,254,7222,2005-06-14,exp
255,255,4944,2005-06-14,exp
256,256,29928,2005-06-14,exp
257,257,1355,2005-06-14,exp
258,258,52572,2005-06-14,exp
259,259,0,2005-06-14,exp
260,260,169115,2005-06-14,exp
261,261,103776,2005-06-14,exp
262,262,27823,2005-06-14,exp
263,263,18941,2005-06-14,exp
264,264,0,2005-06-14,exp
265,265,188,2005-06-14,exp
266,266,316,2005-06-14,exp
267,267,9182,2005-06-14,exp
268,268,49654,2005-06-14,exp
269,269,34586,2005-06-14,exp
270,270,13968,2005-06-14,exp
271,271,19713,2005-06-14,exp
272,272,900,2005-06-14,exp
273,273,0,2005-06-14,exp
274,274,14512,2005-06-14,exp
275,275,0,2005-06-14,exp
276,276,30163,2005-06-14,exp
277,277,2641,2005-06-14,exp
278,278,316,2005-06-14,exp
279,279,20046,2005-06-14,exp
280,280,99029,2005-06-14,exp
281,281,1814,2005-06-14,exp
282,282,69669,2005-06-14,exp
283,283,122196,2005-06-14,exp
284,284,52336,2005-06-14,exp
285,285,94814,2005-06-14,exp
286,286,20076,2005-06-14,exp
287,287,62683,2005-06-14,exp
288,288,113135,2005-06-14,exp
289,289,69856,2005-06-14,exp
290,290,10765,2005-06-14,exp
291,291,898,2005-06-14,exp
292,292,0,2005-06-14,exp
293,293,2182,2005-06-14,exp
294,294,9901,2005-06-14,exp
295,295,0,2005-06-14,exp
296,296,133345,2005-06-14,exp
297,297,1423,2005-06-14,exp
298,298,148190,2005-06-14,exp
299,299,29701,2005-06-14,exp
300,300,12601,2005-06-14,exp
301,301,66926,2005-06-14,exp
302,302,0,2005-06-14,exp
303,303,12898,2005-06-14,exp
304,304,15824,2005-06-14,exp
305,305,4242,2005-06-14,exp
306,306,1256,2005-06-14,exp
307,307,8500,2005-06-14,exp
308,308,0,2005-06-14,exp
309,309,12841,2005-06-14,exp
310,310,4889,2005-06-14,exp
311,311,5322,2005-06-14,exp
312,312,127814,2005-06-14,exp
313,313,10411,2005-06-14,exp
314,314,54723,2005-06-14,exp
315,315,28776,2005-06-14,exp
316,316,17277,2005-06-14,exp
317,317,50894,2005-06-14,exp
318,318,452,2005-06-14,exp
319,319,29742,2005-06-14,exp
320,320,-2,2005-06-14,exp
321,321,48647,2005-06-14,exp
322,322,155628,2005-06-14,exp
323,323,7476,2005-06-14,exp
324,324,2100,2005-06-14,exp
325,325,95631,2005-06-14,exp
326,326,40555,2005-06-14,exp
327,327,950,2005-06-14,exp
328,328,30184,2005-06-14,exp
329,329,2190,2005-06-14,exp
330,330,104975,2005-06-14,exp
331,331,6773,2005-06-14,exp
332,332,9826,2005-06-14,exp
333,333,11427,2005-06-14,exp
334,334,0,2005-06-14,exp
335,335,19453,2005-06-14,exp
336,336,153538,2005-06-14,exp
337,337,158114,2005-06-14,exp
338,338,0,2005-06-14,exp
339,339,30929,2005-06-14,exp
340,340,1100,2005-06-14,exp
341,341,0,2005-06-14,exp
342,342,680,2005-06-14,exp
343,343,20183,2005-06-14,exp
344,344,122295,2005-06-14,exp
345,345,105894,2005-06-14,exp
346,346,2303,2005-06-14,exp
347,347,3542,2005-06-14,exp
348,348,45545,2005-06-14,exp
349,349,139679,2005-06-14,exp
350,350,20222,2005-06-14,exp
351,351,1940,2005-06-14,exp
352,352,-3684,2005-06-14,exp
353,353,0,2005-06-14,exp
354,354,51042,2005-06-14,exp
355,355,18530,2005-06-14,exp
356,356,29981,2005-06-14,exp
357,357,113133,2005-06-14,exp
358,358,174675,2005-06-14,exp
359,359,80631,2005-06-14,exp
360,360,2351,2005-06-14,exp
361,361,505507,2005-06-14,exp
362,362,72849,2005-06-14,exp
363,363,44039,2005-06-14,exp
364,364,2000,2005-06-14,exp
365,365,665,2005-06-14,exp
366,366,0,2005-06-14,exp
367,367,23319,2005-06-14,exp
368,368,2813,2005-06-14,exp
369,369,0,2005-06-14,exp
370,370,11084,2005-06-14,exp
371,371,0,2005-06-14,exp
372,372,8578,2005-06-14,exp
373,373,42451,2005-06-14,exp
374,374,23221,2005-06-14,exp
375,375,106288,2005-06-14,exp
376,376,21495,2005-06-14,exp
377,377,21509,2005-06-14,exp
378,378,4991,2005-06-14,exp
379,379,44584,2005-06-14,exp
380,380,9577,2005-06-14,exp
381,381,72367,2005-06-14,exp
382,382,3559,2005-06-14,exp
383,383,90859,2005-06-14,exp
384,384,5464,2005-06-14,exp
385,385,25280,2005-06-14,exp
386,386,240865,2005-06-14,exp
387,387,0,2005-06-14,exp
388,388,70646,2005-06-14,exp
389,389,159653,2005-06-14,exp
390,390,291,2005-06-14,exp
391,391,0,2005-06-14,exp
392,392,37154,2005-06-14,exp
393,393,76218,2005-06-14,exp
394,394,19996,2005-06-14,exp
395,395,0,2005-06-14,exp
396,396,142590,2005-06-14,exp
397,397,43011,2005-06-14,exp
398,398,848,2005-06-14,exp
399,399,91143,2005-06-14,exp
400,400,116313,2005-06-14,exp
401,401,65372,2005-06-14,exp
402,402,28665,2005-06-14,exp
403,403,0,2005-06-14,exp
404,404,25142,2005-06-14,exp
405,405,166893,2005-06-14,exp
406,406,0,2005-06-14,exp
407,407,0,2005-06-14,exp
408,408,376657,2005-06-14,exp
409,409,61565,2005-06-14,exp
410,410,182672,2005-06-14,exp
411,411,31601,2005-06-14,exp
412,412,367,2005-06-14,exp
413,413,4595,2005-06-14,exp
414,414,10596,2005-06-14,exp
415,415,9033,2005-06-14,exp
416,416,0,2005-06-14,exp
417,417,0,2005-06-14,exp
418,418,17895,2005-06-14,exp
419,419,18753,2005-06-14,exp
420,420,0,2005-06-14,exp
421,421,27959,2005-06-14,exp
422,422,156977,2005-06-14,exp
423,423,371,2005-06-14,exp
424,424,97090,2005-06-14,exp
425,425,205798,2005-06-14,exp
426,426,0,2005-06-14,exp
427,427,12583,2005-06-14,exp
428,428,398,2005-06-14,exp
429,429,29401,2005-06-14,exp
430,430,117766,2005-06-14,exp
431,431,74424,2005-06-14,exp
432,432,292869,2005-06-14,exp
433,433,50990,2005-06-14,exp
434,434,169365,2005-06-14,exp
435,435,1770,2005-06-14,exp
436,436,217644,2005-06-14,exp
437,437,300,2005-06-14,exp
438,438,60605,2005-06-14,exp
439,439,44982,2005-06-14,exp
440,440,37642,2005-06-14,exp
441,441,1695,2005-06-14,exp
442,442,91451,2005-06-14,exp
443,443,0,2005-06-14,exp
444,444,114881,2005-06-14,exp
445,445,200643,2005-06-14,exp
446,446,24875,2005-06-14,exp
447,447,90983,2005-06-14,exp
448,448,5400,2005-06-14,exp
449,449,30384,2005-06-14,exp
450,450,65000,2005-06-14,exp
451,451,0,2005-06-14,exp
452,452,447130,2005-06-14,exp
453,453,122388,2005-06-14,exp
454,454,1443,2005-06-14,exp
455,455,49340,2005-06-14,exp
456,456,15031,2005-06-14,exp
457,457,72383,2005-06-14,exp
458,458,25775,2005-06-14,exp
459,459,8162,2005-06-14,exp
460,460,17630,2005-06-14,exp
461,461,123022,2005-06-14,exp
462,462,2980,2005-06-14,exp
463,463,3015,2005-06-14,exp
464,464,99283,2005-06-14,exp
465,465,0,2005-06-14,exp
466,466,201331,2005-06-14,exp
467,467,218541,2005-06-14,exp
468,468,22046,2005-06-14,exp
469,469,42568,2005-06-14,exp
470,470,307,2005-06-14,exp
471,471,252195,2005-06-14,exp
472,472,195991,2005-06-14,exp
473,473,2144,2005-06-14,exp
474,474,32193,2005-06-14,exp
475,475,6440,2005-06-14,exp
476,476,29614,2005-06-14,exp
477,477,28513,2005-06-14,exp
478,478,71248,2005-06-14,exp
479,479,300,2005-06-14,exp
480,480,0,2005-06-14,exp
481,481,0,2005-06-14,exp
482,482,144035,2005-06-14,exp
483,483,37876,2005-06-14,exp
484,484,67009,2005-06-14,exp
485,485,556,2005-06-14,exp
486,486,130139,2005-06-14,exp
487,487,0,2005-06-14,exp
488,488,91193,2005-06-14,exp
489,489,396,2005-06-14,exp
490,490,3885,2005-06-14,exp
491,491,0,2005-06-14,exp
492,492,24368,2005-06-14,exp
493,493,108724,2005-06-14,exp
494,494,0,2005-06-14,exp
495,495,10040,2005-06-14,exp
496,496,390,2005-06-14,exp
497,497,196814,2005-06-14,exp
498,498,18848,2005-06-14,exp
499,499,120,2005-06-14,exp
500,500,20705,2005-06-14,exp
501,501,24161,2005-06-14,exp
502,502,27320,2005-06-14,exp
503,503,186635,2005-06-14,exp
504,504,22304,2005-06-14,exp
505,505,0,2005-06-14,exp
506,506,0,2005-06-14,exp
507,507,249445,2005-06-14,exp
508,508,35813,2005-06-14,exp
509,509,10914,2005-06-14,exp
510,510,10446,2005-06-14,exp
511,511,1411,2005-06-14,exp
512,512,240,2005-06-14,exp
513,513,1743,2005-06-14,exp
514,514,31924,2005-06-14,exp
515,515,16467,2005-06-14,exp
516,516,78762,2005-06-14,exp
517,517,68392,2005-06-14,exp
518,518,18614,2005-06-14,exp
519,519,10050,2005-06-14,exp
520,520,104864,2005-06-14,exp
521,521,18744,2005-06-14,exp
522,522,44310,2005-06-14,exp
523,523,125984,2005-06-14,exp
524,524,70804,2005-06-14,exp
525,525,71761,2005-06-14,exp
526,526,1831,2005-06-14,exp
527,527,19446,2005-06-14,exp
528,528,163781,2005-06-14,exp
529,529,-8,2005-06-14,exp
530,530,362,2005-06-14,exp
531,531,18165,2005-06-14,exp
532,532,17710,2005-06-14,exp
533,533,6908,2005-06-14,exp
534,534,62470,2005-06-14,exp
535,535,1800,2005-06-14,exp
536,536,578,2005-06-14,exp
537,537,252584,2005-06-14,exp
538,538,59105,2005-06-14,exp
539,539,0,2005-06-14,exp
540,540,97004,2005-06-14,exp
541,541,0,2005-06-14,exp
542,542,0,2005-06-14,exp
543,543,27533,2005-06-14,exp
544,544,29735,2005-06-14,exp
545,545,9785,2005-06-14,exp
546,546,46495,2005-06-14,exp
547,547,-65,2005-06-14,exp
548,548,0,2005-06-14,exp
549,549,12608,2005-06-14,exp
550,550,35424,2005-06-14,exp
551,551,6781,2005-06-14,exp
552,552,0,2005-06-14,exp
553,553,28842,2005-06-14,exp
554,554,0,2005-06-14,exp
555,555,38184,2005-06-14,exp
556,556,2632,2005-06-14,exp
557,557,350,2005-06-14,exp
558,558,79829,2005-06-14,exp
559,559,0,2005-06-14,exp
560,560,60466,2005-06-14,exp
561,561,6621,2005-06-14,exp
562,562,999,2005-06-14,exp
563,563,416,2005-06-14,exp
564,564,63723,2005-06-14,exp
565,565,4240,2005-06-14,exp
566,566,6706,2005-06-14,exp
567,567,18219,2005-06-14,exp
568,568,10540,2005-06-14,exp
569,569,20284,2005-06-14,exp
570,570,0,2005-06-14,exp
571,571,5065,2005-06-14,exp
572,572,18815,2005-06-14,exp
573,573,-22,2005-06-14,exp
574,574,489,2005-06-14,exp
575,575,1459,2005-06-14,exp
576,576,284660,2005-06-14,exp
577,577,37526,2005-06-14,exp
578,578,4082,2005-06-14,exp
579,579,7131,2005-06-14,exp
580,580,3377,2005-06-14,exp
581,581,0,2005-06-14,exp
582,582,29266,2005-06-14,exp
583,583,1036,2005-06-14,exp
584,584,60452,2005-06-14,exp
585,585,48943,2005-06-14,exp
586,586,16723,2005-06-14,exp
587,587,0,2005-06-14,exp
588,588,9631,2005-06-14,exp
589,589,45584,2005-06-14,exp
590,590,67057,2005-06-14,exp
591,591,65840,2005-06-14,exp
592,592,85715,2005-06-14,exp
593,593,7106,2005-06-14,exp
594,594,41358,2005-06-14,exp
595,595,59756,2005-06-14,exp
596,596,135253,2005-06-14,exp
597,597,255832,2005-06-14,exp
598,598,0,2005-06-14,exp
599,599,58886,2005-06-14,exp
600,600,2303,2005-06-14,exp
601,601,25095,2005-06-14,exp
602,602,390,2005-06-14,exp
603,603,17647,2005-06-14,exp
604,604,28740,2005-06-14,exp
605,605,0,2005-06-14,exp
606,606,23437,2005-06-14,exp
607,607,7500,2005-06-14,exp
608,608,44097,2005-06-14,exp
609,609,0,2005-06-14,exp
610,610,561,2005-06-14,exp
611,611,18900,2005-06-14,exp
612,612,0,2005-06-14,exp
613,613,46755,2005-06-14,exp
614,614,26710,2005-06-14,exp
615,615,116284,2005-06-14,exp
616,616,24085,2005-06-14,exp
617,617,0,2005-06-14,exp
618,618,106651,2005-06-14,exp
619,619,39639,2005-06-14,exp
620,620,71629,2005-06-14,exp
621,621,33080,2005-06-14,exp
622,622,460,2005-06-14,exp
623,623,0,2005-06-14,exp
624,624,0,2005-06-14,exp
625,625,0,2005-06-14,exp
626,626,15916,2005-06-14,exp
627,627,51757,2005-06-14,exp
628,628,660,2005-06-14,exp
629,629,29201,2005-06-14,exp
630,630,3411,2005-06-14,exp
631,631,0,2005-06-14,exp
632,632,30487,2005-06-14,exp
633,633,4300,2005-06-14,exp
634,634,0,2005-06-14,exp
635,635,30452,2005-06-14,exp
636,636,228,2005-06-14,exp
637,637,6918,2005-06-14,exp
638,638,19894,2005-06-14,exp
639,639,20472,2005-06-14,exp
640,640,55888,2005-06-14,exp
641,641,141937,2005-06-14,exp
642,642,0,2005-06-14,exp
643,643,58091,2005-06-14,exp
644,644,48907,2005-06-14,exp
645,645,19006,2005-06-14,exp
646,646,0,2005-06-14,exp
647,647,0,2005-06-14,exp
648,648,55639,2005-06-14,exp
649,649,195517,2005-06-14,exp
650,650,19617,2005-06-14,exp
651,651,300,2005-06-14,exp
652,652,7500,2005-06-14,exp
653,653,18666,2005-06-14,exp
654,654,42000,2005-06-14,exp
655,655,7624,2005-06-14,exp
656,656,5400,2005-06-14,exp
657,657,7760,2005-06-14,exp
658,658,50386,2005-06-14,exp
659,659,14556,2005-06-14,exp
660,660,1714,2005-06-14,exp
661,661,12145,2005-06-14,exp
662,662,787,2005-06-14,exp
663,663,0,2005-06-14,exp
664,664,6000,2005-06-14,exp
665,665,29107,2005-06-14,exp
666,666,98071,2005-06-14,exp
667,667,63926,2005-06-14,exp
668,668,25873,2005-06-14,exp
669,669,103384,2005-06-14,exp
670,670,7318,2005-06-14,exp
671,671,37075,2005-06-14,exp
672,672,15642,2005-06-14,exp
673,673,82177,2005-06-14,exp
674,674,2400,2005-06-14,exp
675,675,102284,2005-06-14,exp
676,676,31641,2005-06-14,exp
677,677,161870,2005-06-14,exp
678,678,149573,2005-06-14,exp
679,679,7423,2005-06-14,exp
680,680,7024,2005-06-14,exp
681,681,21158,2005-06-14,exp
682,682,0,2005-06-14,exp
683,683,0,2005-06-14,exp
684,684,54762,2005-06-14,exp
685,685,231580,2005-06-14,exp
686,686,174397,2005-06-14,exp
687,687,642,2005-06-14,exp
688,688,167201,2005-06-14,exp
689,689,130735,2005-06-14,exp
690,690,43882,2005-06-14,exp
691,691,54340,2005-06-14,exp
692,692,0,2005-06-14,exp
693,693,119136,2005-06-14,exp
694,694,57871,2005-06-14,exp
695,695,14257,2005-06-14,exp
696,696,0,2005-06-14,exp
697,697,6611,2005-06-14,exp
698,698,0,2005-06-14,exp
699,699,35752,2005-06-14,exp
700,700,30305,2005-06-14,exp
701,701,0,2005-06-14,exp
702,702,0,2005-06-14,exp
703,703,0,2005-06-14,exp
704,704,20036,2005-06-14,exp
705,705,25110,2005-06-14,exp
706,706,18425,2005-06-14,exp
707,707,53663,2005-06-14,exp
708,708,12758,2005-06-14,exp
709,709,688,2005-06-14,exp
710,710,18424,2005-06-14,exp
711,711,18569,2005-06-14,exp
712,712,26410,2005-06-14,exp
713,713,2404,2005-06-14,exp
714,714,0,2005-06-14,exp
715,715,1250,2005-06-14,exp
716,716,32014,2005-06-14,exp
717,717,82586,2005-06-14,exp
718,718,3758,2005-06-14,exp
719,719,0,2005-06-14,exp
720,720,23799,2005-06-14,exp
721,721,25778,2005-06-14,exp
722,722,8628,2005-06-14,exp
723,723,3333,2005-06-14,exp
724,724,316,2005-06-14,exp
725,725,30003,2005-06-14,exp
726,726,9508,2005-06-14,exp
727,727,8894,2005-06-14,exp
728,728,-387,2005-06-14,exp
729,729,79407,2005-06-14,exp
730,730,1173,2005-06-14,exp
731,731,9983,2005-06-14,exp
732,732,161934,2005-06-14,exp
733,733,-18,2005-06-14,exp
734,734,316,2005-06-14,exp
735,735,40659,2005-06-14,exp
736,736,17920,2005-06-14,exp
737,737,100829,2005-06-14,exp
738,738,58397,2005-06-14,exp
739,739,85723,2005-06-14,exp
740,740,22768,2005-06-14,exp
741,741,80141,2005-06-14,exp
742,742,0,2005-06-14,exp
743,743,55024,2005-06-14,exp
744,744,41112,2005-06-14,exp
745,745,12713,2005-06-14,exp
746,746,25556,2005-06-14,exp
747,747,14949,2005-06-14,exp
748,748,193403,2005-06-14,exp
749,749,4825,2005-06-14,exp
750,750,36374,2005-06-14,exp
751,751,2719,2005-06-14,exp
752,752,18889,2005-06-14,exp
753,753,19147,2005-06-14,exp
754,754,29092,2005-06-14,exp
755,755,285,2005-06-14,exp
756,756,116400,2005-06-14,exp
757,757,24616,2005-06-14,exp
758,758,-828,2005-06-14,exp
759,759,9603,2005-06-14,exp
760,760,31016,2005-06-14,exp
761,761,21969,2005-06-14,exp
762,762,233,2005-06-14,exp
763,763,0,2005-06-14,exp
764,764,3113,2005-06-14,exp
765,765,242579,2005-06-14,exp
766,766,4535,2005-06-14,exp
767,767,36829,2005-06-14,exp
768,768,10217,2005-06-14,exp
769,769,0,2005-06-14,exp
770,770,2473,2005-06-14,exp
771,771,9744,2005-06-14,exp
772,772,316,2005-06-14,exp
773,773,10472,2005-06-14,exp
774,774,112822,2005-06-14,exp
775,775,11044,2005-06-14,exp
776,776,42733,2005-06-14,exp
777,777,5297,2005-06-14,exp
778,778,-810,2005-06-14,exp
779,779,639,2005-06-14,exp
780,780,0,2005-06-14,exp
781,781,44020,2005-06-14,exp
782,782,1177,2005-06-14,exp
783,783,83609,2005-06-14,exp
784,784,0,2005-06-14,exp
785,785,76870,2005-06-14,exp
786,786,0,2005-06-14,exp
787,787,1539,2005-06-14,exp
788,788,11674,2005-06-14,exp
789,789,14360,2005-06-14,exp
790,790,0,2005-06-14,exp
791,791,25964,2005-06-14,exp
792,792,-254,2005-06-14,exp
793,793,-281,2005-06-14,exp
794,794,-288,2005-06-14,exp
795,795,18299,2005-06-14,exp
796,796,76705,2005-06-14,exp
797,797,0,2005-06-14,exp
798,798,7781,2005-06-14,exp
799,799,18365,2005-06-14,exp
800,800,32331,2005-06-14,exp
801,801,0,2005-06-14,exp
802,802,19333,2005-06-14,exp
803,803,7472,2005-06-14,exp
804,804,0,2005-06-14,exp
805,805,0,2005-06-14,exp
806,806,0,2005-06-14,exp
807,807,1145,2005-06-14,exp
808,808,19245,2005-06-14,exp
809,809,33726,2005-06-14,exp
810,810,28574,2005-06-14,exp
811,811,12329,2005-06-14,exp
812,812,326,2005-06-14,exp
813,813,0,2005-06-14,exp
814,814,11304,2005-06-14,exp
815,815,69387,2005-06-14,exp
816,816,158542,2005-06-14,exp
817,817,50361,2005-06-14,exp
818,818,0,2005-06-14,exp
819,819,2605,2005-06-14,exp
820,820,17912,2005-06-14,exp
821,821,780,2005-06-14,exp
822,822,26667,2005-06-14,exp
823,823,35037,2005-06-14,exp
824,824,19983,2005-06-14,exp
825,825,12660,2005-06-14,exp
826,826,0,2005-06-14,exp
827,827,27693,2005-06-14,exp
828,828,8164,2005-06-14,exp
829,829,0,2005-06-14,exp
830,830,16483,2005-06-14,exp
831,831,1633,2005-06-14,exp
832,832,22719,2005-06-14,exp
