tid,account,amount,date,type
65,65,0,2005-07-14,exp
66,66,144076,2005-07-14,exp
67,67,3978,2005-07-14,exp
68,68,1159,2005-07-14,exp
69,69,-9850,2005-07-14,exp
70,70,17285,2005-07-14,exp
71,71,390,2005-07-14,exp
72,72,60184,2005-07-14,exp
73,73,-684,2005-07-14,exp
74,74,3155,2005-07-14,exp
75,75,23337,2005-07-14,exp
76,76,16642,2005-07-14,exp
77,77,36087,2005-07-14,exp
78,78,291,2005-07-14,exp
79,79,30326,2005-07-14,exp
80,80,0,2005-07-14,exp
81,81,162702,2005-07-14,exp
82,82,30400,2005-07-14,exp
83,83,28108,2005-07-14,exp
84,84,126819,2005-07-14,exp
85,85,21489,2005-07-14,exp
86,86,71934,2005-07-14,exp
87,87,780,2005-07-14,exp
88,88,6604,2005-07-14,exp
89,89,17740,2005-07-14,exp
90,90,9651,2005-07-14,exp
91,91,142460,2005-07-14,exp
92,92,3968,2005-07-14,exp
93,93,0,2005-07-14,exp
94,94,840,2005-07-14,exp
95,95,47214,2005-07-14,exp
96,96,87653,2005-07-14,exp
97,97,3394,2005-07-14,exp
98,98,89006,2005-07-14,exp
99,99,16997,2005-07-14,exp
100,100,19559,2005-07-14,exp
101,101,850,2005-07-14,exp
102,102,32475,2005-07-14,exp
103,103,479432,2005-07-14,exp
104,104,38347,2005-07-14,exp
105,105,59175,2005-07-14,exp
106,106,0,2005-07-14,exp
107,107,3277,2005-07-14,exp
108,108,722,2005-07-14,exp
109,109,39940,2005-07-14,exp
110,110,-103,2005-07-14,exp
111,111,105594,2005-07-14,exp
112,112,15181,2005-07-14,exp
113,113,134813,2005-07-14,exp
114,114,54477,2005-07-14,exp
115,115,20259,2005-07-14,exp
116,116,18631,2005-07-14,exp
117,117,326,2005-07-14,exp
118,118,16630,2005-07-14,exp
119,119,11867,2005-07-14,exp
120,120,53015,2005-07-14,exp
121,121,48953,2005-07-14,exp
122,122,0,2005-07-14,exp
123,123,0,2005-07-14,exp
124,124,306314,2005-07-14,exp
125,125,19298,2005-07-14,exp
126,126,0,2005-07-14,exp
127,127,98951,2005-07-14,exp
128,128,99278,2005-07-14,exp
129,129,4503,2005-07-14,exp
130,130,57244,2005-07-14,exp
131,131,3508,2005-07-14,exp
132,132,3301,2005-07-14,exp
133,133,229049,2005-07-14,exp
134,134,229644,2005-07-14,exp
135,135,26712,2005-07-14,exp
136,136,13681,2005-07-14,exp
137,137,22000,2005-07-14,exp
138,138,8792,2005-07-14,exp
139,139,5880,2005-07-14,exp
140,140,49586,2005-07-14,exp
141,141,0,2005-07-14,exp
142,142,832,2005-07-14,exp
143,143,20583,2005-07-14,exp
144,144,10000,2005-07-14,exp
145,145,344,2005-07-14,exp
146,146,7315,2005-07-14,exp
147,147,20852,2005-07-14,exp
148,148,93069,2005-07-14,exp
149,149,10205,2005-07-14,exp
150,150,21400,2005-07-14,exp
151,151,68336,2005-07-14,exp
152,152,43476,2005-07-14,exp
153,153,1000,2005-07-14,exp
154,154,132257,2005-07-14,exp
155,155,11427,2005-07-14,exp
156,156,32073,2005-07-14,exp
157,157,89643,2005-07-14,exp
158,158,189524,2005-07-14,exp
159,159,129847,2005-07-14,exp
160,160,13447,2005-07-14,exp
161,161,26718,2005-07-14,exp
162,162,780,2005-07-14,exp
163,163,396,2005-07-14,exp
164,164,151841,2005-07-14,exp
165,165,24908,2005-07-14,exp
166,166,104855,2005-07-14,exp
167,167,8204,2005-07-14,exp
168,168,58824,2005-07-14,exp
169,169,75526,2005-07-14,exp
170,170,29366,2005-07-14,exp
171,171,30534,2005-07-14,exp
172,172,0,2005-07-14,exp
173,173,11650,2005-07-14,exp
174,174,-709,2005-07-14,exp
175,175,77,2005-07-14,exp
176,176,67282,2005-07-14,exp
177,177,600,2005-07-14,exp
178,178,48363,2005-07-14,exp
179,179,13221,2005-07-14,exp
180,180,80250,2005-07-14,exp
181,181,25331,2005-07-14,exp
182,182,14873,2005-07-14,exp
183,183,110340,2005-07-14,exp
184,184,48839,2005-07-14,exp
185,185,13070,2005-07-14,exp
186,186,15323,2005-07-14,exp
187,187,5287,2005-07-14,exp
188,188,193936,2005-07-14,exp
189,189,10270,2005-07-14,exp
190,190,21461,2005-07-14,exp
191,191,62102,2005-07-14,exp
192,192,21669,2005-07-14,exp
193,193,0,2005-07-14,exp
194,194,21282,2005-07-14,exp
195,195,18250,2005-07-14,exp
196,196,37680,2005-07-14,exp
197,197,0,2005-07-14,exp
198,198,19065,2005-07-14,exp
199,199,2299,2005-07-14,exp
200,200,28122,2005-07-14,exp
201,201,0,2005-07-14,exp
202,202,17985,2005-07-14,exp
203,203,13001,2005-07-14,exp
204,204,113736,2005-07-14,exp
205,205,234192,2005-07-14,exp
206,206,20237,2005-07-14,exp
207,207,390,2005-07-14,exp
208,208,343,2005-07-14,exp
209,209,79599,2005-07-14,exp
210,210,2854,2005-07-14,exp
211,211,111520,2005-07-14,exp
212,212,250,2005-07-14,exp
213,213,38103,2005-07-14,exp
214,214,18388,2005-07-14,exp
215,215,307843,2005-07-14,exp
216,216,390,2005-07-14,exp
217,217,-946,2005-07-14,exp
218,218,78534,2005-07-14,exp
219,219,79288,2005-07-14,exp
220,220,126,2005-07-14,exp
221,221,112157,2005-07-14,exp
222,222,335527,2005-07-14,exp
223,223,205629,2005-07-14,exp
224,224,108597,2005-07-14,exp
225,225,49205,2005-07-14,exp
226,226,128900,2005-07-14,exp
227,227,1864,2005-07-14,exp
228,228,18902,2005-07-14,exp
229,229,44116,2005-07-14,exp
230,230,17233,2005-07-14,exp
231,231,30937,2005-07-14,exp
232,232,16856,2005-07-14,exp
233,233,0,2005-07-14,exp
234,234,134379,2005-07-14,exp
235,235,20934,2005-07-14,exp
236,236,6848,2005-07-14,exp
237,237,51547,2005-07-14,exp
238,238,7422,2005-07-14,exp
239,239,214642,2005-07-14,exp
240,240,22940,2005-07-14,exp
241,241,0,2005-07-14,exp
242,242,48630,2005-07-14,exp
243,243,28676,2005-07-14,exp
244,244,2821,2005-07-14,exp
245,245,139,2005-07-14,exp
246,246,20102,2005-07-14,exp
247,247,1536,2005-07-14,exp
248,248,30036,2005-07-14,exp
249,249,48139,2005-07-14,exp
250,250,16099,2005-07-14,exp
251,251,48869,2005-07-14,exp
252,252,29155,2005-07-14,exp
253,253,104781,2005-07-14,exp
254,254,28052,2005-07-14,exp
255,255,1453,2005-07-14,exp
256,256,29341,2005-07-14,exp
257,257,862,2005-07-14,exp
258,258,9624,2005-07-14,exp
259,259,0,2005-07-14,exp
260,260,201852,2005-07-14,exp
261,261,107686,2005-07-14,exp
262,262,32563,2005-07-14,exp
263,263,5969,2005-07-14,exp
264,264,0,2005-07-14,exp
265,265,5986,2005-07-14,exp
266,266,0,2005-07-14,exp
267,267,9002,2005-07-14,exp
268,268,72197,2005-07-14,exp
269,269,33634,2005-07-14,exp
270,270,14242,2005-07-14,exp
271,271,20974,2005-07-14,exp
272,272,1350,2005-07-14,exp
273,273,0,2005-07-14,exp
274,274,14024,2005-07-14,exp
275,275,0,2005-07-14,exp
276,276,68376,2005-07-14,exp
277,277,-13,2005-07-14,exp
278,278,316,2005-07-14,exp
279,279,50654,2005-07-14,exp
280,280,97109,2005-07-14,exp
281,281,664,2005-07-14,exp
282,282,92630,2005-07-14,exp
283,283,147032,2005-07-14,exp
284,284,52600,2005-07-14,exp
285,285,92195,2005-07-14,exp
286,286,21874,2005-07-14,exp
287,287,62769,2005-07-14,exp
288,288,149944,2005-07-14,exp
289,289,70125,2005-07-14,exp
290,290,10605,2005-07-14,exp
291,291,325,2005-07-14,exp
292,292,0,2005-07-14,exp
293,293,1914,2005-07-14,exp
294,294,9560,2005-07-14,exp
295,295,0,2005-07-14,exp
296,296,186292,2005-07-14,exp
297,297,2179,2005-07-14,exp
298,298,144415,2005-07-14,exp
299,299,63225,2005-07-14,exp
300,300,13001,2005-07-14,exp
301,301,67185,2005-07-14,exp
302,302,0,2005-07-14,exp
303,303,12104,2005-07-14,exp
304,304,27820,2005-07-14,exp
305,305,960,2005-07-14,exp
306,306,5704,2005-07-14,exp
307,307,0,2005-07-14,exp
308,308,0,2005-07-14,exp
309,309,11339,2005-07-14,exp
310,310,14366,2005-07-14,exp
311,311,1354,2005-07-14,exp
312,312,147042,2005-07-14,exp
313,313,16567,2005-07-14,exp
314,314,56205,2005-07-14,exp
315,315,33415,2005-07-14,exp
316,316,34312,2005-07-14,exp
317,317,50330,2005-07-14,exp
318,318,526,2005-07-14,exp
319,319,29516,2005-07-14,exp
320,320,-2,2005-07-14,exp
321,321,51908,2005-07-14,exp
322,322,166281,2005-07-14,exp
323,323,3865,2005-07-14,exp
324,324,1100,2005-07-14,exp
325,325,91834,2005-07-14,exp
326,326,38013,2005-07-14,exp
327,327,325,2005-07-14,exp
328,328,27233,2005-07-14,exp
329,329,8300,2005-07-14,exp
330,330,100064,2005-07-14,exp
331,331,189,2005-07-14,exp
332,332,11883,2005-07-14,exp
333,333,11237,2005-07-14,exp
334,334,0,2005-07-14,exp
335,335,19658,2005-07-14,exp
336,336,151905,2005-07-14,exp
337,337,159988,2005-07-14,exp
338,338,0,2005-07-14,exp
339,339,49675,2005-07-14,exp
340,340,6313,2005-07-14,exp
341,341,92,2005-07-14,exp
342,342,4123,2005-07-14,exp
343,343,4847,2005-07-14,exp
344,344,242063,2005-07-14,exp
345,345,130553,2005-07-14,exp
346,346,-2697,2005-07-14,exp
347,347,4159,2005-07-14,exp
348,348,50409,2005-07-14,exp
349,349,140254,2005-07-14,exp
350,350,20123,2005-07-14,exp
351,351,1940,2005-07-14,exp
352,352,3432,2005-07-14,exp
353,353,0,2005-07-14,exp
354,354,58501,2005-07-14,exp
355,355,18122,2005-07-14,exp
356,356,29650,2005-07-14,exp
357,357,124226,2005-07-14,exp
358,358,193992,2005-07-14,exp
359,359,79044,2005-07-14,exp
360,360,51058,2005-07-14,exp
361,361,499936,2005-07-14,exp
362,362,72029,2005-07-14,exp
363,363,43562,2005-07-14,exp
364,364,2066,2005-07-14,exp
365,365,399,2005-07-14,exp
366,366,1488,2005-07-14,exp
367,367,50476,2005-07-14,exp
368,368,2989,2005-07-14,exp
369,369,0,2005-07-14,exp
370,370,19703,2005-07-14,exp
371,371,0,2005-07-14,exp
372,372,15086,2005-07-14,exp
373,373,43449,2005-07-14,exp
374,374,22352,2005-07-14,exp
375,375,175233,2005-07-14,exp
376,376,21229,2005-07-14,exp
377,377,20905,2005-07-14,exp
378,378,7609,2005-07-14,exp
379,379,43308,2005-07-14,exp
380,380,15093,2005-07-14,exp
381,381,70947,2005-07-14,exp
382,382,3381,2005-07-14,exp
383,383,91502,2005-07-14,exp
384,384,5646,2005-07-14,exp
385,385,27923,2005-07-14,exp
386,386,344464,2005-07-14,exp
387,387,0,2005-07-14,exp
388,388,68875,2005-07-14,exp
389,389,156523,2005-07-14,exp
390,390,582,2005-07-14,exp
391,391,0,2005-07-14,exp
392,392,37297,2005-07-14,exp
393,393,87720,2005-07-14,exp
394,394,18862,2005-07-14,exp
395,395,0,2005-07-14,exp
396,396,143952,2005-07-14,exp
397,397,42351,2005-07-14,exp
398,398,0,2005-07-14,exp
399,399,108423,2005-07-14,exp
400,400,109887,2005-07-14,exp
401,401,99174,2005-07-14,exp
402,402,28097,2005-07-14,exp
403,403,384,2005-07-14,exp
404,404,27806,2005-07-14,exp
405,405,159676,2005-07-14,exp
406,406,3410,2005-07-14,exp
407,407,0,2005-07-14,exp
408,408,430637,2005-07-14,exp
409,409,59001,2005-07-14,exp
410,410,180650,2005-07-14,exp
411,411,30805,2005-07-14,exp
412,412,0,2005-07-14,exp
413,413,2809,2005-07-14,exp
414,414,13135,2005-07-14,exp
415,415,199960,2005-07-14,exp
416,416,0,2005-07-14,exp
417,417,1097,2005-07-14,exp
418,418,17286,2005-07-14,exp
419,419,35639,2005-07-14,exp
420,420,0,2005-07-14,exp
421,421,27710,2005-07-14,exp
422,422,158520,2005-07-14,exp
423,423,1350,2005-07-14,exp
424,424,102663,2005-07-14,exp
425,425,201666,2005-07-14,exp
426,426,0,2005-07-14,exp
427,427,13087,2005-07-14,exp
428,428,199,2005-07-14,exp
429,429,66601,2005-07-14,exp
430,430,119362,2005-07-14,exp
431,431,73241,2005-07-14,exp
432,432,300426,2005-07-14,exp
433,433,50422,2005-07-14,exp
434,434,166127,2005-07-14,exp
435,435,17231,2005-07-14,exp
436,436,229286,2005-07-14,exp
437,437,0,2005-07-14,exp
438,438,62162,2005-07-14,exp
439,439,46677,2005-07-14,exp
440,440,57806,2005-07-14,exp
441,441,400,2005-07-14,exp
442,442,87289,2005-07-14,exp
443,443,945,2005-07-14,exp
444,444,126355,2005-07-14,exp
445,445,234557,2005-07-14,exp
446,446,29254,2005-07-14,exp
447,447,89902,2005-07-14,exp
448,448,29366,2005-07-14,exp
449,449,32253,2005-07-14,exp
450,450,82227,2005-07-14,exp
451,451,0,2005-07-14,exp
452,452,469703,2005-07-14,exp
453,453,36638,2005-07-14,exp
454,454,1443,2005-07-14,exp
455,455,78553,2005-07-14,exp
456,456,17431,2005-07-14,exp
457,457,74175,2005-07-14,exp
458,458,25326,2005-07-14,exp
459,459,5473,2005-07-14,exp
460,460,32017,2005-07-14,exp
461,461,159019,2005-07-14,exp
462,462,5702,2005-07-14,exp
463,463,100000,2005-07-14,exp
464,464,110503,2005-07-14,exp
465,465,1991,2005-07-14,exp
466,466,203813,2005-07-14,exp
467,467,212759,2005-07-14,exp
468,468,25000,2005-07-14,exp
469,469,49515,2005-07-14,exp
470,470,6190,2005-07-14,exp
471,471,373181,2005-07-14,exp
472,472,375948,2005-07-14,exp
473,473,1140,2005-07-14,exp
474,474,31018,2005-07-14,exp
475,475,0,2005-07-14,exp
476,476,28937,2005-07-14,exp
477,477,29241,2005-07-14,exp
478,478,72972,2005-07-14,exp
479,479,501,2005-07-14,exp
480,480,0,2005-07-14,exp
481,481,90801,2005-07-14,exp
482,482,140202,2005-07-14,exp
483,483,37887,2005-07-14,exp
484,484,71334,2005-07-14,exp
485,485,574,2005-07-14,exp
486,486,172914,2005-07-14,exp
487,487,13165,2005-07-14,exp
488,488,91579,2005-07-14,exp
489,489,792,2005-07-14,exp
490,490,4663,2005-07-14,exp
491,491,0,2005-07-14,exp
492,492,24022,2005-07-14,exp
493,493,222102,2005-07-14,exp
494,494,308,2005-07-14,exp
495,495,10038,2005-07-14,exp
496,496,226,2005-07-14,exp
497,497,194449,2005-07-14,exp
498,498,18333,2005-07-14,exp
499,499,0,2005-07-14,exp
500,500,20565,2005-07-14,exp
501,501,22537,2005-07-14,exp
502,502,28067,2005-07-14,exp
503,503,230302,2005-07-14,exp
504,504,22704,2005-07-14,exp
505,505,0,2005-07-14,exp
506,506,396,2005-07-14,exp
507,507,285138,2005-07-14,exp
508,508,36696,2005-07-14,exp
509,509,13997,2005-07-14,exp
510,510,0,2005-07-14,exp
511,511,1261,2005-07-14,exp
512,512,240,2005-07-14,exp
513,513,3978,2005-07-14,exp
514,514,31438,2005-07-14,exp
515,515,19534,2005-07-14,exp
516,516,85787,2005-07-14,exp
517,517,69188,2005-07-14,exp
518,518,21320,2005-07-14,exp
519,519,10525,2005-07-14,exp
520,520,103066,2005-07-14,exp
521,521,18531,2005-07-14,exp
522,522,36465,2005-07-14,exp
523,523,64644,2005-07-14,exp
524,524,69529,2005-07-14,exp
525,525,70937,2005-07-14,exp
526,526,433,2005-07-14,exp
527,527,19040,2005-07-14,exp
528,528,160440,2005-07-14,exp
529,529,-8,2005-07-14,exp
530,530,13771,2005-07-14,exp
531,531,19334,2005-07-14,exp
532,532,17518,2005-07-14,exp
533,533,6143,2005-07-14,exp
534,534,61574,2005-07-14,exp
535,535,2333,2005-07-14,exp
536,536,3630,2005-07-14,exp
537,537,274075,2005-07-14,exp
538,538,82094,2005-07-14,exp
539,539,0,2005-07-14,exp
540,540,95768,2005-07-14,exp
541,541,0,2005-07-14,exp
542,542,0,2005-07-14,exp
543,543,28286,2005-07-14,exp
544,544,30178,2005-07-14,exp
545,545,23912,2005-07-14,exp
546,546,44237,2005-07-14,exp
547,547,-65,2005-07-14,exp
548,548,0,2005-07-14,exp
549,549,9752,2005-07-14,exp
550,550,45087,2005-07-14,exp
551,551,6418,2005-07-14,exp
552,552,16500,2005-07-14,exp
553,553,28185,2005-07-14,exp
554,554,0,2005-07-14,exp
555,555,37356,2005-07-14,exp
556,556,1207,2005-07-14,exp
557,557,1824,2005-07-14,exp
558,558,78516,2005-07-14,exp
559,559,0,2005-07-14,exp
560,560,59658,2005-07-14,exp
561,561,15736,2005-07-14,exp
562,562,-6,2005-07-14,exp
563,563,1758,2005-07-14,exp
564,564,63146,2005-07-14,exp
565,565,-1690,2005-07-14,exp
566,566,1738,2005-07-14,exp
567,567,15482,2005-07-14,exp
568,568,3545,2005-07-14,exp
569,569,30241,2005-07-14,exp
570,570,0,2005-07-14,exp
571,571,4897,2005-07-14,exp
572,572,38429,2005-07-14,exp
573,573,-22,2005-07-14,exp
574,574,1089,2005-07-14,exp
575,575,2290,2005-07-14,exp
576,576,282508,2005-07-14,exp
577,577,5691,2005-07-14,exp
578,578,8308,2005-07-14,exp
579,579,6615,2005-07-14,exp
580,580,8762,2005-07-14,exp
581,581,0,2005-07-14,exp
582,582,27485,2005-07-14,exp
583,583,30258,2005-07-14,exp
584,584,78512,2005-07-14,exp
585,585,49111,2005-07-14,exp
586,586,16394,2005-07-14,exp
587,587,0,2005-07-14,exp
588,588,21776,2005-07-14,exp
589,589,132969,2005-07-14,exp
590,590,62361,2005-07-14,exp
591,591,24092,2005-07-14,exp
592,592,85161,2005-07-14,exp
593,593,13930,2005-07-14,exp
594,594,44989,2005-07-14,exp
595,595,59044,2005-07-14,exp
596,596,136437,2005-07-14,exp
597,597,259969,2005-07-14,exp
598,598,0,2005-07-14,exp
599,599,58683,2005-07-14,exp
600,600,4606,2005-07-14,exp
601,601,25135,2005-07-14,exp
602,602,390,2005-07-14,exp
603,603,18800,2005-07-14,exp
604,604,28171,2005-07-14,exp
605,605,0,2005-07-14,exp
606,606,24121,2005-07-14,exp
607,607,7350,2005-07-14,exp
608,608,39680,2005-07-14,exp
609,609,8528,2005-07-14,exp
610,610,390,2005-07-14,exp
611,611,19292,2005-07-14,exp
612,612,0,2005-07-14,exp
613,613,46228,2005-07-14,exp
614,614,26190,2005-07-14,exp
615,615,119570,2005-07-14,exp
616,616,23320,2005-07-14,exp
617,617,0,2005-07-14,exp
618,618,104377,2005-07-14,exp
619,619,38533,2005-07-14,exp
620,620,70764,2005-07-14,exp
621,621,37511,2005-07-14,exp
622,622,420,2005-07-14,exp
623,623,0,2005-07-14,exp
624,624,0,2005-07-14,exp
625,625,0,2005-07-14,exp
626,626,14900,2005-07-14,exp
627,627,51766,2005-07-14,exp
628,628,660,2005-07-14,exp
629,629,29022,2005-07-14,exp
630,630,3855,2005-07-14,exp
631,631,0,2005-07-14,exp
632,632,29284,2005-07-14,exp
633,633,6401,2005-07-14,exp
634,634,0,2005-07-14,exp
635,635,34323,2005-07-14,exp
636,636,0,2005-07-14,exp
637,637,5918,2005-07-14,exp
638,638,20979,2005-07-14,exp
639,639,4521,2005-07-14,exp
640,640,59171,2005-07-14,exp
641,641,151310,2005-07-14,exp
642,642,50000,2005-07-14,exp
643,643,54019,2005-07-14,exp
644,644,149128,2005-07-14,exp
645,645,18782,2005-07-14,exp
646,646,150000,2005-07-14,exp
647,647,0,2005-07-14,exp
648,648,66396,2005-07-14,exp
649,649,192189,2005-07-14,exp
650,650,20206,2005-07-14,exp
651,651,1100,2005-07-14,exp
652,652,7816,2005-07-14,exp
653,653,18067,2005-07-14,exp
654,654,0,2005-07-14,exp
655,655,9669,2005-07-14,exp
656,656,5623,2005-07-14,exp
657,657,16293,2005-07-14,exp
658,658,49347,2005-07-14,exp
659,659,19744,2005-07-14,exp
660,660,1179,2005-07-14,exp
661,661,12431,2005-07-14,exp
662,662,0,2005-07-14,exp
663,663,0,2005-07-14,exp
664,664,6270,2005-07-14,exp
665,665,28777,2005-07-14,exp
666,666,96775,2005-07-14,exp
667,667,63695,2005-07-14,exp
668,668,25880,2005-07-14,exp
669,669,97997,2005-07-14,exp
670,670,7678,2005-07-14,exp
671,671,31840,2005-07-14,exp
672,672,14890,2005-07-14,exp
673,673,81967,2005-07-14,exp
674,674,2400,2005-07-14,exp
675,675,101953,2005-07-14,exp
676,676,32789,2005-07-14,exp
677,677,159386,2005-07-14,exp
678,678,147936,2005-07-14,exp
679,679,4339,2005-07-14,exp
680,680,7024,2005-07-14,exp
681,681,20566,2005-07-14,exp
682,682,1024,2005-07-14,exp
683,683,6182,2005-07-14,exp
684,684,112374,2005-07-14,exp
685,685,238196,2005-07-14,exp
686,686,177639,2005-07-14,exp
687,687,732,2005-07-14,exp
688,688,161973,2005-07-14,exp
689,689,129695,2005-07-14,exp
690,690,47593,2005-07-14,exp
691,691,51364,2005-07-14,exp
692,692,0,2005-07-14,exp
693,693,132144,2005-07-14,exp
694,694,57571,2005-07-14,exp
695,695,429,2005-07-14,exp
696,696,0,2005-07-14,exp
697,697,11597,2005-07-14,exp
698,698,0,2005-07-14,exp
699,699,51500,2005-07-14,exp
700,700,36156,2005-07-14,exp
701,701,0,2005-07-14,exp
702,702,105,2005-07-14,exp
703,703,8259,2005-07-14,exp
704,704,49967,2005-07-14,exp
705,705,25814,2005-07-14,exp
706,706,18096,2005-07-14,exp
707,707,56272,2005-07-14,exp
708,708,13268,2005-07-14,exp
709,709,688,2005-07-14,exp
710,710,18456,2005-07-14,exp
711,711,18054,2005-07-14,exp
712,712,25768,2005-07-14,exp
713,713,3821,2005-07-14,exp
714,714,0,2005-07-14,exp
715,715,664,2005-07-14,exp
716,716,31253,2005-07-14,exp
717,717,82182,2005-07-14,exp
718,718,38783,2005-07-14,exp
719,719,0,2005-07-14,exp
720,720,42832,2005-07-14,exp
721,721,25499,2005-07-14,exp
722,722,8518,2005-07-14,exp
723,723,3333,2005-07-14,exp
724,724,4022,2005-07-14,exp
725,725,28783,2005-07-14,exp
726,726,9815,2005-07-14,exp
727,727,19560,2005-07-14,exp
728,728,-387,2005-07-14,exp
729,729,128212,2005-07-14,exp
730,730,464,2005-07-14,exp
731,731,12795,2005-07-14,exp
732,732,158279,2005-07-14,exp
733,733,621,2005-07-14,exp
734,734,0,2005-07-14,exp
735,735,40091,2005-07-14,exp
736,736,17571,2005-07-14,exp
737,737,101441,2005-07-14,exp
738,738,67887,2005-07-14,exp
739,739,93894,2005-07-14,exp
740,740,23416,2005-07-14,exp
741,741,78440,2005-07-14,exp
742,742,3796,2005-07-14,exp
743,743,57668,2005-07-14,exp
744,744,44115,2005-07-14,exp
745,745,16869,2005-07-14,exp
746,746,24266,2005-07-14,exp
747,747,13656,2005-07-14,exp
748,748,271952,2005-07-14,exp
749,749,390,2005-07-14,exp
750,750,36238,2005-07-14,exp
751,751,1756,2005-07-14,exp
752,752,87862,2005-07-14,exp
753,753,42011,2005-07-14,exp
754,754,39032,2005-07-14,exp
755,755,1518,2005-07-14,exp
756,756,114837,2005-07-14,exp
757,757,16025,2005-07-14,exp
758,758,1817,2005-07-14,exp
759,759,16024,2005-07-14,exp
760,760,31540,2005-07-14,exp
761,761,23417,2005-07-14,exp
762,762,0,2005-07-14,exp
763,763,6000,2005-07-14,exp
764,764,2121,2005-07-14,exp
765,765,238067,2005-07-14,exp
766,766,5560,2005-07-14,exp
767,767,34419,2005-07-14,exp
768,768,7526,2005-07-14,exp
769,769,0,2005-07-14,exp
770,770,1265,2005-07-14,exp
771,771,15000,2005-07-14,exp
772,772,316,2005-07-14,exp
773,773,10510,2005-07-14,exp
774,774,111978,2005-07-14,exp
775,775,31902,2005-07-14,exp
776,776,28736,2005-07-14,exp
777,777,1954,2005-07-14,exp
778,778,451,2005-07-14,exp
779,779,42589,2005-07-14,exp
780,780,190,2005-07-14,exp
781,781,42804,2005-07-14,exp
782,782,1677,2005-07-14,exp
783,783,82759,2005-07-14,exp
784,784,2490,2005-07-14,exp
785,785,72376,2005-07-14,exp
786,786,0,2005-07-14,exp
787,787,0,2005-07-14,exp
788,788,1947,2005-07-14,exp
789,789,12407,2005-07-14,exp
790,790,9479,2005-07-14,exp
791,791,25761,2005-07-14,exp
792,792,19,2005-07-14,exp
793,793,-281,2005-07-14,exp
794,794,-288,2005-07-14,exp
795,795,48282,2005-07-14,exp
796,796,75004,2005-07-14,exp
797,797,0,2005-07-14,exp
798,798,5385,2005-07-14,exp
799,799,18158,2005-07-14,exp
800,800,34232,2005-07-14,exp
801,801,1290,2005-07-14,exp
802,802,19331,2005-07-14,exp
803,803,0,2005-07-14,exp
804,804,0,2005-07-14,exp
805,805,0,2005-07-14,exp
806,806,20800,2005-07-14,exp
807,807,1879,2005-07-14,exp
808,808,19862,2005-07-14,exp
809,809,33142,2005-07-14,exp
810,810,38870,2005-07-14,exp
811,811,73732,2005-07-14,exp
812,812,109636,2005-07-14,exp
813,813,0,2005-07-14,exp
814,814,16212,2005-07-14,exp
815,815,68405,2005-07-14,exp
816,816,223810,2005-07-14,exp
817,817,49734,2005-07-14,exp
818,818,3042,2005-07-14,exp
819,819,4590,2005-07-14,exp
820,820,19453,2005-07-14,exp
821,821,390,2005-07-14,exp
822,822,48614,2005-07-14,exp
823,823,36260,2005-07-14,exp
824,824,19583,2005-07-14,exp
825,825,11776,2005-07-14,exp
826,826,2986,2005-07-14,exp
827,827,26992,2005-07-14,exp
828,828,7540,2005-07-14,exp
829,829,720,2005-07-14,exp
830,830,47225,2005-07-14,exp
831,831,3037,2005-07-14,exp
