account,balance_limit,sex,education,marriage,age,total_bill,total_payment,repayment,default
158,200000,2,3,2,30,269299,9500,0,0
159,210000,1,3,1,45,299638,22156,5,1
160,50000,1,3,1,57,27794,1200,0,0
161,30000,1,1,2,41,55900,2450,2,0
162,50000,1,2,2,27,1620,390,-1,0
163,290000,1,3,1,47,819,792,0,0
164,250000,2,1,1,34,316217,10731,0,0
165,60000,2,2,1,46,54411,3000,0,0
166,110000,2,1,2,27,153312,5800,0,0
167,370000,1,1,2,50,18245,18152,-2,0
168,100000,1,2,1,27,22733,50012,0,0
169,90000,2,2,1,35,174142,4000,0,0
170,50000,2,2,2,22,57124,1844,0,0
171,270000,1,2,2,37,50985,5000,0,0
172,300000,2,1,2,30,3472,1546,-1,0
173,50000,2,2,2,22,10840,15000,0,0
174,50000,2,1,2,24,-6544,0,-2,1
175,360000,1,1,2,29,0,0,-2,0
176,130000,1,3,1,56,144141,0,2,1
177,80000,1,1,2,30,7299,3500,0,0
178,50000,1,2,2,30,45238,2000,0,0
179,20000,2,2,2,22,28940,2500,0,0
180,80000,2,2,1,29,22148,1000,0,0
181,240000,1,1,2,37,27535,67191,0,0
182,80000,2,3,2,35,35230,5000,0,0
183,500000,2,1,1,47,178898,72183,0,0
184,60000,2,2,1,24,38718,2737,0,1
185,20000,1,2,2,25,3235,1824,0,0
186,100000,2,2,1,38,32316,2500,2,1
187,360000,2,1,2,32,30121,54563,-1,0
188,200000,2,3,2,47,390077,6836,2,1
189,130000,2,2,1,34,28500,3000,0,0
190,20000,2,2,2,31,40706,760,3,0
191,310000,1,1,2,32,103715,9283,0,0
192,60000,2,1,2,27,45372,1746,2,1
193,180000,2,1,2,29,34269,5455,-1,0
194,180000,2,1,2,24,0,0,0,0
195,50000,1,2,1,36,730,21011,-1,0
196,50000,2,1,2,24,79263,1600,2,1
197,150000,2,2,1,34,1500,1500,-2,0
198,20000,2,1,2,22,38115,1693,-1,0
199,500000,2,1,1,34,2357,16967,-1,0
200,30000,2,3,2,22,1630,0,0,1
201,180000,2,1,1,38,0,0,-2,0
202,140000,1,1,2,31,38240,2500,0,0
203,140000,2,1,2,26,13993,7491,-1,0
204,120000,1,2,2,26,241266,10000,0,0
205,360000,2,2,1,48,320068,9700,0,0
206,20000,1,3,1,43,38787,5157,0,0
207,100000,1,1,1,47,390,2380,-1,0
208,210000,2,2,1,41,877,419,-1,1
209,80000,2,2,2,24,99077,3600,0,1
210,330000,2,1,1,50,1709,1967,-2,0
211,220000,1,1,2,24,85632,85632,-1,0
212,210000,2,1,1,38,2011,10838,-1,1
213,40000,2,3,1,43,64477,2500,0,0
214,30000,1,2,2,39,15768,2148,0,0
215,470000,1,2,2,27,615104,21205,0,0
216,30000,1,3,1,42,2100,0,-1,0
217,240000,2,2,1,36,-1892,0,-2,1
218,80000,1,2,2,36,154480,6500,0,0
219,110000,2,3,0,31,127026,11954,0,0
220,310000,2,1,2,38,0,0,-2,0
221,360000,2,1,1,40,238083,9200,0,1
222,330000,2,3,2,45,665881,23891,0,0
223,300000,2,2,2,35,420972,24557,0,0
224,320000,2,2,2,33,77068,8799,0,0
225,50000,2,3,2,37,60206,31793,0,1
226,170000,2,1,2,28,256119,9839,0,0
227,350000,1,3,1,44,0,0,-1,0
228,20000,1,2,1,37,37825,1616,0,0
229,50000,1,2,2,23,38924,1711,0,1
230,20000,2,3,2,24,1730,3200,0,0
231,50000,2,1,2,24,11693,1400,0,0
232,20000,1,2,2,23,23558,11000,2,1
233,50000,1,2,1,26,92124,3747,-1,0
234,190000,1,2,2,34,290172,14887,2,1
235,60000,2,2,1,33,39596,1410,0,0
236,80000,1,1,2,35,21320,22360,-1,0
237,150000,2,2,2,27,66397,3606,0,0
238,210000,2,1,2,31,8375,5592,-1,0
239,240000,2,3,1,50,425069,15723,0,1
240,140000,2,2,3,41,32792,5399,0,1
241,60000,2,1,2,28,2285,2285,-2,0
242,50000,1,1,2,39,46663,4000,0,0
243,50000,2,2,2,27,58189,2300,0,0
244,180000,2,1,2,32,2821,176,-1,0
245,30000,2,1,2,40,98,120,2,0
246,20000,2,2,2,40,0,0,0,0
247,250000,2,2,1,75,6366,1978,-1,0
248,100000,2,2,2,27,63901,2423,0,0
249,330000,1,1,2,25,64808,3589,2,0
250,50000,1,3,1,46,34249,3000,0,0
251,50000,2,2,2,26,59525,5008,0,0
252,30000,1,2,2,28,22001,0,0,0
253,140000,2,2,2,26,214527,7089,0,1
254,160000,2,1,2,28,184095,22600,-1,0
255,400000,2,2,2,29,4382,3356,-1,0
256,50000,1,2,1,25,58071,1910,0,0
257,140000,2,2,1,48,22491,22708,-1,0
258,160000,2,2,1,33,9543,2210,0,0
259,100000,2,3,1,43,0,0,-2,0
260,220000,1,1,1,48,334571,11500,0,1
261,510000,2,1,2,29,124004,90365,0,0
262,50000,1,2,2,29,57439,7380,0,0
263,160000,2,1,1,38,29230,14568,2,0
264,230000,2,1,2,37,637,338,-2,0
265,80000,2,1,2,37,18516,20872,-1,0
266,150000,2,2,1,25,632,632,-1,0
267,10000,1,3,2,23,19140,175,0,0
268,130000,2,3,2,49,55565,600,0,1
269,40000,2,1,2,48,70435,3000,0,0
270,50000,1,2,2,27,16933,4004,0,1
271,100000,1,3,2,32,37974,3024,0,0
272,120000,1,1,1,34,450,450,0,0
273,260000,2,1,2,58,0,0,-2,1
274,200000,2,2,2,33,28230,4200,0,0
275,360000,2,2,2,28,0,0,-2,1
276,70000,2,2,2,36,29395,5000,0,0
277,460000,1,1,1,40,22525,22545,-1,1
278,50000,2,1,2,26,632,632,-1,0
279,50000,1,3,1,33,39770,1400,0,0
280,250000,2,2,1,31,202170,9400,0,0
281,30000,2,1,2,27,0,0,0,0
282,270000,1,2,1,44,87563,74540,-1,0
283,180000,2,3,2,30,173896,6211,0,0
284,100000,2,1,2,28,112096,6000,0,0
285,230000,2,3,1,32,196639,9000,0,0
286,210000,2,1,1,46,16757,20363,-1,0
287,210000,1,1,2,38,110212,4502,0,0
288,440000,2,2,1,46,202902,6702,0,0
289,100000,2,2,2,25,121083,3519,0,1
290,240000,2,2,1,46,16076,2000,0,0
291,280000,1,1,2,33,-339278,345293,-1,1
292,50000,2,2,2,22,0,0,-2,1
293,30000,1,2,1,43,4566,600,2,0
294,10000,1,2,2,27,20145,1093,0,1
295,130000,1,1,2,29,0,1500,-2,0
296,200000,1,1,2,31,267624,10441,0,0
297,120000,2,2,1,29,1820,4316,-1,0
298,210000,2,2,1,36,279622,9244,0,0
299,280000,2,1,1,36,60943,3100,0,0
300,300000,1,1,2,34,19798,203,-1,1
301,100000,1,2,2,37,131309,4802,0,0
302,440000,2,1,2,36,0,162000,-2,0
303,50000,2,3,1,40,28145,2000,0,0
304,20000,2,1,2,25,28271,3000,0,1
305,200000,2,1,2,27,11498,6380,0,0
306,110000,2,2,2,26,2248,0,-2,0
307,500000,2,2,1,36,4590,0,-1,0
308,300000,2,2,1,27,0,0,-2,0
309,30000,1,3,1,55,28350,3000,3,1
310,60000,2,1,2,27,12009,13557,-1,0
311,400000,2,2,1,38,7180,11471,0,0
312,180000,2,2,1,34,263176,10100,0,0
313,20000,1,1,2,40,27397,1500,0,0
314,200000,2,3,1,49,118640,5286,0,1
315,100000,1,1,2,27,24021,1109,0,0
316,60000,1,2,2,23,37154,2616,0,1
317,110000,2,2,2,36,105827,4700,0,0
318,260000,2,3,1,53,882,944,-2,0
319,50000,2,3,1,46,54781,1517,0,0
320,180000,1,2,2,29,-4,0,-2,0
321,110000,1,2,2,29,95831,3854,0,1
322,340000,2,1,2,27,248908,52732,0,0
323,50000,1,2,2,24,16469,2306,0,0
324,230000,2,2,1,28,6940,7173,-1,1
325,360000,2,2,2,32,200861,20000,0,0
326,210000,1,2,2,43,82131,6000,0,0
327,220000,2,2,1,41,800,650,2,1
328,60000,2,2,1,34,59791,2591,2,1
329,340000,1,2,1,55,32015,84611,-2,0
330,150000,1,1,1,40,216575,8400,2,0
331,200000,2,2,1,37,40102,19500,-1,1
332,130000,2,2,2,40,22852,3200,0,1
333,60000,2,1,2,28,52830,18540,0,0
334,400000,2,2,1,43,79988,78388,-1,0
335,20000,1,1,2,27,37976,1050,0,0
336,190000,2,1,2,28,317025,12235,0,0
337,260000,2,1,2,30,317870,13000,0,0
338,140000,2,2,2,31,0,0,-2,0
339,50000,2,2,1,31,59248,2093,0,1
340,120000,2,1,2,34,2160,5837,-1,0
341,240000,2,2,2,30,92,1883,-2,0
342,50000,1,2,2,36,1956,0,-1,0
343,200000,2,1,2,29,49063,1000,-1,0
344,180000,1,1,1,39,0,102903,0,0
345,180000,2,1,2,26,214765,8278,0,0
346,160000,2,1,2,29,7836,14500,0,0
347,100000,2,2,2,26,5960,3525,0,0
348,50000,2,2,2,29,81108,4000,0,1
349,140000,2,2,2,31,283922,11000,0,0
350,30000,2,2,2,26,40640,1715,0,1
351,90000,1,1,2,26,23101,26101,0,0
352,200000,1,1,1,36,1386,110000,-2,0
353,380000,1,1,2,30,0,0,-2,1
354,80000,2,2,2,43,38450,1577,0,0
355,50000,1,3,1,58,37945,1272,0,0
356,180000,1,2,1,45,61546,3000,0,1
357,240000,2,2,2,26,217326,7345,0,0
358,380000,1,2,2,34,340374,9400,0,0
359,110000,2,4,2,24,166795,7500,0,0
360,260000,1,1,1,34,34330,582,-1,0
361,500000,2,2,2,23,904255,35000,0,1
362,320000,2,2,2,30,148984,5281,0,0
363,50000,1,2,2,32,70783,2865,0,0
364,110000,1,1,1,40,432,282,-1,1
365,230000,2,1,2,35,1189,1133,-2,0
366,330000,2,2,1,56,12641,9060,-1,0
367,50000,2,2,1,61,47945,3039,0,0
368,10000,1,2,2,24,4140,150,0,0
369,300000,1,1,1,40,0,0,-2,0
370,20000,2,2,1,32,21903,1248,0,1
371,180000,1,2,1,36,0,0,-2,1
372,160000,1,1,2,30,34740,79712,-1,0
373,90000,2,1,2,34,98485,2000,2,0
374,30000,1,3,3,54,50282,2000,0,0
375,180000,1,1,1,46,206808,167719,0,0
376,30000,1,3,1,58,44237,2961,0,0
377,30000,1,2,1,43,49425,1000,0,0
378,140000,2,1,2,28,7145,9500,-1,0
379,210000,1,1,2,30,97730,13000,0,0
380,50000,1,2,2,31,23626,8000,0,1
381,130000,2,2,2,29,149230,8451,0,0
382,50000,2,2,1,37,4363,900,0,1
383,140000,1,3,1,36,177066,6700,0,0
384,170000,2,2,2,28,11466,595,0,1
385,80000,1,2,2,25,0,6305,0,0
386,410000,2,5,1,42,475115,17300,0,0
387,80000,2,1,2,29,0,0,-2,0
388,80000,1,3,1,73,147888,8600,2,1
389,150000,1,2,1,43,320625,11034,0,0
390,260000,1,1,1,30,291,130942,0,1
391,350000,1,1,1,38,0,0,-2,0
392,280000,2,2,1,39,65897,6011,0,1
393,310000,1,2,1,44,143710,5654,0,0
394,140000,2,2,2,29,42299,4000,0,0
395,360000,1,1,1,51,0,0,-2,0
396,140000,2,1,2,27,285270,11600,0,0
397,100000,1,1,2,38,71958,579,0,0
398,50000,2,2,2,22,632,632,-2,0
399,210000,2,2,1,30,156858,7700,0,0
400,120000,2,2,2,25,236478,4400,2,0
401,240000,1,1,2,29,213719,191022,0,0
402,60000,2,3,3,42,57832,4541,0,0
403,150000,1,1,2,41,3166,472,-1,1
404,30000,1,2,1,48,51846,3333,0,0
405,160000,2,1,2,29,323898,5654,2,1
406,200000,1,1,1,52,82150,86296,-2,0
407,120000,2,2,1,25,0,0,-2,0
408,500000,1,1,1,37,660146,24639,0,0
409,320000,2,1,2,27,126049,27818,0,0
410,280000,1,1,2,31,336382,12235,0,0
411,60000,2,1,2,23,65314,2500,2,1
412,200000,2,1,1,38,-300,0,-1,0
413,230000,2,1,1,32,4196,3404,-1,0
414,230000,2,2,2,27,14286,5641,0,1
415,480000,2,3,1,41,41964,24593,-2,0
416,50000,2,3,1,35,0,640,-2,0
417,200000,2,1,2,31,160,1263,-2,0
418,50000,2,1,2,30,38440,1000,0,0
419,50000,1,2,1,48,38639,4500,0,0
420,260000,2,1,2,36,0,0,-2,1
421,30000,1,1,2,24,59373,1800,0,0
422,440000,2,1,2,29,309899,12038,0,0
423,230000,2,2,2,38,2980,2213,-1,0
424,200000,1,2,1,38,203298,9000,0,1
425,490000,2,2,1,30,387004,12429,0,0
426,80000,2,2,1,32,0,0,-2,0
427,20000,2,3,2,49,31741,2500,0,1
428,170000,2,1,2,31,398,597,0,1
429,70000,1,1,2,27,58744,2327,0,0
430,210000,2,2,2,33,134958,6000,0,0
431,90000,2,2,2,25,153718,6100,0,0
432,390000,2,1,2,27,574711,17512,0,1
433,110000,2,1,2,29,105220,4557,0,0
434,580000,2,1,1,36,336719,11840,0,0
435,360000,1,3,1,55,0,0,-1,0
436,270000,2,2,1,32,445103,8000,2,1
437,60000,2,1,2,27,300,350,2,0
438,110000,1,3,1,37,120417,4600,0,0
439,50000,2,1,1,25,42258,1504,0,0
440,80000,2,1,2,23,93345,3500,0,1
441,50000,1,2,2,23,25229,2885,0,0
442,100000,1,1,2,32,182903,3200,2,0
443,30000,2,1,2,26,3192,2995,-1,0
444,200000,2,1,2,27,242006,14433,0,0
445,240000,1,1,2,44,393267,15000,0,1
446,220000,1,2,2,34,35931,1100,0,0
447,160000,2,1,2,28,166243,5000,0,0
448,180000,2,1,1,53,1599,1599,0,0
449,200000,1,4,1,42,30900,2102,0,0
450,140000,2,3,1,30,119728,7500,0,0
451,380000,1,1,1,51,0,0,-2,1
452,600000,1,1,1,53,875697,41000,0,1
453,260000,1,2,2,37,258476,12000,0,0
454,200000,2,1,2,26,2314,2886,-2,0
455,80000,1,2,2,42,97362,3500,0,0
456,40000,1,2,2,39,15915,10302,0,0
457,130000,1,3,2,39,153037,6000,2,0
458,50000,1,1,2,32,0,0,0,0
459,230000,2,2,1,41,16115,15684,-1,0
460,70000,1,2,1,48,16130,10990,0,1
461,180000,2,2,1,38,252294,10000,0,0
462,80000,2,2,1,36,9128,10066,-1,0
463,290000,2,2,2,26,24921,6048,-1,0
464,230000,2,1,2,28,193715,8882,0,0
465,170000,2,3,3,56,150,764,-2,0
466,230000,1,1,1,59,390670,13789,0,1
467,220000,1,1,2,38,333043,13009,0,1
468,230000,1,2,2,32,39691,1120,0,0
469,500000,1,2,1,38,99749,7210,0,0
470,90000,2,1,1,41,3540,2032,-1,0
471,390000,2,3,2,35,520514,19435,0,1
472,400000,2,2,2,41,307309,12073,0,0
473,180000,1,2,1,34,2562,3822,-1,0
474,60000,1,3,1,38,69215,1500,0,0
475,120000,2,2,1,32,5930,11050,-1,0
476,60000,2,2,2,29,53550,1420,0,0
477,50000,1,1,2,44,58744,2166,0,0
478,70000,2,2,1,37,101419,4685,0,0
479,500000,2,1,1,38,1050,900,-1,0
480,200000,1,1,2,31,0,0,-2,0
481,250000,2,2,1,40,1988,67619,-1,0
482,140000,1,2,2,26,270690,10700,2,1
483,70000,2,2,2,28,10898,0,-1,0
484,90000,1,3,1,48,122606,5586,2,0
485,100000,2,2,1,43,4868,4673,-1,0
486,190000,1,2,1,31,232959,7544,0,0
487,230000,2,1,1,42,17492,6992,-1,0
488,320000,1,2,1,39,188160,7018,0,0
489,220000,2,2,1,36,792,1188,-1,1
490,260000,2,1,1,34,6928,10371,-1,0
491,90000,2,2,2,32,0,0,-2,0
492,30000,2,2,1,43,40492,1700,2,0
493,260000,1,2,2,30,137674,4006,0,0
494,170000,2,2,2,28,0,0,-2,0
495,80000,2,1,1,28,20890,570,0,1
496,50000,1,1,1,41,540,1640,-1,0
497,200000,2,3,2,47,399243,15100,0,0
498,20000,1,2,2,23,49854,1217,0,0
499,250000,2,1,1,49,1633,1645,-1,0
500,20000,1,1,1,38,40188,1650,2,0
501,30000,2,2,1,38,49704,1200,2,0
502,90000,2,2,1,35,61747,2000,2,0
503,230000,2,6,2,46,383247,14500,0,0
504,130000,2,1,1,33,22304,0,0,1
505,30000,1,6,1,53,0,0,-2,0
506,160000,1,1,2,35,2012,1220,-1,0
507,500000,2,2,2,43,223031,528866,0,0
508,180000,2,2,2,28,72554,2000,0,0
509,80000,2,2,1,30,16200,500,0,0
510,120000,1,1,2,26,0,0,-1,0
511,130000,1,2,1,31,1320,780,-1,0
512,120000,2,2,2,35,480,480,-1,1
513,360000,1,1,2,28,53365,54260,-1,0
514,50000,1,2,2,23,65647,2700,2,1
515,20000,2,2,2,23,28992,1021,0,0
516,100000,1,3,1,56,159864,3864,0,0
517,70000,1,3,1,32,141168,8250,0,0
518,50000,1,2,1,47,38442,1179,0,0
519,10000,2,2,2,22,19887,1763,0,0
520,290000,2,1,1,34,225448,14000,0,0
521,30000,2,1,1,31,39109,2623,0,0
522,410000,2,2,2,27,123828,20350,0,0
523,360000,1,1,2,28,232141,299200,0,1
524,140000,2,2,1,42,137516,8000,0,1
525,210000,2,1,2,32,148332,5700,0,0
526,220000,2,2,2,27,2891,156395,-1,0
527,20000,1,2,2,27,41000,300,0,0
528,620000,2,2,1,45,338053,12500,0,1
529,360000,1,1,2,26,4277,2613,-1,0
530,20000,2,2,2,21,5308,0,-1,0
531,50000,1,2,2,23,38897,10000,0,0
532,50000,1,2,3,30,36381,1310,0,0
533,10000,1,2,2,46,13437,495,2,1
534,100000,2,3,1,50,123722,5000,3,1
535,50000,1,1,2,26,1620,0,-2,0
536,60000,1,2,2,25,11025,4435,-1,0
537,440000,2,1,2,35,395768,12600,0,0
538,120000,1,2,1,44,100217,2200,0,0
539,50000,2,1,2,52,318,0,-1,0
540,110000,2,2,1,40,200218,7800,2,0
541,200000,2,1,2,38,488,587,-1,0
542,150000,2,1,2,28,318,318,-2,0
543,30000,2,2,1,36,56994,2600,0,1
544,100000,2,1,2,24,44145,29844,-1,0
545,360000,2,1,1,34,2308,6372,0,0
546,390000,2,1,2,31,99692,10000,0,0
547,220000,2,1,1,41,-265,0,-2,1
548,160000,2,2,2,25,0,0,-2,0
549,230000,2,1,2,28,31336,12000,0,0
550,120000,1,1,2,27,62974,8500,0,0
551,100000,1,3,1,52,13782,4000,2,1
552,190000,2,1,2,41,27408,500,-1,1
553,50000,1,1,1,56,60376,2517,0,1
554,240000,2,1,1,42,0,0,-2,0
555,40000,2,2,2,24,75979,3551,-2,0
556,630000,2,2,1,47,8654,4981,-1,0
557,160000,2,1,1,33,349,1344,-2,0
558,110000,2,2,2,32,164809,6100,2,0
559,20000,1,2,2,29,0,0,-2,0
560,210000,2,3,1,53,126756,4767,0,0
561,270000,1,1,2,34,17380,16635,-1,0
562,360000,2,2,2,52,941,789,-2,0
563,60000,2,2,1,42,4056,4370,-1,0
564,360000,1,2,2,38,131186,110700,0,0
565,390000,2,1,2,45,6044,1233,2,0
566,250000,2,3,2,35,13473,24544,-2,0
567,90000,2,1,2,24,46124,1784,0,1
568,360000,1,1,2,28,16352,22311,-1,0
569,50000,1,3,2,26,38733,1401,0,0
570,270000,2,1,1,40,0,0,-2,0
571,200000,2,1,2,29,19468,125,-1,0
572,50000,2,2,2,23,37318,2000,0,0
573,350000,1,1,2,33,4510,4554,-2,0
574,160000,2,2,2,60,4186,1009,-1,1
575,80000,2,3,1,49,14365,15591,-1,0
576,290000,1,1,1,53,494158,16846,0,1
577,270000,2,1,2,28,99453,23000,0,0
578,80000,1,1,2,31,4623,4085,2,0
579,50000,1,2,2,36,13967,1500,0,0
580,30000,1,2,1,35,2000,0,-1,0
581,30000,1,2,2,28,0,0,-2,1
582,90000,1,2,2,33,74047,11986,0,0
583,160000,1,1,2,26,31100,15622,-1,0
584,80000,2,3,2,53,115578,5000,0,0
585,50000,1,2,2,42,45775,0,0,0
586,20000,2,1,2,25,35674,800,0,0
587,220000,1,1,1,43,0,0,-2,1
588,210000,1,3,2,25,3551,9957,-1,1
589,130000,2,2,2,29,93971,2701,0,0
590,260000,2,2,1,31,35683,57582,-1,0
591,230000,2,1,1,30,108060,12000,0,0
592,160000,1,1,2,34,174299,6438,0,0
593,50000,1,1,1,35,15031,4555,0,0
594,80000,1,2,1,32,80431,7002,0,0
595,110000,1,3,2,46,123217,4828,0,0
596,200000,1,1,1,43,268938,9904,0,0
597,360000,1,2,2,29,495706,14373,0,0
598,210000,2,3,2,31,0,0,-2,0
599,80000,2,2,2,24,117299,4500,0,0
600,300000,2,2,1,36,68141,76153,-1,1
601,310000,2,2,1,43,50870,1740,0,0
602,30000,1,3,1,59,1710,1320,-1,1
603,170000,1,1,1,53,30945,990,0,0
604,140000,2,2,2,28,60384,3000,0,0
605,180000,2,2,2,31,0,1576,-2,0
606,50000,1,1,2,34,49650,1030,2,0
